
>>> [1/63] EAR | dynahate | seed=123
[Train]:  43%|████▎     | 238/553 [00:22<00:30, 10.31it/s, ce=0.0571, ear=-2.1138, loss=-0.1543]
[Train]:  43%|████▎     | 238/553 [00:22<00:30, 10.31it/s, ce=0.0580, ear=-2.1136, loss=-0.1533]
[Train]:  43%|████▎     | 238/553 [00:23<00:30, 10.31it/s, ce=0.0580, ear=-2.1132, loss=-0.1533]
[Train]:  43%|████▎     | 240/553 [00:23<00:29, 10.49it/s, ce=0.0580, ear=-2.1132, loss=-0.1533]
[Train]:  43%|████▎     | 240/553 [00:23<00:29, 10.49it/s, ce=0.0579, ear=-2.1135, loss=-0.1534]
[Train]:  43%|████▎     | 240/553 [00:23<00:29, 10.49it/s, ce=0.0578, ear=-2.1140, loss=-0.1536]
[Train]:  44%|████▍     | 242/553 [00:23<00:29, 10.60it/s, ce=0.0578, ear=-2.1140, loss=-0.1536]
[Train]:  44%|████▍     | 242/553 [00:23<00:29, 10.60it/s, ce=0.0584, ear=-2.1154, loss=-0.1532]
[Train]:  44%|████▍     | 242/553 [00:23<00:29, 10.60it/s, ce=0.0582, ear=-2.1154, loss=-0.1534]
[Train]:  44%|████▍     | 244/553 [00:23<00:29, 10.59it/s, ce=0.0582, ear=-2.1154, loss=-0.1534]
[Train]:  44%|████▍     | 244/553 [00:23<00:29, 10.59it/s, ce=0.0580, ear=-2.1149, loss=-0.1535]
[Train]:  44%|████▍     | 244/553 [00:23<00:29, 10.59it/s, ce=0.0579, ear=-2.1149, loss=-0.1536]
[Train]:  44%|████▍     | 246/553 [00:23<00:28, 10.60it/s, ce=0.0579, ear=-2.1149, loss=-0.1536]
[Train]:  44%|████▍     | 246/553 [00:23<00:28, 10.60it/s, ce=0.0580, ear=-2.1157, loss=-0.1536]
[Train]:  44%|████▍     | 246/553 [00:23<00:28, 10.60it/s, ce=0.0578, ear=-2.1161, loss=-0.1538]
[Train]:  45%|████▍     | 248/553 [00:23<00:28, 10.59it/s, ce=0.0578, ear=-2.1161, loss=-0.1538]
[Train]:  45%|████▍     | 248/553 [00:23<00:28, 10.59it/s, ce=0.0576, ear=-2.1162, loss=-0.1540]
[Train]:  45%|████▍     | 248/553 [00:23<00:28, 10.59it/s, ce=0.0574, ear=-2.1158, loss=-0.1541]
[Train]:  45%|████▌     | 250/553 [00:23<00:28, 10.67it/s, ce=0.0574, ear=-2.1158, loss=-0.1541]
[Train]:  45%|████▌     | 250/553 [00:24<00:28, 10.67it/s, ce=0.0573, ear=-2.1152, loss=-0.1542]
[Train]:  45%|████▌     | 250/553 [00:24<00:28, 10.67it/s, ce=0.0571, ear=-2.1145, loss=-0.1543]
[Train]:  46%|████▌     | 252/553 [00:24<00:28, 10.64it/s, ce=0.0571, ear=-2.1145, loss=-0.1543]
[Train]:  46%|████▌     | 252/553 [00:24<00:28, 10.64it/s, ce=0.0570, ear=-2.1146, loss=-0.1545]
[Train]:  46%|████▌     | 252/553 [00:24<00:28, 10.64it/s, ce=0.0573, ear=-2.1150, loss=-0.1542]
[Train]:  46%|████▌     | 254/553 [00:24<00:28, 10.45it/s, ce=0.0573, ear=-2.1150, loss=-0.1542]
[Train]:  46%|████▌     | 254/553 [00:24<00:28, 10.45it/s, ce=0.0571, ear=-2.1152, loss=-0.1544]
[Train]:  46%|████▌     | 254/553 [00:24<00:28, 10.45it/s, ce=0.0569, ear=-2.1157, loss=-0.1547]
[Train]:  46%|████▋     | 256/553 [00:24<00:29,  9.99it/s, ce=0.0569, ear=-2.1157, loss=-0.1547]
[Train]:  46%|████▋     | 256/553 [00:24<00:29,  9.99it/s, ce=0.0568, ear=-2.1155, loss=-0.1548]
[Train]:  46%|████▋     | 256/553 [00:24<00:29,  9.99it/s, ce=0.0570, ear=-2.1164, loss=-0.1547]
[Train]:  47%|████▋     | 258/553 [00:24<00:29, 10.07it/s, ce=0.0570, ear=-2.1164, loss=-0.1547]
[Train]:  47%|████▋     | 258/553 [00:24<00:29, 10.07it/s, ce=0.0568, ear=-2.1162, loss=-0.1548]
[Train]:  47%|████▋     | 258/553 [00:24<00:29, 10.07it/s, ce=0.0566, ear=-2.1166, loss=-0.1551]
[Train]:  47%|████▋     | 260/553 [00:24<00:28, 10.14it/s, ce=0.0566, ear=-2.1166, loss=-0.1551]
[Train]:  47%|████▋     | 260/553 [00:25<00:28, 10.14it/s, ce=0.0564, ear=-2.1169, loss=-0.1553]
[Train]:  47%|████▋     | 260/553 [00:25<00:28, 10.14it/s, ce=0.0562, ear=-2.1173, loss=-0.1555]
[Train]:  47%|████▋     | 262/553 [00:25<00:28, 10.13it/s, ce=0.0562, ear=-2.1173, loss=-0.1555]
[Train]:  47%|████▋     | 262/553 [00:25<00:28, 10.13it/s, ce=0.0570, ear=-2.1174, loss=-0.1547]
[Train]:  47%|████▋     | 262/553 [00:25<00:28, 10.13it/s, ce=0.0572, ear=-2.1171, loss=-0.1545]
[Train]:  48%|████▊     | 264/553 [00:25<00:28, 10.10it/s, ce=0.0572, ear=-2.1171, loss=-0.1545]
[Train]:  48%|████▊     | 264/553 [00:25<00:28, 10.10it/s, ce=0.0571, ear=-2.1171, loss=-0.1546]
[Train]:  48%|████▊     | 264/553 [00:25<00:28, 10.10it/s, ce=0.0569, ear=-2.1177, loss=-0.1548]
[Train]:  48%|████▊     | 266/553 [00:25<00:28, 10.14it/s, ce=0.0569, ear=-2.1177, loss=-0.1548]
[Train]:  48%|████▊     | 266/553 [00:25<00:28, 10.14it/s, ce=0.0567, ear=-2.1176, loss=-0.1550]
[Train]:  48%|████▊     | 266/553 [00:25<00:28, 10.14it/s, ce=0.0568, ear=-2.1173, loss=-0.1549]
[Train]:  48%|████▊     | 268/553 [00:25<00:27, 10.23it/s, ce=0.0568, ear=-2.1173, loss=-0.1549]
[Train]:  48%|████▊     | 268/553 [00:25<00:27, 10.23it/s, ce=0.0567, ear=-2.1180, loss=-0.1552]
[Train]:  48%|████▊     | 268/553 [00:25<00:27, 10.23it/s, ce=0.0566, ear=-2.1187, loss=-0.1553]
[Train]:  49%|████▉     | 270/553 [00:25<00:27, 10.31it/s, ce=0.0566, ear=-2.1187, loss=-0.1553]
[Train]:  49%|████▉     | 270/553 [00:26<00:27, 10.31it/s, ce=0.0564, ear=-2.1188, loss=-0.1555]
[Train]:  49%|████▉     | 270/553 [00:26<00:27, 10.31it/s, ce=0.0564, ear=-2.1186, loss=-0.1555]
[Train]:  49%|████▉     | 272/553 [00:26<00:27, 10.26it/s, ce=0.0564, ear=-2.1186, loss=-0.1555]
[Train]:  49%|████▉     | 272/553 [00:26<00:27, 10.26it/s, ce=0.0562, ear=-2.1191, loss=-0.1557]
[Train]:  49%|████▉     | 272/553 [00:26<00:27, 10.26it/s, ce=0.0560, ear=-2.1189, loss=-0.1559]
[Train]:  50%|████▉     | 274/553 [00:26<00:27, 10.20it/s, ce=0.0560, ear=-2.1189, loss=-0.1559]
[Train]:  50%|████▉     | 274/553 [00:26<00:27, 10.20it/s, ce=0.0559, ear=-2.1195, loss=-0.1561]
[Train]:  50%|████▉     | 274/553 [00:26<00:27, 10.20it/s, ce=0.0557, ear=-2.1202, loss=-0.1563]
[Train]:  50%|████▉     | 276/553 [00:26<00:26, 10.34it/s, ce=0.0557, ear=-2.1202, loss=-0.1563]
[Train]:  50%|████▉     | 276/553 [00:26<00:26, 10.34it/s, ce=0.0558, ear=-2.1196, loss=-0.1562]
[Train]:  50%|████▉     | 276/553 [00:26<00:26, 10.34it/s, ce=0.0557, ear=-2.1198, loss=-0.1563]
[Train]:  50%|█████     | 278/553 [00:26<00:27, 10.09it/s, ce=0.0557, ear=-2.1198, loss=-0.1563]
[Train]:  50%|█████     | 278/553 [00:26<00:27, 10.09it/s, ce=0.0555, ear=-2.1193, loss=-0.1564]
[Train]:  50%|█████     | 278/553 [00:26<00:27, 10.09it/s, ce=0.0554, ear=-2.1190, loss=-0.1565]
[Train]:  51%|█████     | 280/553 [00:26<00:27,  9.94it/s, ce=0.0554, ear=-2.1190, loss=-0.1565]
[Train]:  51%|█████     | 280/553 [00:27<00:27,  9.94it/s, ce=0.0552, ear=-2.1188, loss=-0.1567]
[Train]:  51%|█████     | 280/553 [00:27<00:27,  9.94it/s, ce=0.0552, ear=-2.1189, loss=-0.1567]
[Train]:  51%|█████     | 282/553 [00:27<00:26, 10.06it/s, ce=0.0552, ear=-2.1189, loss=-0.1567]
[Train]:  51%|█████     | 282/553 [00:27<00:26, 10.06it/s, ce=0.0550, ear=-2.1189, loss=-0.1569]
[Train]:  51%|█████     | 282/553 [00:27<00:26, 10.06it/s, ce=0.0549, ear=-2.1196, loss=-0.1570]
[Train]:  51%|█████▏    | 284/553 [00:27<00:26, 10.11it/s, ce=0.0549, ear=-2.1196, loss=-0.1570]
[Train]:  51%|█████▏    | 284/553 [00:27<00:26, 10.11it/s, ce=0.0548, ear=-2.1205, loss=-0.1573]
[Train]:  51%|█████▏    | 284/553 [00:27<00:26, 10.11it/s, ce=0.0547, ear=-2.1200, loss=-0.1573]
[Train]:  52%|█████▏    | 286/553 [00:27<00:26, 10.23it/s, ce=0.0547, ear=-2.1200, loss=-0.1573]
[Train]:  52%|█████▏    | 286/553 [00:27<00:26, 10.23it/s, ce=0.0545, ear=-2.1201, loss=-0.1575]
[Train]:  52%|█████▏    | 286/553 [00:27<00:26, 10.23it/s, ce=0.0545, ear=-2.1200, loss=-0.1575]
[Train]:  52%|█████▏    | 288/553 [00:27<00:25, 10.28it/s, ce=0.0545, ear=-2.1200, loss=-0.1575]
[Train]:  52%|█████▏    | 288/553 [00:27<00:25, 10.28it/s, ce=0.0545, ear=-2.1206, loss=-0.1576]
[Train]:  52%|█████▏    | 288/553 [00:27<00:25, 10.28it/s, ce=0.0543, ear=-2.1210, loss=-0.1578]
[Train]:  52%|█████▏    | 290/553 [00:27<00:25, 10.36it/s, ce=0.0543, ear=-2.1210, loss=-0.1578]
[Train]:  52%|█████▏    | 290/553 [00:27<00:25, 10.36it/s, ce=0.0542, ear=-2.1216, loss=-0.1580]
[Train]:  52%|█████▏    | 290/553 [00:28<00:25, 10.36it/s, ce=0.0540, ear=-2.1218, loss=-0.1582]
[Train]:  53%|█████▎    | 292/553 [00:28<00:25, 10.41it/s, ce=0.0540, ear=-2.1218, loss=-0.1582]
[Train]:  53%|█████▎    | 292/553 [00:28<00:25, 10.41it/s, ce=0.0539, ear=-2.1215, loss=-0.1582]
[Train]:  53%|█████▎    | 292/553 [00:28<00:25, 10.41it/s, ce=0.0539, ear=-2.1225, loss=-0.1584]
[Train]:  53%|█████▎    | 294/553 [00:28<00:25, 10.28it/s, ce=0.0539, ear=-2.1225, loss=-0.1584]
[Train]:  53%|█████▎    | 294/553 [00:28<00:25, 10.28it/s, ce=0.0537, ear=-2.1217, loss=-0.1585]
[Train]:  53%|█████▎    | 294/553 [00:28<00:25, 10.28it/s, ce=0.0535, ear=-2.1221, loss=-0.1587]
[Train]:  54%|█████▎    | 296/553 [00:28<00:25, 10.25it/s, ce=0.0535, ear=-2.1221, loss=-0.1587]
[Train]:  54%|█████▎    | 296/553 [00:28<00:25, 10.25it/s, ce=0.0534, ear=-2.1224, loss=-0.1588]
[Train]:  54%|█████▎    | 296/553 [00:28<00:25, 10.25it/s, ce=0.0537, ear=-2.1229, loss=-0.1586]
[Train]:  54%|█████▍    | 298/553 [00:28<00:24, 10.42it/s, ce=0.0537, ear=-2.1229, loss=-0.1586]
[Train]:  54%|█████▍    | 298/553 [00:28<00:24, 10.42it/s, ce=0.0535, ear=-2.1233, loss=-0.1588]
[Train]:  54%|█████▍    | 298/553 [00:28<00:24, 10.42it/s, ce=0.0533, ear=-2.1234, loss=-0.1590]
[Train]:  54%|█████▍    | 300/553 [00:28<00:23, 10.55it/s, ce=0.0533, ear=-2.1234, loss=-0.1590]
[Train]:  54%|█████▍    | 300/553 [00:28<00:23, 10.55it/s, ce=0.0532, ear=-2.1230, loss=-0.1591]
[Train]:  54%|█████▍    | 300/553 [00:29<00:23, 10.55it/s, ce=0.0531, ear=-2.1231, loss=-0.1592]
[Train]:  55%|█████▍    | 302/553 [00:29<00:23, 10.54it/s, ce=0.0531, ear=-2.1231, loss=-0.1592]
[Train]:  55%|█████▍    | 302/553 [00:29<00:23, 10.54it/s, ce=0.0529, ear=-2.1236, loss=-0.1594]
[Train]:  55%|█████▍    | 302/553 [00:29<00:23, 10.54it/s, ce=0.0528, ear=-2.1239, loss=-0.1596]
[Train]:  55%|█████▍    | 304/553 [00:29<00:23, 10.42it/s, ce=0.0528, ear=-2.1239, loss=-0.1596]
[Train]:  55%|█████▍    | 304/553 [00:29<00:23, 10.42it/s, ce=0.0526, ear=-2.1235, loss=-0.1597]
[Train]:  55%|█████▍    | 304/553 [00:29<00:23, 10.42it/s, ce=0.0527, ear=-2.1233, loss=-0.1596]
[Train]:  55%|█████▌    | 306/553 [00:29<00:23, 10.51it/s, ce=0.0527, ear=-2.1233, loss=-0.1596]
[Train]:  55%|█████▌    | 306/553 [00:29<00:23, 10.51it/s, ce=0.0525, ear=-2.1231, loss=-0.1598]
[Train]:  55%|█████▌    | 306/553 [00:29<00:23, 10.51it/s, ce=0.0527, ear=-2.1231, loss=-0.1596]
[Train]:  56%|█████▌    | 308/553 [00:29<00:23, 10.46it/s, ce=0.0527, ear=-2.1231, loss=-0.1596]
[Train]:  56%|█████▌    | 308/553 [00:29<00:23, 10.46it/s, ce=0.0526, ear=-2.1230, loss=-0.1598]
[Train]:  56%|█████▌    | 308/553 [00:29<00:23, 10.46it/s, ce=0.0525, ear=-2.1227, loss=-0.1598]
[Train]:  56%|█████▌    | 310/553 [00:29<00:22, 10.58it/s, ce=0.0525, ear=-2.1227, loss=-0.1598]
[Train]:  56%|█████▌    | 310/553 [00:29<00:22, 10.58it/s, ce=0.0529, ear=-2.1230, loss=-0.1594]
[Train]:  56%|█████▌    | 310/553 [00:29<00:22, 10.58it/s, ce=0.0528, ear=-2.1232, loss=-0.1596]
[Train]:  56%|█████▋    | 312/553 [00:29<00:22, 10.60it/s, ce=0.0528, ear=-2.1232, loss=-0.1596]
[Train]:  56%|█████▋    | 312/553 [00:30<00:22, 10.60it/s, ce=0.0540, ear=-2.1236, loss=-0.1584]
[Train]:  56%|█████▋    | 312/553 [00:30<00:22, 10.60it/s, ce=0.0541, ear=-2.1232, loss=-0.1583]
[Train]:  57%|█████▋    | 314/553 [00:30<00:22, 10.54it/s, ce=0.0541, ear=-2.1232, loss=-0.1583]
[Train]:  57%|█████▋    | 314/553 [00:30<00:22, 10.54it/s, ce=0.0540, ear=-2.1230, loss=-0.1583]
[Train]:  57%|█████▋    | 314/553 [00:30<00:22, 10.54it/s, ce=0.0539, ear=-2.1226, loss=-0.1583]
[Train]:  57%|█████▋    | 316/553 [00:30<00:22, 10.63it/s, ce=0.0539, ear=-2.1226, loss=-0.1583]
[Train]:  57%|█████▋    | 316/553 [00:30<00:22, 10.63it/s, ce=0.0538, ear=-2.1224, loss=-0.1584]
[Train]:  57%|█████▋    | 316/553 [00:30<00:22, 10.63it/s, ce=0.0537, ear=-2.1220, loss=-0.1585]
[Train]:  58%|█████▊    | 318/553 [00:30<00:22, 10.66it/s, ce=0.0537, ear=-2.1220, loss=-0.1585]
[Train]:  58%|█████▊    | 318/553 [00:30<00:22, 10.66it/s, ce=0.0535, ear=-2.1223, loss=-0.1587]
[Train]:  58%|█████▊    | 318/553 [00:30<00:22, 10.66it/s, ce=0.0534, ear=-2.1218, loss=-0.1588]
[Train]:  58%|█████▊    | 320/553 [00:30<00:21, 10.61it/s, ce=0.0534, ear=-2.1218, loss=-0.1588]
[Train]:  58%|█████▊    | 320/553 [00:30<00:21, 10.61it/s, ce=0.0532, ear=-2.1219, loss=-0.1590]
[Train]:  58%|█████▊    | 320/553 [00:30<00:21, 10.61it/s, ce=0.0530, ear=-2.1221, loss=-0.1592]
[Train]:  58%|█████▊    | 322/553 [00:30<00:21, 10.61it/s, ce=0.0530, ear=-2.1221, loss=-0.1592]
[Train]:  58%|█████▊    | 322/553 [00:31<00:21, 10.61it/s, ce=0.0529, ear=-2.1223, loss=-0.1593]
[Train]:  58%|█████▊    | 322/553 [00:31<00:21, 10.61it/s, ce=0.0528, ear=-2.1227, loss=-0.1595]
[Train]:  59%|█████▊    | 324/553 [00:31<00:21, 10.50it/s, ce=0.0528, ear=-2.1227, loss=-0.1595]
[Train]:  59%|█████▊    | 324/553 [00:31<00:21, 10.50it/s, ce=0.0527, ear=-2.1223, loss=-0.1595]
[Train]:  59%|█████▊    | 324/553 [00:31<00:21, 10.50it/s, ce=0.0526, ear=-2.1226, loss=-0.1597]
[Train]:  59%|█████▉    | 326/553 [00:31<00:21, 10.58it/s, ce=0.0526, ear=-2.1226, loss=-0.1597]
[Train]:  59%|█████▉    | 326/553 [00:31<00:21, 10.58it/s, ce=0.0525, ear=-2.1231, loss=-0.1598]
[Train]:  59%|█████▉    | 326/553 [00:31<00:21, 10.58it/s, ce=0.0524, ear=-2.1234, loss=-0.1599]
[Train]:  59%|█████▉    | 328/553 [00:31<00:21, 10.53it/s, ce=0.0524, ear=-2.1234, loss=-0.1599]
[Train]:  59%|█████▉    | 328/553 [00:31<00:21, 10.53it/s, ce=0.0523, ear=-2.1229, loss=-0.1600]
[Train]:  59%|█████▉    | 328/553 [00:31<00:21, 10.53it/s, ce=0.0521, ear=-2.1234, loss=-0.1602]
[Train]:  60%|█████▉    | 330/553 [00:31<00:21, 10.51it/s, ce=0.0521, ear=-2.1234, loss=-0.1602]
[Train]:  60%|█████▉    | 330/553 [00:31<00:21, 10.51it/s, ce=0.0520, ear=-2.1232, loss=-0.1603]
[Train]:  60%|█████▉    | 330/553 [00:31<00:21, 10.51it/s, ce=0.0518, ear=-2.1233, loss=-0.1605]
[Train]:  60%|██████    | 332/553 [00:31<00:21, 10.29it/s, ce=0.0518, ear=-2.1233, loss=-0.1605]
[Train]:  60%|██████    | 332/553 [00:31<00:21, 10.29it/s, ce=0.0522, ear=-2.1235, loss=-0.1602]
[Train]:  60%|██████    | 332/553 [00:32<00:21, 10.29it/s, ce=0.0520, ear=-2.1236, loss=-0.1604]
[Train]:  60%|██████    | 334/553 [00:32<00:21, 10.25it/s, ce=0.0520, ear=-2.1236, loss=-0.1604]
[Train]:  60%|██████    | 334/553 [00:32<00:21, 10.25it/s, ce=0.0519, ear=-2.1240, loss=-0.1605]
[Train]:  60%|██████    | 334/553 [00:32<00:21, 10.25it/s, ce=0.0518, ear=-2.1244, loss=-0.1607]
[Train]:  61%|██████    | 336/553 [00:32<00:20, 10.42it/s, ce=0.0518, ear=-2.1244, loss=-0.1607]
[Train]:  61%|██████    | 336/553 [00:32<00:20, 10.42it/s, ce=0.0516, ear=-2.1243, loss=-0.1608]
[Train]:  61%|██████    | 336/553 [00:32<00:20, 10.42it/s, ce=0.0516, ear=-2.1244, loss=-0.1608]
[Train]:  61%|██████    | 338/553 [00:32<00:20, 10.57it/s, ce=0.0516, ear=-2.1244, loss=-0.1608]
[Train]:  61%|██████    | 338/553 [00:32<00:20, 10.57it/s, ce=0.0515, ear=-2.1242, loss=-0.1609]
[Train]:  61%|██████    | 338/553 [00:32<00:20, 10.57it/s, ce=0.0514, ear=-2.1239, loss=-0.1610]
[Train]:  61%|██████▏   | 340/553 [00:32<00:20, 10.63it/s, ce=0.0514, ear=-2.1239, loss=-0.1610]
[Train]:  61%|██████▏   | 340/553 [00:32<00:20, 10.63it/s, ce=0.0512, ear=-2.1244, loss=-0.1612]
[Train]:  61%|██████▏   | 340/553 [00:32<00:20, 10.63it/s, ce=0.0511, ear=-2.1249, loss=-0.1614]
[Train]:  62%|██████▏   | 342/553 [00:32<00:20, 10.41it/s, ce=0.0511, ear=-2.1249, loss=-0.1614]
[Train]:  62%|██████▏   | 342/553 [00:32<00:20, 10.41it/s, ce=0.0510, ear=-2.1244, loss=-0.1615]
[Train]:  62%|██████▏   | 342/553 [00:33<00:20, 10.41it/s, ce=0.0508, ear=-2.1247, loss=-0.1616]
[Train]:  62%|██████▏   | 344/553 [00:33<00:20, 10.38it/s, ce=0.0508, ear=-2.1247, loss=-0.1616]
[Train]:  62%|██████▏   | 344/553 [00:33<00:20, 10.38it/s, ce=0.0509, ear=-2.1250, loss=-0.1616]
[Train]:  62%|██████▏   | 344/553 [00:33<00:20, 10.38it/s, ce=0.0508, ear=-2.1249, loss=-0.1617]
[Train]:  63%|██████▎   | 346/553 [00:33<00:19, 10.43it/s, ce=0.0508, ear=-2.1249, loss=-0.1617]
[Train]:  63%|██████▎   | 346/553 [00:33<00:19, 10.43it/s, ce=0.0509, ear=-2.1254, loss=-0.1617]
[Train]:  63%|██████▎   | 346/553 [00:33<00:19, 10.43it/s, ce=0.0509, ear=-2.1250, loss=-0.1616]
[Train]:  63%|██████▎   | 348/553 [00:33<00:19, 10.53it/s, ce=0.0509, ear=-2.1250, loss=-0.1616]
[Train]:  63%|██████▎   | 348/553 [00:33<00:19, 10.53it/s, ce=0.0508, ear=-2.1253, loss=-0.1617]
[Train]:  63%|██████▎   | 348/553 [00:33<00:19, 10.53it/s, ce=0.0507, ear=-2.1248, loss=-0.1618]
[Train]:  63%|██████▎   | 350/553 [00:33<00:19, 10.62it/s, ce=0.0507, ear=-2.1248, loss=-0.1618]
[Train]:  63%|██████▎   | 350/553 [00:33<00:19, 10.62it/s, ce=0.0505, ear=-2.1248, loss=-0.1619]
[Train]:  63%|██████▎   | 350/553 [00:33<00:19, 10.62it/s, ce=0.0504, ear=-2.1256, loss=-0.1622]
[Train]:  64%|██████▎   | 352/553 [00:33<00:19, 10.52it/s, ce=0.0504, ear=-2.1256, loss=-0.1622]
[Train]:  64%|██████▎   | 352/553 [00:33<00:19, 10.52it/s, ce=0.0503, ear=-2.1254, loss=-0.1623]
[Train]:  64%|██████▎   | 352/553 [00:33<00:19, 10.52it/s, ce=0.0501, ear=-2.1253, loss=-0.1624]
[Train]:  64%|██████▍   | 354/553 [00:33<00:18, 10.57it/s, ce=0.0501, ear=-2.1253, loss=-0.1624]
[Train]:  64%|██████▍   | 354/553 [00:34<00:18, 10.57it/s, ce=0.0500, ear=-2.1250, loss=-0.1625]
[Train]:  64%|██████▍   | 354/553 [00:34<00:18, 10.57it/s, ce=0.0500, ear=-2.1245, loss=-0.1625]
[Train]:  64%|██████▍   | 356/553 [00:34<00:18, 10.60it/s, ce=0.0500, ear=-2.1245, loss=-0.1625]
[Train]:  64%|██████▍   | 356/553 [00:34<00:18, 10.60it/s, ce=0.0498, ear=-2.1247, loss=-0.1626]
[Train]:  64%|██████▍   | 356/553 [00:34<00:18, 10.60it/s, ce=0.0503, ear=-2.1247, loss=-0.1622]
[Train]:  65%|██████▍   | 358/553 [00:34<00:18, 10.57it/s, ce=0.0503, ear=-2.1247, loss=-0.1622]
[Train]:  65%|██████▍   | 358/553 [00:34<00:18, 10.57it/s, ce=0.0502, ear=-2.1247, loss=-0.1623]
[Train]:  65%|██████▍   | 358/553 [00:34<00:18, 10.57it/s, ce=0.0501, ear=-2.1246, loss=-0.1624]
[Train]:  65%|██████▌   | 360/553 [00:34<00:18, 10.46it/s, ce=0.0501, ear=-2.1246, loss=-0.1624]
[Train]:  65%|██████▌   | 360/553 [00:34<00:18, 10.46it/s, ce=0.0500, ear=-2.1244, loss=-0.1625]
[Train]:  65%|██████▌   | 360/553 [00:34<00:18, 10.46it/s, ce=0.0498, ear=-2.1244, loss=-0.1626]
[Train]:  65%|██████▌   | 362/553 [00:34<00:18, 10.48it/s, ce=0.0498, ear=-2.1244, loss=-0.1626]
[Train]:  65%|██████▌   | 362/553 [00:34<00:18, 10.48it/s, ce=0.0497, ear=-2.1237, loss=-0.1627]
[Train]:  65%|██████▌   | 362/553 [00:34<00:18, 10.48it/s, ce=0.0496, ear=-2.1240, loss=-0.1628]
[Train]:  66%|██████▌   | 364/553 [00:34<00:18, 10.44it/s, ce=0.0496, ear=-2.1240, loss=-0.1628]
[Train]:  66%|██████▌   | 364/553 [00:35<00:18, 10.44it/s, ce=0.0494, ear=-2.1242, loss=-0.1630]
[Train]:  66%|██████▌   | 364/553 [00:35<00:18, 10.44it/s, ce=0.0493, ear=-2.1240, loss=-0.1631]
[Train]:  66%|██████▌   | 366/553 [00:35<00:17, 10.50it/s, ce=0.0493, ear=-2.1240, loss=-0.1631]
[Train]:  66%|██████▌   | 366/553 [00:35<00:17, 10.50it/s, ce=0.0492, ear=-2.1238, loss=-0.1632]
[Train]:  66%|██████▌   | 366/553 [00:35<00:17, 10.50it/s, ce=0.0496, ear=-2.1239, loss=-0.1628]
[Train]:  67%|██████▋   | 368/553 [00:35<00:17, 10.58it/s, ce=0.0496, ear=-2.1239, loss=-0.1628]
[Train]:  67%|██████▋   | 368/553 [00:35<00:17, 10.58it/s, ce=0.0495, ear=-2.1233, loss=-0.1629]
[Train]:  67%|██████▋   | 368/553 [00:35<00:17, 10.58it/s, ce=0.0494, ear=-2.1230, loss=-0.1629]
[Train]:  67%|██████▋   | 370/553 [00:35<00:17, 10.72it/s, ce=0.0494, ear=-2.1230, loss=-0.1629]
[Train]:  67%|██████▋   | 370/553 [00:35<00:17, 10.72it/s, ce=0.0496, ear=-2.1230, loss=-0.1627]
[Train]:  67%|██████▋   | 370/553 [00:35<00:17, 10.72it/s, ce=0.0494, ear=-2.1225, loss=-0.1628]
[Train]:  67%|██████▋   | 372/553 [00:35<00:16, 10.71it/s, ce=0.0494, ear=-2.1225, loss=-0.1628]
[Train]:  67%|██████▋   | 372/553 [00:35<00:16, 10.71it/s, ce=0.0493, ear=-2.1227, loss=-0.1630]
[Train]:  67%|██████▋   | 372/553 [00:35<00:16, 10.71it/s, ce=0.0492, ear=-2.1223, loss=-0.1630]
[Train]:  68%|██████▊   | 374/553 [00:35<00:16, 10.67it/s, ce=0.0492, ear=-2.1223, loss=-0.1630]
[Train]:  68%|██████▊   | 374/553 [00:35<00:16, 10.67it/s, ce=0.0492, ear=-2.1222, loss=-0.1631]
[Train]:  68%|██████▊   | 374/553 [00:36<00:16, 10.67it/s, ce=0.0490, ear=-2.1218, loss=-0.1631]
[Train]:  68%|██████▊   | 376/553 [00:36<00:16, 10.64it/s, ce=0.0490, ear=-2.1218, loss=-0.1631]
[Train]:  68%|██████▊   | 376/553 [00:36<00:16, 10.64it/s, ce=0.0490, ear=-2.1221, loss=-0.1632]
[Train]:  68%|██████▊   | 376/553 [00:36<00:16, 10.64it/s, ce=0.0491, ear=-2.1218, loss=-0.1630]
[Train]:  68%|██████▊   | 378/553 [00:36<00:16, 10.72it/s, ce=0.0491, ear=-2.1218, loss=-0.1630]
[Train]:  68%|██████▊   | 378/553 [00:36<00:16, 10.72it/s, ce=0.0491, ear=-2.1215, loss=-0.1631]
[Train]:  68%|██████▊   | 378/553 [00:36<00:16, 10.72it/s, ce=0.0490, ear=-2.1211, loss=-0.1632]
[Train]:  69%|██████▊   | 380/553 [00:36<00:16, 10.72it/s, ce=0.0490, ear=-2.1211, loss=-0.1632]
[Train]:  69%|██████▊   | 380/553 [00:36<00:16, 10.72it/s, ce=0.0488, ear=-2.1207, loss=-0.1632]
[Train]:  69%|██████▊   | 380/553 [00:36<00:16, 10.72it/s, ce=0.0487, ear=-2.1209, loss=-0.1634]
[Train]:  69%|██████▉   | 382/553 [00:36<00:16, 10.66it/s, ce=0.0487, ear=-2.1209, loss=-0.1634]
[Train]:  69%|██████▉   | 382/553 [00:36<00:16, 10.66it/s, ce=0.0486, ear=-2.1210, loss=-0.1634]
[Train]:  69%|██████▉   | 382/553 [00:36<00:16, 10.66it/s, ce=0.0493, ear=-2.1213, loss=-0.1629]
