
>>> [1/63] GetFair | dynahate | seed=42
>>> Command: python3 src_script/train/train_baseline_getfair.py --dataset dynahate --seed 42 --lambda_gf 0.5 --epochs 6 --patience 3 --batch_size 16 --grad_accum 2 --lr 2e-5 --max_len 128
>>> Start: Sun Mar 15 05:49:47 CST 2026
/root/miniconda/lib/python3.8/site-packages/torchvision/datapoints/__init__.py:12: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
/root/miniconda/lib/python3.8/site-packages/torchvision/transforms/v2/__init__.py:54: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
[Hardware] TF32 acceleration enabled for Ampere+ GPUs.
[Experiment] GetFair_dynahate_seed42_0315_0549
[Data] Train: 8844 | Val: 1091 | Test: 1111
[Model] GetFair | lambda_gf=0.5

Epoch 1/6

[Train]:   0%|          | 0/553 [00:00<?, ?it/s]
[Train]:  38%|███▊      | 212/553 [00:47<01:15,  4.53it/s, ce=0.6395, gf=0.0003, loss=0.6397]
[Train]:  39%|███▊      | 213/553 [00:47<01:13,  4.61it/s, ce=0.6395, gf=0.0003, loss=0.6397]
[Train]:  39%|███▊      | 213/553 [00:47<01:13,  4.61it/s, ce=0.6377, gf=0.0003, loss=0.6378]
[Train]:  39%|███▊      | 214/553 [00:47<01:14,  4.53it/s, ce=0.6377, gf=0.0003, loss=0.6378]
[Train]:  39%|███▊      | 214/553 [00:47<01:14,  4.53it/s, ce=0.6376, gf=0.0003, loss=0.6377]
[Train]:  39%|███▉      | 215/553 [00:47<01:13,  4.62it/s, ce=0.6376, gf=0.0003, loss=0.6377]
[Train]:  39%|███▉      | 215/553 [00:48<01:13,  4.62it/s, ce=0.6364, gf=0.0003, loss=0.6366]
[Train]:  39%|███▉      | 216/553 [00:48<01:14,  4.53it/s, ce=0.6364, gf=0.0003, loss=0.6366]
[Train]:  39%|███▉      | 216/553 [00:48<01:14,  4.53it/s, ce=0.6348, gf=0.0003, loss=0.6349]
[Train]:  39%|███▉      | 217/553 [00:48<01:13,  4.59it/s, ce=0.6348, gf=0.0003, loss=0.6349]
[Train]:  39%|███▉      | 217/553 [00:48<01:13,  4.59it/s, ce=0.6344, gf=0.0003, loss=0.6345]
[Train]:  39%|███▉      | 218/553 [00:48<01:14,  4.49it/s, ce=0.6344, gf=0.0003, loss=0.6345]
[Train]:  39%|███▉      | 218/553 [00:48<01:14,  4.49it/s, ce=0.6324, gf=0.0003, loss=0.6325]
[Train]:  40%|███▉      | 219/553 [00:48<01:13,  4.57it/s, ce=0.6324, gf=0.0003, loss=0.6325]
[Train]:  40%|███▉      | 219/553 [00:48<01:13,  4.57it/s, ce=0.6319, gf=0.0003, loss=0.6320]
[Train]:  40%|███▉      | 220/553 [00:48<01:14,  4.50it/s, ce=0.6319, gf=0.0003, loss=0.6320]
[Train]:  40%|███▉      | 220/553 [00:49<01:14,  4.50it/s, ce=0.6314, gf=0.0003, loss=0.6316]
[Train]:  40%|███▉      | 221/553 [00:49<01:11,  4.62it/s, ce=0.6314, gf=0.0003, loss=0.6316]
[Train]:  40%|███▉      | 221/553 [00:49<01:11,  4.62it/s, ce=0.6297, gf=0.0003, loss=0.6298]
[Train]:  40%|████      | 222/553 [00:49<01:13,  4.53it/s, ce=0.6297, gf=0.0003, loss=0.6298]
[Train]:  40%|████      | 222/553 [00:49<01:13,  4.53it/s, ce=0.6279, gf=0.0003, loss=0.6280]
[Train]:  40%|████      | 223/553 [00:49<01:11,  4.59it/s, ce=0.6279, gf=0.0003, loss=0.6280]
[Train]:  40%|████      | 223/553 [00:49<01:11,  4.59it/s, ce=0.6277, gf=0.0003, loss=0.6278]
[Train]:  41%|████      | 224/553 [00:49<01:13,  4.47it/s, ce=0.6277, gf=0.0003, loss=0.6278]
[Train]:  41%|████      | 224/553 [00:50<01:13,  4.47it/s, ce=0.6271, gf=0.0003, loss=0.6273]
[Train]:  41%|████      | 225/553 [00:50<01:11,  4.60it/s, ce=0.6271, gf=0.0003, loss=0.6273]
[Train]:  41%|████      | 225/553 [00:50<01:11,  4.60it/s, ce=0.6256, gf=0.0003, loss=0.6257]
[Train]:  41%|████      | 226/553 [00:50<01:12,  4.52it/s, ce=0.6256, gf=0.0003, loss=0.6257]
[Train]:  41%|████      | 226/553 [00:50<01:12,  4.52it/s, ce=0.6241, gf=0.0003, loss=0.6243]
[Train]:  41%|████      | 227/553 [00:50<01:10,  4.61it/s, ce=0.6241, gf=0.0003, loss=0.6243]
[Train]:  41%|████      | 227/553 [00:50<01:10,  4.61it/s, ce=0.6228, gf=0.0003, loss=0.6229]
[Train]:  41%|████      | 228/553 [00:50<01:12,  4.50it/s, ce=0.6228, gf=0.0003, loss=0.6229]
[Train]:  41%|████      | 228/553 [00:50<01:12,  4.50it/s, ce=0.6216, gf=0.0003, loss=0.6218]
[Train]:  41%|████▏     | 229/553 [00:50<01:10,  4.60it/s, ce=0.6216, gf=0.0003, loss=0.6218]
[Train]:  41%|████▏     | 229/553 [00:51<01:10,  4.60it/s, ce=0.6198, gf=0.0004, loss=0.6200]
[Train]:  42%|████▏     | 230/553 [00:51<01:11,  4.51it/s, ce=0.6198, gf=0.0004, loss=0.6200]
[Train]:  42%|████▏     | 230/553 [00:51<01:11,  4.51it/s, ce=0.6177, gf=0.0004, loss=0.6179]
[Train]:  42%|████▏     | 231/553 [00:51<01:09,  4.60it/s, ce=0.6177, gf=0.0004, loss=0.6179]
[Train]:  42%|████▏     | 231/553 [00:51<01:09,  4.60it/s, ce=0.6158, gf=0.0004, loss=0.6159]
[Train]:  42%|████▏     | 232/553 [00:51<01:11,  4.52it/s, ce=0.6158, gf=0.0004, loss=0.6159]
[Train]:  42%|████▏     | 232/553 [00:51<01:11,  4.52it/s, ce=0.6144, gf=0.0004, loss=0.6146]
[Train]:  42%|████▏     | 233/553 [00:51<01:09,  4.63it/s, ce=0.6144, gf=0.0004, loss=0.6146]
[Train]:  42%|████▏     | 233/553 [00:52<01:09,  4.63it/s, ce=0.6131, gf=0.0004, loss=0.6133]
[Train]:  42%|████▏     | 234/553 [00:52<01:10,  4.54it/s, ce=0.6131, gf=0.0004, loss=0.6133]
[Train]:  42%|████▏     | 234/553 [00:52<01:10,  4.54it/s, ce=0.6125, gf=0.0004, loss=0.6127]
[Train]:  42%|████▏     | 235/553 [00:52<01:08,  4.63it/s, ce=0.6125, gf=0.0004, loss=0.6127]
[Train]:  42%|████▏     | 235/553 [00:52<01:08,  4.63it/s, ce=0.6112, gf=0.0004, loss=0.6114]
[Train]:  43%|████▎     | 236/553 [00:52<01:10,  4.52it/s, ce=0.6112, gf=0.0004, loss=0.6114]
[Train]:  43%|████▎     | 236/553 [00:52<01:10,  4.52it/s, ce=0.6104, gf=0.0004, loss=0.6106]
[Train]:  43%|████▎     | 237/553 [00:52<01:08,  4.60it/s, ce=0.6104, gf=0.0004, loss=0.6106]
[Train]:  43%|████▎     | 237/553 [00:52<01:08,  4.60it/s, ce=0.6095, gf=0.0005, loss=0.6097]
[Train]:  43%|████▎     | 238/553 [00:52<01:10,  4.48it/s, ce=0.6095, gf=0.0005, loss=0.6097]
[Train]:  43%|████▎     | 238/553 [00:53<01:10,  4.48it/s, ce=0.6089, gf=0.0005, loss=0.6091]
[Train]:  43%|████▎     | 239/553 [00:53<01:08,  4.57it/s, ce=0.6089, gf=0.0005, loss=0.6091]
[Train]:  43%|████▎     | 239/553 [00:53<01:08,  4.57it/s, ce=0.6067, gf=0.0005, loss=0.6070]
[Train]:  43%|████▎     | 240/553 [00:53<01:09,  4.48it/s, ce=0.6067, gf=0.0005, loss=0.6070]
[Train]:  43%|████▎     | 240/553 [00:53<01:09,  4.48it/s, ce=0.6054, gf=0.0005, loss=0.6057]
[Train]:  44%|████▎     | 241/553 [00:53<01:07,  4.59it/s, ce=0.6054, gf=0.0005, loss=0.6057]
[Train]:  44%|████▎     | 241/553 [00:53<01:07,  4.59it/s, ce=0.6036, gf=0.0005, loss=0.6038]
[Train]:  44%|████▍     | 242/553 [00:53<01:08,  4.51it/s, ce=0.6036, gf=0.0005, loss=0.6038]
[Train]:  44%|████▍     | 242/553 [00:53<01:08,  4.51it/s, ce=0.6014, gf=0.0005, loss=0.6016]
[Train]:  44%|████▍     | 243/553 [00:53<01:07,  4.61it/s, ce=0.6014, gf=0.0005, loss=0.6016]
[Train]:  44%|████▍     | 243/553 [00:54<01:07,  4.61it/s, ce=0.5999, gf=0.0005, loss=0.6001]
[Train]:  44%|████▍     | 244/553 [00:54<01:08,  4.50it/s, ce=0.5999, gf=0.0005, loss=0.6001]
[Train]:  44%|████▍     | 244/553 [00:54<01:08,  4.50it/s, ce=0.5988, gf=0.0005, loss=0.5990]
[Train]:  44%|████▍     | 245/553 [00:54<01:06,  4.61it/s, ce=0.5988, gf=0.0005, loss=0.5990]
[Train]:  44%|████▍     | 245/553 [00:54<01:06,  4.61it/s, ce=0.5973, gf=0.0005, loss=0.5976]
[Train]:  44%|████▍     | 246/553 [00:54<01:07,  4.52it/s, ce=0.5973, gf=0.0005, loss=0.5976]
[Train]:  44%|████▍     | 246/553 [00:54<01:07,  4.52it/s, ce=0.5970, gf=0.0005, loss=0.5972]
[Train]:  45%|████▍     | 247/553 [00:54<01:06,  4.62it/s, ce=0.5970, gf=0.0005, loss=0.5972]
[Train]:  45%|████▍     | 247/553 [00:55<01:06,  4.62it/s, ce=0.5962, gf=0.0005, loss=0.5965]
[Train]:  45%|████▍     | 248/553 [00:55<01:07,  4.49it/s, ce=0.5962, gf=0.0005, loss=0.5965]
[Train]:  45%|████▍     | 248/553 [00:55<01:07,  4.49it/s, ce=0.5951, gf=0.0005, loss=0.5954]
[Train]:  45%|████▌     | 249/553 [00:55<01:06,  4.59it/s, ce=0.5951, gf=0.0005, loss=0.5954]
[Train]:  45%|████▌     | 249/553 [00:55<01:06,  4.59it/s, ce=0.5944, gf=0.0005, loss=0.5946]
[Train]:  45%|████▌     | 250/553 [00:55<01:07,  4.51it/s, ce=0.5944, gf=0.0005, loss=0.5946]
[Train]:  45%|████▌     | 250/553 [00:55<01:07,  4.51it/s, ce=0.5933, gf=0.0006, loss=0.5936]
[Train]:  45%|████▌     | 251/553 [00:55<01:05,  4.60it/s, ce=0.5933, gf=0.0006, loss=0.5936]
[Train]:  45%|████▌     | 251/553 [00:55<01:05,  4.60it/s, ce=0.5916, gf=0.0006, loss=0.5919]
[Train]:  46%|████▌     | 252/553 [00:55<01:06,  4.50it/s, ce=0.5916, gf=0.0006, loss=0.5919]
[Train]:  46%|████▌     | 252/553 [00:56<01:06,  4.50it/s, ce=0.5897, gf=0.0005, loss=0.5900]
[Train]:  46%|████▌     | 253/553 [00:56<01:05,  4.59it/s, ce=0.5897, gf=0.0005, loss=0.5900]
[Train]:  46%|████▌     | 253/553 [00:56<01:05,  4.59it/s, ce=0.5891, gf=0.0006, loss=0.5894]
[Train]:  46%|████▌     | 254/553 [00:56<01:06,  4.50it/s, ce=0.5891, gf=0.0006, loss=0.5894]
[Train]:  46%|████▌     | 254/553 [00:56<01:06,  4.50it/s, ce=0.5892, gf=0.0006, loss=0.5895]
[Train]:  46%|████▌     | 255/553 [00:56<01:04,  4.59it/s, ce=0.5892, gf=0.0006, loss=0.5895]
[Train]:  46%|████▌     | 255/553 [00:56<01:04,  4.59it/s, ce=0.5899, gf=0.0006, loss=0.5902]
[Train]:  46%|████▋     | 256/553 [00:56<01:05,  4.51it/s, ce=0.5899, gf=0.0006, loss=0.5902]
[Train]:  46%|████▋     | 256/553 [00:57<01:05,  4.51it/s, ce=0.5879, gf=0.0006, loss=0.5882]
[Train]:  46%|████▋     | 257/553 [00:57<01:04,  4.60it/s, ce=0.5879, gf=0.0006, loss=0.5882]
[Train]:  46%|████▋     | 257/553 [00:57<01:04,  4.60it/s, ce=0.5864, gf=0.0006, loss=0.5867]
[Train]:  47%|████▋     | 258/553 [00:57<01:05,  4.50it/s, ce=0.5864, gf=0.0006, loss=0.5867]
[Train]:  47%|████▋     | 258/553 [00:57<01:05,  4.50it/s, ce=0.5849, gf=0.0006, loss=0.5852]
[Train]:  47%|████▋     | 259/553 [00:57<01:04,  4.59it/s, ce=0.5849, gf=0.0006, loss=0.5852]
[Train]:  47%|████▋     | 259/553 [00:57<01:04,  4.59it/s, ce=0.5833, gf=0.0006, loss=0.5836]
[Train]:  47%|████▋     | 260/553 [00:57<01:05,  4.51it/s, ce=0.5833, gf=0.0006, loss=0.5836]
[Train]:  47%|████▋     | 260/553 [00:57<01:05,  4.51it/s, ce=0.5826, gf=0.0006, loss=0.5829]
[Train]:  47%|████▋     | 261/553 [00:57<01:03,  4.60it/s, ce=0.5826, gf=0.0006, loss=0.5829]
[Train]:  47%|████▋     | 261/553 [00:58<01:03,  4.60it/s, ce=0.5816, gf=0.0006, loss=0.5819]
[Train]:  47%|████▋     | 262/553 [00:58<01:04,  4.53it/s, ce=0.5816, gf=0.0006, loss=0.5819]
[Train]:  47%|████▋     | 262/553 [00:58<01:04,  4.53it/s, ce=0.5807, gf=0.0006, loss=0.5810]
[Train]:  48%|████▊     | 263/553 [00:58<01:02,  4.63it/s, ce=0.5807, gf=0.0006, loss=0.5810]
[Train]:  48%|████▊     | 263/553 [00:58<01:02,  4.63it/s, ce=0.5805, gf=0.0006, loss=0.5808]
[Train]:  48%|████▊     | 264/553 [00:58<01:03,  4.54it/s, ce=0.5805, gf=0.0006, loss=0.5808]
[Train]:  48%|████▊     | 264/553 [00:58<01:03,  4.54it/s, ce=0.5786, gf=0.0006, loss=0.5789]
[Train]:  48%|████▊     | 265/553 [00:58<01:03,  4.56it/s, ce=0.5786, gf=0.0006, loss=0.5789]
[Train]:  48%|████▊     | 265/553 [00:59<01:03,  4.56it/s, ce=0.5776, gf=0.0006, loss=0.5779]
[Train]:  48%|████▊     | 266/553 [00:59<01:04,  4.46it/s, ce=0.5776, gf=0.0006, loss=0.5779]
[Train]:  48%|████▊     | 266/553 [00:59<01:04,  4.46it/s, ce=0.5766, gf=0.0006, loss=0.5769]
[Train]:  48%|████▊     | 267/553 [00:59<01:03,  4.53it/s, ce=0.5766, gf=0.0006, loss=0.5769]
[Train]:  48%|████▊     | 267/553 [00:59<01:03,  4.53it/s, ce=0.5755, gf=0.0006, loss=0.5758]
[Train]:  48%|████▊     | 268/553 [00:59<01:04,  4.43it/s, ce=0.5755, gf=0.0006, loss=0.5758]
[Train]:  48%|████▊     | 268/553 [00:59<01:04,  4.43it/s, ce=0.5738, gf=0.0006, loss=0.5741]
[Train]:  49%|████▊     | 269/553 [00:59<01:03,  4.50it/s, ce=0.5738, gf=0.0006, loss=0.5741]
[Train]:  49%|████▊     | 269/553 [00:59<01:03,  4.50it/s, ce=0.5719, gf=0.0006, loss=0.5722]
[Train]:  49%|████▉     | 270/553 [00:59<01:03,  4.44it/s, ce=0.5719, gf=0.0006, loss=0.5722]
[Train]:  49%|████▉     | 270/553 [01:00<01:03,  4.44it/s, ce=0.5701, gf=0.0006, loss=0.5704]
[Train]:  49%|████▉     | 271/553 [01:00<01:01,  4.56it/s, ce=0.5701, gf=0.0006, loss=0.5704]
[Train]:  49%|████▉     | 271/553 [01:00<01:01,  4.56it/s, ce=0.5690, gf=0.0006, loss=0.5693]
[Train]:  49%|████▉     | 272/553 [01:00<01:02,  4.50it/s, ce=0.5690, gf=0.0006, loss=0.5693]
[Train]:  49%|████▉     | 272/553 [01:00<01:02,  4.50it/s, ce=0.5677, gf=0.0007, loss=0.5681]
[Train]:  49%|████▉     | 273/553 [01:00<01:00,  4.61it/s, ce=0.5677, gf=0.0007, loss=0.5681]
[Train]:  49%|████▉     | 273/553 [01:00<01:00,  4.61it/s, ce=0.5666, gf=0.0007, loss=0.5669]
[Train]:  50%|████▉     | 274/553 [01:00<01:01,  4.53it/s, ce=0.5666, gf=0.0007, loss=0.5669]
[Train]:  50%|████▉     | 274/553 [01:01<01:01,  4.53it/s, ce=0.5663, gf=0.0007, loss=0.5667]
[Train]:  50%|████▉     | 275/553 [01:01<01:00,  4.63it/s, ce=0.5663, gf=0.0007, loss=0.5667]
[Train]:  50%|████▉     | 275/553 [01:01<01:00,  4.63it/s, ce=0.5656, gf=0.0007, loss=0.5660]
[Train]:  50%|████▉     | 276/553 [01:01<01:00,  4.54it/s, ce=0.5656, gf=0.0007, loss=0.5660]
[Train]:  50%|████▉     | 276/553 [01:01<01:00,  4.54it/s, ce=0.5659, gf=0.0008, loss=0.5663]
[Train]:  50%|█████     | 277/553 [01:01<00:59,  4.61it/s, ce=0.5659, gf=0.0008, loss=0.5663]
[Train]:  50%|█████     | 277/553 [01:01<00:59,  4.61it/s, ce=0.5652, gf=0.0008, loss=0.5656]
[Train]:  50%|█████     | 278/553 [01:01<01:01,  4.50it/s, ce=0.5652, gf=0.0008, loss=0.5656]
[Train]:  50%|█████     | 278/553 [01:01<01:01,  4.50it/s, ce=0.5640, gf=0.0008, loss=0.5644]
[Train]:  50%|█████     | 279/553 [01:01<00:59,  4.62it/s, ce=0.5640, gf=0.0008, loss=0.5644]
[Train]:  50%|█████     | 279/553 [01:02<00:59,  4.62it/s, ce=0.5628, gf=0.0008, loss=0.5632]
[Train]:  51%|█████     | 280/553 [01:02<01:00,  4.53it/s, ce=0.5628, gf=0.0008, loss=0.5632]
[Train]:  51%|█████     | 280/553 [01:02<01:00,  4.53it/s, ce=0.5616, gf=0.0009, loss=0.5620]
[Train]:  51%|█████     | 281/553 [01:02<00:58,  4.61it/s, ce=0.5616, gf=0.0009, loss=0.5620]
[Train]:  51%|█████     | 281/553 [01:02<00:58,  4.61it/s, ce=0.5611, gf=0.0009, loss=0.5615]
[Train]:  51%|█████     | 282/553 [01:02<00:59,  4.53it/s, ce=0.5611, gf=0.0009, loss=0.5615]
[Train]:  51%|█████     | 282/553 [01:02<00:59,  4.53it/s, ce=0.5602, gf=0.0009, loss=0.5606]
[Train]:  51%|█████     | 283/553 [01:02<00:58,  4.62it/s, ce=0.5602, gf=0.0009, loss=0.5606]
[Train]:  51%|█████     | 283/553 [01:03<00:58,  4.62it/s, ce=0.5589, gf=0.0009, loss=0.5593]
[Train]:  51%|█████▏    | 284/553 [01:03<00:59,  4.53it/s, ce=0.5589, gf=0.0009, loss=0.5593]
[Train]:  51%|█████▏    | 284/553 [01:03<00:59,  4.53it/s, ce=0.5577, gf=0.0009, loss=0.5582]
[Train]:  52%|█████▏    | 285/553 [01:03<00:57,  4.63it/s, ce=0.5577, gf=0.0009, loss=0.5582]
[Train]:  52%|█████▏    | 285/553 [01:03<00:57,  4.63it/s, ce=0.5573, gf=0.0009, loss=0.5578]
[Train]:  52%|█████▏    | 286/553 [01:03<00:58,  4.54it/s, ce=0.5573, gf=0.0009, loss=0.5578]
[Train]:  52%|█████▏    | 286/553 [01:03<00:58,  4.54it/s, ce=0.5560, gf=0.0009, loss=0.5565]
[Train]:  52%|█████▏    | 287/553 [01:03<00:57,  4.63it/s, ce=0.5560, gf=0.0009, loss=0.5565]
[Train]:  52%|█████▏    | 287/553 [01:03<00:57,  4.63it/s, ce=0.5553, gf=0.0009, loss=0.5557]
[Train]:  52%|█████▏    | 288/553 [01:03<00:58,  4.53it/s, ce=0.5553, gf=0.0009, loss=0.5557]
[Train]:  52%|█████▏    | 288/553 [01:04<00:58,  4.53it/s, ce=0.5542, gf=0.0009, loss=0.5547]
[Train]:  52%|█████▏    | 289/553 [01:04<00:57,  4.62it/s, ce=0.5542, gf=0.0009, loss=0.5547]
[Train]:  52%|█████▏    | 289/553 [01:04<00:57,  4.62it/s, ce=0.5535, gf=0.0009, loss=0.5540]
[Train]:  52%|█████▏    | 290/553 [01:04<00:58,  4.46it/s, ce=0.5535, gf=0.0009, loss=0.5540]
[Train]:  52%|█████▏    | 290/553 [01:04<00:58,  4.46it/s, ce=0.5520, gf=0.0009, loss=0.5525]
[Train]:  53%|█████▎    | 291/553 [01:04<00:57,  4.54it/s, ce=0.5520, gf=0.0009, loss=0.5525]
[Train]:  53%|█████▎    | 291/553 [01:04<00:57,  4.54it/s, ce=0.5528, gf=0.0009, loss=0.5532]
[Train]:  53%|█████▎    | 292/553 [01:04<00:58,  4.46it/s, ce=0.5528, gf=0.0009, loss=0.5532]
[Train]:  53%|█████▎    | 292/553 [01:04<00:58,  4.46it/s, ce=0.5519, gf=0.0009, loss=0.5524]
[Train]:  53%|█████▎    | 293/553 [01:04<00:56,  4.57it/s, ce=0.5519, gf=0.0009, loss=0.5524]
[Train]:  53%|█████▎    | 293/553 [01:05<00:56,  4.57it/s, ce=0.5514, gf=0.0009, loss=0.5519]
[Train]:  53%|█████▎    | 294/553 [01:05<00:57,  4.48it/s, ce=0.5514, gf=0.0009, loss=0.5519]
[Train]:  53%|█████▎    | 294/553 [01:05<00:57,  4.48it/s, ce=0.5510, gf=0.0009, loss=0.5514]
[Train]:  53%|█████▎    | 295/553 [01:05<00:56,  4.59it/s, ce=0.5510, gf=0.0009, loss=0.5514]
[Train]:  53%|█████▎    | 295/553 [01:05<00:56,  4.59it/s, ce=0.5505, gf=0.0009, loss=0.5510]
[Train]:  54%|█████▎    | 296/553 [01:05<00:57,  4.50it/s, ce=0.5505, gf=0.0009, loss=0.5510]
[Train]:  54%|█████▎    | 296/553 [01:05<00:57,  4.50it/s, ce=0.5502, gf=0.0009, loss=0.5507]
[Train]:  54%|█████▎    | 297/553 [01:05<00:55,  4.60it/s, ce=0.5502, gf=0.0009, loss=0.5507]
[Train]:  54%|█████▎    | 297/553 [01:06<00:55,  4.60it/s, ce=0.5487, gf=0.0009, loss=0.5491]
[Train]:  54%|█████▍    | 298/553 [01:06<00:56,  4.52it/s, ce=0.5487, gf=0.0009, loss=0.5491]
[Train]:  54%|█████▍    | 298/553 [01:06<00:56,  4.52it/s, ce=0.5475, gf=0.0009, loss=0.5479]
[Train]:  54%|█████▍    | 299/553 [01:06<00:54,  4.62it/s, ce=0.5475, gf=0.0009, loss=0.5479]
[Train]:  54%|█████▍    | 299/553 [01:06<00:54,  4.62it/s, ce=0.5465, gf=0.0009, loss=0.5470]
[Train]:  54%|█████▍    | 300/553 [01:06<00:55,  4.52it/s, ce=0.5465, gf=0.0009, loss=0.5470]
[Train]:  54%|█████▍    | 300/553 [01:06<00:55,  4.52it/s, ce=0.5451, gf=0.0009, loss=0.5455]
[Train]:  54%|█████▍    | 301/553 [01:06<00:54,  4.61it/s, ce=0.5451, gf=0.0009, loss=0.5455]
[Train]:  54%|█████▍    | 301/553 [01:06<00:54,  4.61it/s, ce=0.5440, gf=0.0010, loss=0.5445]
[Train]:  55%|█████▍    | 302/553 [01:06<00:55,  4.50it/s, ce=0.5440, gf=0.0010, loss=0.5445]
[Train]:  55%|█████▍    | 302/553 [01:07<00:55,  4.50it/s, ce=0.5435, gf=0.0010, loss=0.5439]
[Train]:  55%|█████▍    | 303/553 [01:07<00:54,  4.60it/s, ce=0.5435, gf=0.0010, loss=0.5439]
[Train]:  55%|█████▍    | 303/553 [01:07<00:54,  4.60it/s, ce=0.5423, gf=0.0010, loss=0.5427]
[Train]:  55%|█████▍    | 304/553 [01:07<00:55,  4.52it/s, ce=0.5423, gf=0.0010, loss=0.5427]
[Train]:  55%|█████▍    | 304/553 [01:07<00:55,  4.52it/s, ce=0.5414, gf=0.0010, loss=0.5418]
[Train]:  55%|█████▌    | 305/553 [01:07<00:53,  4.60it/s, ce=0.5414, gf=0.0010, loss=0.5418]
[Train]:  55%|█████▌    | 305/553 [01:07<00:53,  4.60it/s, ce=0.5403, gf=0.0010, loss=0.5408]
[Train]:  55%|█████▌    | 306/553 [01:07<00:55,  4.45it/s, ce=0.5403, gf=0.0010, loss=0.5408]
[Train]:  55%|█████▌    | 306/553 [01:08<00:55,  4.45it/s, ce=0.5393, gf=0.0010, loss=0.5398]
[Train]:  56%|█████▌    | 307/553 [01:08<00:54,  4.55it/s, ce=0.5393, gf=0.0010, loss=0.5398]
[Train]:  56%|█████▌    | 307/553 [01:08<00:54,  4.55it/s, ce=0.5383, gf=0.0011, loss=0.5388]
[Train]:  56%|█████▌    | 308/553 [01:08<00:54,  4.47it/s, ce=0.5383, gf=0.0011, loss=0.5388]
[Train]:  56%|█████▌    | 308/553 [01:08<00:54,  4.47it/s, ce=0.5375, gf=0.0011, loss=0.5381]
[Train]:  56%|█████▌    | 309/553 [01:08<00:53,  4.58it/s, ce=0.5375, gf=0.0011, loss=0.5381]
[Train]:  56%|█████▌    | 309/553 [01:08<00:53,  4.58it/s, ce=0.5365, gf=0.0011, loss=0.5371]
[Train]:  56%|█████▌    | 310/553 [01:08<00:54,  4.50it/s, ce=0.5365, gf=0.0011, loss=0.5371]
[Train]:  56%|█████▌    | 310/553 [01:08<00:54,  4.50it/s, ce=0.5351, gf=0.0011, loss=0.5356]
[Train]:  56%|█████▌    | 311/553 [01:08<00:52,  4.58it/s, ce=0.5351, gf=0.0011, loss=0.5356]
[Train]:  56%|█████▌    | 311/553 [01:09<00:52,  4.58it/s, ce=0.5337, gf=0.0011, loss=0.5342]
[Train]:  56%|█████▋    | 312/553 [01:09<00:53,  4.50it/s, ce=0.5337, gf=0.0011, loss=0.5342]
[Train]:  56%|█████▋    | 312/553 [01:09<00:53,  4.50it/s, ce=0.5325, gf=0.0011, loss=0.5330]
[Train]:  57%|█████▋    | 313/553 [01:09<00:52,  4.60it/s, ce=0.5325, gf=0.0011, loss=0.5330]
[Train]:  57%|█████▋    | 313/553 [01:09<00:52,  4.60it/s, ce=0.5318, gf=0.0011, loss=0.5324]
[Train]:  57%|█████▋    | 314/553 [01:09<00:52,  4.52it/s, ce=0.5318, gf=0.0011, loss=0.5324]
[Train]:  57%|█████▋    | 314/553 [01:09<00:52,  4.52it/s, ce=0.5316, gf=0.0011, loss=0.5322]
[Train]:  57%|█████▋    | 315/553 [01:09<00:51,  4.61it/s, ce=0.5316, gf=0.0011, loss=0.5322]
[Train]:  57%|█████▋    | 315/553 [01:10<00:51,  4.61it/s, ce=0.5306, gf=0.0011, loss=0.5311]
[Train]:  57%|█████▋    | 316/553 [01:10<00:52,  4.52it/s, ce=0.5306, gf=0.0011, loss=0.5311]
[Train]:  57%|█████▋    | 316/553 [01:10<00:52,  4.52it/s, ce=0.5293, gf=0.0011, loss=0.5298]
[Train]:  57%|█████▋    | 317/553 [01:10<00:51,  4.62it/s, ce=0.5293, gf=0.0011, loss=0.5298]
[Train]:  57%|█████▋    | 317/553 [01:10<00:51,  4.62it/s, ce=0.5288, gf=0.0011, loss=0.5294]
[Train]:  58%|█████▊    | 318/553 [01:10<00:52,  4.50it/s, ce=0.5288, gf=0.0011, loss=0.5294]
[Train]:  58%|█████▊    | 318/553 [01:10<00:52,  4.50it/s, ce=0.5273, gf=0.0011, loss=0.5278]
[Train]:  58%|█████▊    | 319/553 [01:10<00:51,  4.58it/s, ce=0.5273, gf=0.0011, loss=0.5278]
[Train]:  58%|█████▊    | 319/553 [01:10<00:51,  4.58it/s, ce=0.5261, gf=0.0011, loss=0.5266]
[Train]:  58%|█████▊    | 320/553 [01:10<00:52,  4.48it/s, ce=0.5261, gf=0.0011, loss=0.5266]
