
>>> [1/63] GetFair | hatexplain | seed=123
[Train]:  51%|█████     | 491/962 [01:50<01:43,  4.54it/s, ce=0.6290, gf=0.0005, loss=0.6292]
[Train]:  51%|█████     | 492/962 [01:50<01:45,  4.44it/s, ce=0.6290, gf=0.0005, loss=0.6292]
[Train]:  51%|█████     | 492/962 [01:50<01:45,  4.44it/s, ce=0.6296, gf=0.0005, loss=0.6298]
[Train]:  51%|█████     | 493/962 [01:50<01:43,  4.53it/s, ce=0.6296, gf=0.0005, loss=0.6298]
[Train]:  51%|█████     | 493/962 [01:50<01:43,  4.53it/s, ce=0.6298, gf=0.0005, loss=0.6301]
[Train]:  51%|█████▏    | 494/962 [01:50<01:45,  4.42it/s, ce=0.6298, gf=0.0005, loss=0.6301]
[Train]:  51%|█████▏    | 494/962 [01:50<01:45,  4.42it/s, ce=0.6295, gf=0.0005, loss=0.6297]
[Train]:  51%|█████▏    | 495/962 [01:50<01:44,  4.49it/s, ce=0.6295, gf=0.0005, loss=0.6297]
[Train]:  51%|█████▏    | 495/962 [01:51<01:44,  4.49it/s, ce=0.6292, gf=0.0005, loss=0.6295]
[Train]:  52%|█████▏    | 496/962 [01:51<01:46,  4.39it/s, ce=0.6292, gf=0.0005, loss=0.6295]
[Train]:  52%|█████▏    | 496/962 [01:51<01:46,  4.39it/s, ce=0.6289, gf=0.0005, loss=0.6292]
[Train]:  52%|█████▏    | 497/962 [01:51<01:43,  4.49it/s, ce=0.6289, gf=0.0005, loss=0.6292]
[Train]:  52%|█████▏    | 497/962 [01:51<01:43,  4.49it/s, ce=0.6293, gf=0.0005, loss=0.6296]
[Train]:  52%|█████▏    | 498/962 [01:51<01:45,  4.41it/s, ce=0.6293, gf=0.0005, loss=0.6296]
[Train]:  52%|█████▏    | 498/962 [01:51<01:45,  4.41it/s, ce=0.6291, gf=0.0005, loss=0.6294]
[Train]:  52%|█████▏    | 499/962 [01:51<01:42,  4.52it/s, ce=0.6291, gf=0.0005, loss=0.6294]
[Train]:  52%|█████▏    | 499/962 [01:52<01:42,  4.52it/s, ce=0.6291, gf=0.0005, loss=0.6294]
[Train]:  52%|█████▏    | 500/962 [01:52<01:44,  4.43it/s, ce=0.6291, gf=0.0005, loss=0.6294]
[Train]:  52%|█████▏    | 500/962 [01:52<01:44,  4.43it/s, ce=0.6289, gf=0.0005, loss=0.6292]
[Train]:  52%|█████▏    | 501/962 [01:52<01:42,  4.52it/s, ce=0.6289, gf=0.0005, loss=0.6292]
[Train]:  52%|█████▏    | 501/962 [01:52<01:42,  4.52it/s, ce=0.6290, gf=0.0005, loss=0.6293]
[Train]:  52%|█████▏    | 502/962 [01:52<01:43,  4.45it/s, ce=0.6290, gf=0.0005, loss=0.6293]
[Train]:  52%|█████▏    | 502/962 [01:52<01:43,  4.45it/s, ce=0.6284, gf=0.0005, loss=0.6287]
[Train]:  52%|█████▏    | 503/962 [01:52<01:40,  4.55it/s, ce=0.6284, gf=0.0005, loss=0.6287]
[Train]:  52%|█████▏    | 503/962 [01:52<01:40,  4.55it/s, ce=0.6279, gf=0.0005, loss=0.6282]
[Train]:  52%|█████▏    | 504/962 [01:52<01:42,  4.47it/s, ce=0.6279, gf=0.0005, loss=0.6282]
[Train]:  52%|█████▏    | 504/962 [01:53<01:42,  4.47it/s, ce=0.6276, gf=0.0005, loss=0.6279]
[Train]:  52%|█████▏    | 505/962 [01:53<01:40,  4.56it/s, ce=0.6276, gf=0.0005, loss=0.6279]
[Train]:  52%|█████▏    | 505/962 [01:53<01:40,  4.56it/s, ce=0.6274, gf=0.0005, loss=0.6277]
[Train]:  53%|█████▎    | 506/962 [01:53<01:41,  4.48it/s, ce=0.6274, gf=0.0005, loss=0.6277]
[Train]:  53%|█████▎    | 506/962 [01:53<01:41,  4.48it/s, ce=0.6272, gf=0.0005, loss=0.6275]
[Train]:  53%|█████▎    | 507/962 [01:53<01:40,  4.54it/s, ce=0.6272, gf=0.0005, loss=0.6275]
[Train]:  53%|█████▎    | 507/962 [01:53<01:40,  4.54it/s, ce=0.6268, gf=0.0005, loss=0.6270]
[Train]:  53%|█████▎    | 508/962 [01:53<01:42,  4.42it/s, ce=0.6268, gf=0.0005, loss=0.6270]
[Train]:  53%|█████▎    | 508/962 [01:54<01:42,  4.42it/s, ce=0.6267, gf=0.0005, loss=0.6270]
[Train]:  53%|█████▎    | 509/962 [01:54<01:40,  4.51it/s, ce=0.6267, gf=0.0005, loss=0.6270]
[Train]:  53%|█████▎    | 509/962 [01:54<01:40,  4.51it/s, ce=0.6265, gf=0.0005, loss=0.6267]
[Train]:  53%|█████▎    | 510/962 [01:54<01:41,  4.43it/s, ce=0.6265, gf=0.0005, loss=0.6267]
[Train]:  53%|█████▎    | 510/962 [01:54<01:41,  4.43it/s, ce=0.6262, gf=0.0005, loss=0.6265]
[Train]:  53%|█████▎    | 511/962 [01:54<01:39,  4.53it/s, ce=0.6262, gf=0.0005, loss=0.6265]
[Train]:  53%|█████▎    | 511/962 [01:54<01:39,  4.53it/s, ce=0.6258, gf=0.0005, loss=0.6260]
[Train]:  53%|█████▎    | 512/962 [01:54<01:41,  4.45it/s, ce=0.6258, gf=0.0005, loss=0.6260]
[Train]:  53%|█████▎    | 512/962 [01:54<01:41,  4.45it/s, ce=0.6254, gf=0.0005, loss=0.6257]
[Train]:  53%|█████▎    | 513/962 [01:54<01:38,  4.55it/s, ce=0.6254, gf=0.0005, loss=0.6257]
[Train]:  53%|█████▎    | 513/962 [01:55<01:38,  4.55it/s, ce=0.6252, gf=0.0005, loss=0.6254]
[Train]:  53%|█████▎    | 514/962 [01:55<01:40,  4.47it/s, ce=0.6252, gf=0.0005, loss=0.6254]
[Train]:  53%|█████▎    | 514/962 [01:55<01:40,  4.47it/s, ce=0.6253, gf=0.0005, loss=0.6255]
[Train]:  54%|█████▎    | 515/962 [01:55<01:37,  4.57it/s, ce=0.6253, gf=0.0005, loss=0.6255]
[Train]:  54%|█████▎    | 515/962 [01:55<01:37,  4.57it/s, ce=0.6248, gf=0.0005, loss=0.6250]
[Train]:  54%|█████▎    | 516/962 [01:55<01:39,  4.48it/s, ce=0.6248, gf=0.0005, loss=0.6250]
[Train]:  54%|█████▎    | 516/962 [01:55<01:39,  4.48it/s, ce=0.6242, gf=0.0005, loss=0.6245]
[Train]:  54%|█████▎    | 517/962 [01:55<01:37,  4.57it/s, ce=0.6242, gf=0.0005, loss=0.6245]
[Train]:  54%|█████▎    | 517/962 [01:56<01:37,  4.57it/s, ce=0.6243, gf=0.0005, loss=0.6245]
[Train]:  54%|█████▍    | 518/962 [01:56<01:39,  4.48it/s, ce=0.6243, gf=0.0005, loss=0.6245]
[Train]:  54%|█████▍    | 518/962 [01:56<01:39,  4.48it/s, ce=0.6241, gf=0.0005, loss=0.6244]
[Train]:  54%|█████▍    | 519/962 [01:56<01:37,  4.56it/s, ce=0.6241, gf=0.0005, loss=0.6244]
[Train]:  54%|█████▍    | 519/962 [01:56<01:37,  4.56it/s, ce=0.6243, gf=0.0005, loss=0.6245]
[Train]:  54%|█████▍    | 520/962 [01:56<01:39,  4.46it/s, ce=0.6243, gf=0.0005, loss=0.6245]
[Train]:  54%|█████▍    | 520/962 [01:56<01:39,  4.46it/s, ce=0.6239, gf=0.0005, loss=0.6241]
[Train]:  54%|█████▍    | 521/962 [01:56<01:36,  4.56it/s, ce=0.6239, gf=0.0005, loss=0.6241]
[Train]:  54%|█████▍    | 521/962 [01:56<01:36,  4.56it/s, ce=0.6236, gf=0.0005, loss=0.6238]
[Train]:  54%|█████▍    | 522/962 [01:56<01:38,  4.47it/s, ce=0.6236, gf=0.0005, loss=0.6238]
[Train]:  54%|█████▍    | 522/962 [01:57<01:38,  4.47it/s, ce=0.6238, gf=0.0005, loss=0.6241]
[Train]:  54%|█████▍    | 523/962 [01:57<01:36,  4.56it/s, ce=0.6238, gf=0.0005, loss=0.6241]
[Train]:  54%|█████▍    | 523/962 [01:57<01:36,  4.56it/s, ce=0.6235, gf=0.0005, loss=0.6237]
[Train]:  54%|█████▍    | 524/962 [01:57<01:38,  4.46it/s, ce=0.6235, gf=0.0005, loss=0.6237]
[Train]:  54%|█████▍    | 524/962 [01:57<01:38,  4.46it/s, ce=0.6229, gf=0.0005, loss=0.6232]
[Train]:  55%|█████▍    | 525/962 [01:57<01:36,  4.53it/s, ce=0.6229, gf=0.0005, loss=0.6232]
[Train]:  55%|█████▍    | 525/962 [01:57<01:36,  4.53it/s, ce=0.6226, gf=0.0005, loss=0.6229]
[Train]:  55%|█████▍    | 526/962 [01:57<01:38,  4.43it/s, ce=0.6226, gf=0.0005, loss=0.6229]
[Train]:  55%|█████▍    | 526/962 [01:58<01:38,  4.43it/s, ce=0.6226, gf=0.0005, loss=0.6228]
[Train]:  55%|█████▍    | 527/962 [01:58<01:36,  4.53it/s, ce=0.6226, gf=0.0005, loss=0.6228]
[Train]:  55%|█████▍    | 527/962 [01:58<01:36,  4.53it/s, ce=0.6224, gf=0.0005, loss=0.6226]
[Train]:  55%|█████▍    | 528/962 [01:58<01:37,  4.44it/s, ce=0.6224, gf=0.0005, loss=0.6226]
[Train]:  55%|█████▍    | 528/962 [01:58<01:37,  4.44it/s, ce=0.6221, gf=0.0005, loss=0.6224]
[Train]:  55%|█████▍    | 529/962 [01:58<01:35,  4.53it/s, ce=0.6221, gf=0.0005, loss=0.6224]
[Train]:  55%|█████▍    | 529/962 [01:58<01:35,  4.53it/s, ce=0.6221, gf=0.0005, loss=0.6224]
[Train]:  55%|█████▌    | 530/962 [01:58<01:37,  4.45it/s, ce=0.6221, gf=0.0005, loss=0.6224]
[Train]:  55%|█████▌    | 530/962 [01:58<01:37,  4.45it/s, ce=0.6215, gf=0.0005, loss=0.6217]
[Train]:  55%|█████▌    | 531/962 [01:58<01:35,  4.52it/s, ce=0.6215, gf=0.0005, loss=0.6217]
[Train]:  55%|█████▌    | 531/962 [01:59<01:35,  4.52it/s, ce=0.6210, gf=0.0005, loss=0.6212]
[Train]:  55%|█████▌    | 532/962 [01:59<01:37,  4.41it/s, ce=0.6210, gf=0.0005, loss=0.6212]
[Train]:  55%|█████▌    | 532/962 [01:59<01:37,  4.41it/s, ce=0.6203, gf=0.0005, loss=0.6206]
[Train]:  55%|█████▌    | 533/962 [01:59<01:35,  4.50it/s, ce=0.6203, gf=0.0005, loss=0.6206]
[Train]:  55%|█████▌    | 533/962 [01:59<01:35,  4.50it/s, ce=0.6198, gf=0.0005, loss=0.6200]
[Train]:  56%|█████▌    | 534/962 [01:59<01:37,  4.41it/s, ce=0.6198, gf=0.0005, loss=0.6200]
[Train]:  56%|█████▌    | 534/962 [01:59<01:37,  4.41it/s, ce=0.6204, gf=0.0006, loss=0.6206]
[Train]:  56%|█████▌    | 535/962 [01:59<01:34,  4.51it/s, ce=0.6204, gf=0.0006, loss=0.6206]
[Train]:  56%|█████▌    | 535/962 [02:00<01:34,  4.51it/s, ce=0.6201, gf=0.0006, loss=0.6204]
[Train]:  56%|█████▌    | 536/962 [02:00<01:36,  4.43it/s, ce=0.6201, gf=0.0006, loss=0.6204]
[Train]:  56%|█████▌    | 536/962 [02:00<01:36,  4.43it/s, ce=0.6199, gf=0.0006, loss=0.6202]
[Train]:  56%|█████▌    | 537/962 [02:00<01:33,  4.52it/s, ce=0.6199, gf=0.0006, loss=0.6202]
[Train]:  56%|█████▌    | 537/962 [02:00<01:33,  4.52it/s, ce=0.6198, gf=0.0006, loss=0.6201]
[Train]:  56%|█████▌    | 538/962 [02:00<01:36,  4.41it/s, ce=0.6198, gf=0.0006, loss=0.6201]
[Train]:  56%|█████▌    | 538/962 [02:00<01:36,  4.41it/s, ce=0.6198, gf=0.0006, loss=0.6200]
[Train]:  56%|█████▌    | 539/962 [02:00<01:33,  4.52it/s, ce=0.6198, gf=0.0006, loss=0.6200]
[Train]:  56%|█████▌    | 539/962 [02:01<01:33,  4.52it/s, ce=0.6197, gf=0.0006, loss=0.6200]
[Train]:  56%|█████▌    | 540/962 [02:01<01:34,  4.45it/s, ce=0.6197, gf=0.0006, loss=0.6200]
[Train]:  56%|█████▌    | 540/962 [02:01<01:34,  4.45it/s, ce=0.6199, gf=0.0006, loss=0.6202]
[Train]:  56%|█████▌    | 541/962 [02:01<01:33,  4.53it/s, ce=0.6199, gf=0.0006, loss=0.6202]
[Train]:  56%|█████▌    | 541/962 [02:01<01:33,  4.53it/s, ce=0.6198, gf=0.0006, loss=0.6201]
[Train]:  56%|█████▋    | 542/962 [02:01<01:34,  4.42it/s, ce=0.6198, gf=0.0006, loss=0.6201]
[Train]:  56%|█████▋    | 542/962 [02:01<01:34,  4.42it/s, ce=0.6194, gf=0.0006, loss=0.6196]
[Train]:  56%|█████▋    | 543/962 [02:01<01:32,  4.52it/s, ce=0.6194, gf=0.0006, loss=0.6196]
[Train]:  56%|█████▋    | 543/962 [02:01<01:32,  4.52it/s, ce=0.6188, gf=0.0006, loss=0.6190]
[Train]:  57%|█████▋    | 544/962 [02:01<01:34,  4.43it/s, ce=0.6188, gf=0.0006, loss=0.6190]
[Train]:  57%|█████▋    | 544/962 [02:02<01:34,  4.43it/s, ce=0.6182, gf=0.0006, loss=0.6185]
[Train]:  57%|█████▋    | 545/962 [02:02<01:32,  4.53it/s, ce=0.6182, gf=0.0006, loss=0.6185]
[Train]:  57%|█████▋    | 545/962 [02:02<01:32,  4.53it/s, ce=0.6179, gf=0.0006, loss=0.6182]
[Train]:  57%|█████▋    | 546/962 [02:02<01:33,  4.43it/s, ce=0.6179, gf=0.0006, loss=0.6182]
[Train]:  57%|█████▋    | 546/962 [02:02<01:33,  4.43it/s, ce=0.6182, gf=0.0006, loss=0.6185]
[Train]:  57%|█████▋    | 547/962 [02:02<01:31,  4.53it/s, ce=0.6182, gf=0.0006, loss=0.6185]
[Train]:  57%|█████▋    | 547/962 [02:02<01:31,  4.53it/s, ce=0.6174, gf=0.0006, loss=0.6176]
[Train]:  57%|█████▋    | 548/962 [02:02<01:33,  4.45it/s, ce=0.6174, gf=0.0006, loss=0.6176]
[Train]:  57%|█████▋    | 548/962 [02:03<01:33,  4.45it/s, ce=0.6174, gf=0.0006, loss=0.6177]
[Train]:  57%|█████▋    | 549/962 [02:03<01:30,  4.55it/s, ce=0.6174, gf=0.0006, loss=0.6177]
[Train]:  57%|█████▋    | 549/962 [02:03<01:30,  4.55it/s, ce=0.6175, gf=0.0006, loss=0.6178]
[Train]:  57%|█████▋    | 550/962 [02:03<01:32,  4.45it/s, ce=0.6175, gf=0.0006, loss=0.6178]
[Train]:  57%|█████▋    | 550/962 [02:03<01:32,  4.45it/s, ce=0.6176, gf=0.0006, loss=0.6179]
[Train]:  57%|█████▋    | 551/962 [02:03<01:31,  4.50it/s, ce=0.6176, gf=0.0006, loss=0.6179]
[Train]:  57%|█████▋    | 551/962 [02:03<01:31,  4.50it/s, ce=0.6179, gf=0.0006, loss=0.6182]
[Train]:  57%|█████▋    | 552/962 [02:03<01:32,  4.42it/s, ce=0.6179, gf=0.0006, loss=0.6182]
[Train]:  57%|█████▋    | 552/962 [02:03<01:32,  4.42it/s, ce=0.6175, gf=0.0006, loss=0.6178]
[Train]:  57%|█████▋    | 553/962 [02:03<01:31,  4.49it/s, ce=0.6175, gf=0.0006, loss=0.6178]
[Train]:  57%|█████▋    | 553/962 [02:04<01:31,  4.49it/s, ce=0.6176, gf=0.0006, loss=0.6179]
[Train]:  58%|█████▊    | 554/962 [02:04<01:32,  4.39it/s, ce=0.6176, gf=0.0006, loss=0.6179]
[Train]:  58%|█████▊    | 554/962 [02:04<01:32,  4.39it/s, ce=0.6171, gf=0.0006, loss=0.6174]
[Train]:  58%|█████▊    | 555/962 [02:04<01:30,  4.50it/s, ce=0.6171, gf=0.0006, loss=0.6174]
[Train]:  58%|█████▊    | 555/962 [02:04<01:30,  4.50it/s, ce=0.6169, gf=0.0006, loss=0.6172]
[Train]:  58%|█████▊    | 556/962 [02:04<01:31,  4.42it/s, ce=0.6169, gf=0.0006, loss=0.6172]
[Train]:  58%|█████▊    | 556/962 [02:04<01:31,  4.42it/s, ce=0.6164, gf=0.0006, loss=0.6167]
[Train]:  58%|█████▊    | 557/962 [02:04<01:29,  4.52it/s, ce=0.6164, gf=0.0006, loss=0.6167]
[Train]:  58%|█████▊    | 557/962 [02:05<01:29,  4.52it/s, ce=0.6163, gf=0.0006, loss=0.6166]
[Train]:  58%|█████▊    | 558/962 [02:05<01:30,  4.44it/s, ce=0.6163, gf=0.0006, loss=0.6166]
[Train]:  58%|█████▊    | 558/962 [02:05<01:30,  4.44it/s, ce=0.6161, gf=0.0006, loss=0.6164]
[Train]:  58%|█████▊    | 559/962 [02:05<01:29,  4.52it/s, ce=0.6161, gf=0.0006, loss=0.6164]
[Train]:  58%|█████▊    | 559/962 [02:05<01:29,  4.52it/s, ce=0.6158, gf=0.0006, loss=0.6161]
[Train]:  58%|█████▊    | 560/962 [02:05<01:30,  4.42it/s, ce=0.6158, gf=0.0006, loss=0.6161]
[Train]:  58%|█████▊    | 560/962 [02:05<01:30,  4.42it/s, ce=0.6154, gf=0.0006, loss=0.6157]
[Train]:  58%|█████▊    | 561/962 [02:05<01:28,  4.53it/s, ce=0.6154, gf=0.0006, loss=0.6157]
[Train]:  58%|█████▊    | 561/962 [02:05<01:28,  4.53it/s, ce=0.6149, gf=0.0006, loss=0.6151]
[Train]:  58%|█████▊    | 562/962 [02:05<01:29,  4.45it/s, ce=0.6149, gf=0.0006, loss=0.6151]
[Train]:  58%|█████▊    | 562/962 [02:06<01:29,  4.45it/s, ce=0.6147, gf=0.0006, loss=0.6150]
[Train]:  59%|█████▊    | 563/962 [02:06<01:27,  4.54it/s, ce=0.6147, gf=0.0006, loss=0.6150]
[Train]:  59%|█████▊    | 563/962 [02:06<01:27,  4.54it/s, ce=0.6143, gf=0.0006, loss=0.6146]
[Train]:  59%|█████▊    | 564/962 [02:06<01:30,  4.41it/s, ce=0.6143, gf=0.0006, loss=0.6146]
[Train]:  59%|█████▊    | 564/962 [02:06<01:30,  4.41it/s, ce=0.6139, gf=0.0006, loss=0.6142]
[Train]:  59%|█████▊    | 565/962 [02:06<01:27,  4.51it/s, ce=0.6139, gf=0.0006, loss=0.6142]
[Train]:  59%|█████▊    | 565/962 [02:06<01:27,  4.51it/s, ce=0.6134, gf=0.0006, loss=0.6137]
[Train]:  59%|█████▉    | 566/962 [02:06<01:29,  4.43it/s, ce=0.6134, gf=0.0006, loss=0.6137]
[Train]:  59%|█████▉    | 566/962 [02:07<01:29,  4.43it/s, ce=0.6139, gf=0.0006, loss=0.6142]
[Train]:  59%|█████▉    | 567/962 [02:07<01:27,  4.51it/s, ce=0.6139, gf=0.0006, loss=0.6142]
[Train]:  59%|█████▉    | 567/962 [02:07<01:27,  4.51it/s, ce=0.6138, gf=0.0006, loss=0.6141]
[Train]:  59%|█████▉    | 568/962 [02:07<01:29,  4.42it/s, ce=0.6138, gf=0.0006, loss=0.6141]
[Train]:  59%|█████▉    | 568/962 [02:07<01:29,  4.42it/s, ce=0.6134, gf=0.0006, loss=0.6137]
[Train]:  59%|█████▉    | 569/962 [02:07<01:26,  4.52it/s, ce=0.6134, gf=0.0006, loss=0.6137]
[Train]:  59%|█████▉    | 569/962 [02:07<01:26,  4.52it/s, ce=0.6130, gf=0.0006, loss=0.6133]
[Train]:  59%|█████▉    | 570/962 [02:07<01:28,  4.44it/s, ce=0.6130, gf=0.0006, loss=0.6133]
[Train]:  59%|█████▉    | 570/962 [02:07<01:28,  4.44it/s, ce=0.6127, gf=0.0006, loss=0.6130]
[Train]:  59%|█████▉    | 571/962 [02:07<01:26,  4.54it/s, ce=0.6127, gf=0.0006, loss=0.6130]
[Train]:  59%|█████▉    | 571/962 [02:08<01:26,  4.54it/s, ce=0.6121, gf=0.0006, loss=0.6124]
[Train]:  59%|█████▉    | 572/962 [02:08<01:28,  4.42it/s, ce=0.6121, gf=0.0006, loss=0.6124]
[Train]:  59%|█████▉    | 572/962 [02:08<01:28,  4.42it/s, ce=0.6118, gf=0.0006, loss=0.6121]
[Train]:  60%|█████▉    | 573/962 [02:08<01:26,  4.52it/s, ce=0.6118, gf=0.0006, loss=0.6121]
[Train]:  60%|█████▉    | 573/962 [02:08<01:26,  4.52it/s, ce=0.6117, gf=0.0006, loss=0.6120]
[Train]:  60%|█████▉    | 574/962 [02:08<01:27,  4.42it/s, ce=0.6117, gf=0.0006, loss=0.6120]
[Train]:  60%|█████▉    | 574/962 [02:08<01:27,  4.42it/s, ce=0.6120, gf=0.0006, loss=0.6123]
[Train]:  60%|█████▉    | 575/962 [02:08<01:25,  4.51it/s, ce=0.6120, gf=0.0006, loss=0.6123]
[Train]:  60%|█████▉    | 575/962 [02:09<01:25,  4.51it/s, ce=0.6120, gf=0.0006, loss=0.6123]
[Train]:  60%|█████▉    | 576/962 [02:09<01:27,  4.40it/s, ce=0.6120, gf=0.0006, loss=0.6123]
[Train]:  60%|█████▉    | 576/962 [02:09<01:27,  4.40it/s, ce=0.6120, gf=0.0006, loss=0.6123]
[Train]:  60%|█████▉    | 577/962 [02:09<01:25,  4.48it/s, ce=0.6120, gf=0.0006, loss=0.6123]
[Train]:  60%|█████▉    | 577/962 [02:09<01:25,  4.48it/s, ce=0.6121, gf=0.0006, loss=0.6124]
[Train]:  60%|██████    | 578/962 [02:09<01:27,  4.40it/s, ce=0.6121, gf=0.0006, loss=0.6124]
[Train]:  60%|██████    | 578/962 [02:09<01:27,  4.40it/s, ce=0.6120, gf=0.0006, loss=0.6124]
[Train]:  60%|██████    | 579/962 [02:09<01:25,  4.50it/s, ce=0.6120, gf=0.0006, loss=0.6124]
[Train]:  60%|██████    | 579/962 [02:09<01:25,  4.50it/s, ce=0.6124, gf=0.0006, loss=0.6127]
[Train]:  60%|██████    | 580/962 [02:09<01:26,  4.42it/s, ce=0.6124, gf=0.0006, loss=0.6127]
[Train]:  60%|██████    | 580/962 [02:10<01:26,  4.42it/s, ce=0.6120, gf=0.0006, loss=0.6123]
[Train]:  60%|██████    | 581/962 [02:10<01:24,  4.51it/s, ce=0.6120, gf=0.0006, loss=0.6123]
[Train]:  60%|██████    | 581/962 [02:10<01:24,  4.51it/s, ce=0.6122, gf=0.0006, loss=0.6125]
[Train]:  60%|██████    | 582/962 [02:10<01:26,  4.42it/s, ce=0.6122, gf=0.0006, loss=0.6125]
[Train]:  60%|██████    | 582/962 [02:10<01:26,  4.42it/s, ce=0.6117, gf=0.0006, loss=0.6120]
[Train]:  61%|██████    | 583/962 [02:10<01:23,  4.53it/s, ce=0.6117, gf=0.0006, loss=0.6120]
[Train]:  61%|██████    | 583/962 [02:10<01:23,  4.53it/s, ce=0.6111, gf=0.0006, loss=0.6114]
[Train]:  61%|██████    | 584/962 [02:10<01:24,  4.45it/s, ce=0.6111, gf=0.0006, loss=0.6114]
[Train]:  61%|██████    | 584/962 [02:11<01:24,  4.45it/s, ce=0.6106, gf=0.0006, loss=0.6109]
[Train]:  61%|██████    | 585/962 [02:11<01:23,  4.51it/s, ce=0.6106, gf=0.0006, loss=0.6109]
[Train]:  61%|██████    | 585/962 [02:11<01:23,  4.51it/s, ce=0.6105, gf=0.0006, loss=0.6109]
[Train]:  61%|██████    | 586/962 [02:11<01:25,  4.40it/s, ce=0.6105, gf=0.0006, loss=0.6109]
[Train]:  61%|██████    | 586/962 [02:11<01:25,  4.40it/s, ce=0.6103, gf=0.0006, loss=0.6106]
[Train]:  61%|██████    | 587/962 [02:11<01:23,  4.50it/s, ce=0.6103, gf=0.0006, loss=0.6106]
[Train]:  61%|██████    | 587/962 [02:11<01:23,  4.50it/s, ce=0.6103, gf=0.0006, loss=0.6106]
[Train]:  61%|██████    | 588/962 [02:11<01:24,  4.41it/s, ce=0.6103, gf=0.0006, loss=0.6106]
[Train]:  61%|██████    | 588/962 [02:11<01:24,  4.41it/s, ce=0.6101, gf=0.0006, loss=0.6104]
[Train]:  61%|██████    | 589/962 [02:11<01:22,  4.52it/s, ce=0.6101, gf=0.0006, loss=0.6104]
[Train]:  61%|██████    | 589/962 [02:12<01:22,  4.52it/s, ce=0.6105, gf=0.0007, loss=0.6108]
[Train]:  61%|██████▏   | 590/962 [02:12<01:24,  4.41it/s, ce=0.6105, gf=0.0007, loss=0.6108]
[Train]:  61%|██████▏   | 590/962 [02:12<01:24,  4.41it/s, ce=0.6103, gf=0.0007, loss=0.6106]
[Train]:  61%|██████▏   | 591/962 [02:12<01:22,  4.52it/s, ce=0.6103, gf=0.0007, loss=0.6106]
[Train]:  61%|██████▏   | 591/962 [02:12<01:22,  4.52it/s, ce=0.6105, gf=0.0007, loss=0.6109]
[Train]:  62%|██████▏   | 592/962 [02:12<01:23,  4.45it/s, ce=0.6105, gf=0.0007, loss=0.6109]
[Train]:  62%|██████▏   | 592/962 [02:12<01:23,  4.45it/s, ce=0.6105, gf=0.0007, loss=0.6108]
[Train]:  62%|██████▏   | 593/962 [02:12<01:21,  4.55it/s, ce=0.6105, gf=0.0007, loss=0.6108]
[Train]:  62%|██████▏   | 593/962 [02:13<01:21,  4.55it/s, ce=0.6103, gf=0.0007, loss=0.6106]
[Train]:  62%|██████▏   | 594/962 [02:13<01:22,  4.44it/s, ce=0.6103, gf=0.0007, loss=0.6106]
[Train]:  62%|██████▏   | 594/962 [02:13<01:22,  4.44it/s, ce=0.6106, gf=0.0007, loss=0.6109]
[Train]:  62%|██████▏   | 595/962 [02:13<01:21,  4.53it/s, ce=0.6106, gf=0.0007, loss=0.6109]
[Train]:  62%|██████▏   | 595/962 [02:13<01:21,  4.53it/s, ce=0.6099, gf=0.0007, loss=0.6103]
[Train]:  62%|██████▏   | 596/962 [02:13<01:22,  4.44it/s, ce=0.6099, gf=0.0007, loss=0.6103]
[Train]:  62%|██████▏   | 596/962 [02:13<01:22,  4.44it/s, ce=0.6095, gf=0.0007, loss=0.6098]
[Train]:  62%|██████▏   | 597/962 [02:13<01:20,  4.55it/s, ce=0.6095, gf=0.0007, loss=0.6098]
[Train]:  62%|██████▏   | 597/962 [02:13<01:20,  4.55it/s, ce=0.6089, gf=0.0007, loss=0.6093]
[Train]:  62%|██████▏   | 598/962 [02:13<01:21,  4.45it/s, ce=0.6089, gf=0.0007, loss=0.6093]
[Train]:  62%|██████▏   | 598/962 [02:14<01:21,  4.45it/s, ce=0.6088, gf=0.0007, loss=0.6091]
[Train]:  62%|██████▏   | 599/962 [02:14<01:21,  4.48it/s, ce=0.6088, gf=0.0007, loss=0.6091]
[Train]:  62%|██████▏   | 599/962 [02:14<01:21,  4.48it/s, ce=0.6086, gf=0.0007, loss=0.6090]
[Train]:  62%|██████▏   | 600/962 [02:14<01:22,  4.40it/s, ce=0.6086, gf=0.0007, loss=0.6090]
[Train]:  62%|██████▏   | 600/962 [02:14<01:22,  4.40it/s, ce=0.6085, gf=0.0007, loss=0.6089]
[Train]:  62%|██████▏   | 601/962 [02:14<01:20,  4.50it/s, ce=0.6085, gf=0.0007, loss=0.6089]
[Train]:  62%|██████▏   | 601/962 [02:14<01:20,  4.50it/s, ce=0.6082, gf=0.0007, loss=0.6086]
[Train]:  63%|██████▎   | 602/962 [02:14<01:21,  4.42it/s, ce=0.6082, gf=0.0007, loss=0.6086]
[Train]:  63%|██████▎   | 602/962 [02:15<01:21,  4.42it/s, ce=0.6080, gf=0.0007, loss=0.6084]
[Train]:  63%|██████▎   | 603/962 [02:15<01:19,  4.51it/s, ce=0.6080, gf=0.0007, loss=0.6084]
[Train]:  63%|██████▎   | 603/962 [02:15<01:19,  4.51it/s, ce=0.6074, gf=0.0007, loss=0.6078]
[Train]:  63%|██████▎   | 604/962 [02:15<01:20,  4.43it/s, ce=0.6074, gf=0.0007, loss=0.6078]
