
>>> [1/63] EAR | toxigen | seed=123
[Train]:  27%|██▋       | 122/448 [00:11<00:30, 10.59it/s, ce=0.1107, ear=-2.8302, loss=-0.1723]
[Train]:  27%|██▋       | 122/448 [00:11<00:30, 10.59it/s, ce=0.1103, ear=-2.8299, loss=-0.1727]
[Train]:  28%|██▊       | 124/448 [00:11<00:30, 10.61it/s, ce=0.1103, ear=-2.8299, loss=-0.1727]
[Train]:  28%|██▊       | 124/448 [00:11<00:30, 10.61it/s, ce=0.1099, ear=-2.8292, loss=-0.1730]
[Train]:  28%|██▊       | 124/448 [00:12<00:30, 10.61it/s, ce=0.1094, ear=-2.8299, loss=-0.1736]
[Train]:  28%|██▊       | 126/448 [00:12<00:30, 10.59it/s, ce=0.1094, ear=-2.8299, loss=-0.1736]
[Train]:  28%|██▊       | 126/448 [00:12<00:30, 10.59it/s, ce=0.1087, ear=-2.8314, loss=-0.1744]
[Train]:  28%|██▊       | 126/448 [00:12<00:30, 10.59it/s, ce=0.1085, ear=-2.8319, loss=-0.1747]
[Train]:  29%|██▊       | 128/448 [00:12<00:30, 10.42it/s, ce=0.1085, ear=-2.8319, loss=-0.1747]
[Train]:  29%|██▊       | 128/448 [00:12<00:30, 10.42it/s, ce=0.1079, ear=-2.8320, loss=-0.1753]
[Train]:  29%|██▊       | 128/448 [00:12<00:30, 10.42it/s, ce=0.1078, ear=-2.8328, loss=-0.1755]
[Train]:  29%|██▉       | 130/448 [00:12<00:30, 10.46it/s, ce=0.1078, ear=-2.8328, loss=-0.1755]
[Train]:  29%|██▉       | 130/448 [00:12<00:30, 10.46it/s, ce=0.1079, ear=-2.8326, loss=-0.1754]
[Train]:  29%|██▉       | 130/448 [00:12<00:30, 10.46it/s, ce=0.1079, ear=-2.8314, loss=-0.1753]
[Train]:  29%|██▉       | 132/448 [00:12<00:30, 10.47it/s, ce=0.1079, ear=-2.8314, loss=-0.1753]
[Train]:  29%|██▉       | 132/448 [00:12<00:30, 10.47it/s, ce=0.1071, ear=-2.8312, loss=-0.1760]
[Train]:  29%|██▉       | 132/448 [00:12<00:30, 10.47it/s, ce=0.1070, ear=-2.8312, loss=-0.1761]
[Train]:  30%|██▉       | 134/448 [00:12<00:29, 10.49it/s, ce=0.1070, ear=-2.8312, loss=-0.1761]
[Train]:  30%|██▉       | 134/448 [00:12<00:29, 10.49it/s, ce=0.1071, ear=-2.8331, loss=-0.1762]
[Train]:  30%|██▉       | 134/448 [00:12<00:29, 10.49it/s, ce=0.1066, ear=-2.8306, loss=-0.1764]
[Train]:  30%|███       | 136/448 [00:12<00:29, 10.48it/s, ce=0.1066, ear=-2.8306, loss=-0.1764]
[Train]:  30%|███       | 136/448 [00:13<00:29, 10.48it/s, ce=0.1070, ear=-2.8302, loss=-0.1760]
[Train]:  30%|███       | 136/448 [00:13<00:29, 10.48it/s, ce=0.1073, ear=-2.8264, loss=-0.1753]
[Train]:  31%|███       | 138/448 [00:13<00:30, 10.30it/s, ce=0.1073, ear=-2.8264, loss=-0.1753]
[Train]:  31%|███       | 138/448 [00:13<00:30, 10.30it/s, ce=0.1072, ear=-2.8265, loss=-0.1755]
[Train]:  31%|███       | 138/448 [00:13<00:30, 10.30it/s, ce=0.1071, ear=-2.8262, loss=-0.1756]
[Train]:  31%|███▏      | 140/448 [00:13<00:29, 10.35it/s, ce=0.1071, ear=-2.8262, loss=-0.1756]
[Train]:  31%|███▏      | 140/448 [00:13<00:29, 10.35it/s, ce=0.1070, ear=-2.8244, loss=-0.1754]
[Train]:  31%|███▏      | 140/448 [00:13<00:29, 10.35it/s, ce=0.1066, ear=-2.8244, loss=-0.1758]
[Train]:  32%|███▏      | 142/448 [00:13<00:29, 10.26it/s, ce=0.1066, ear=-2.8244, loss=-0.1758]
[Train]:  32%|███▏      | 142/448 [00:13<00:29, 10.26it/s, ce=0.1069, ear=-2.8236, loss=-0.1755]
[Train]:  32%|███▏      | 142/448 [00:13<00:29, 10.26it/s, ce=0.1071, ear=-2.8243, loss=-0.1753]
[Train]:  32%|███▏      | 144/448 [00:13<00:29, 10.29it/s, ce=0.1071, ear=-2.8243, loss=-0.1753]
[Train]:  32%|███▏      | 144/448 [00:13<00:29, 10.29it/s, ce=0.1064, ear=-2.8229, loss=-0.1758]
[Train]:  32%|███▏      | 144/448 [00:13<00:29, 10.29it/s, ce=0.1060, ear=-2.8235, loss=-0.1764]
[Train]:  33%|███▎      | 146/448 [00:13<00:29, 10.38it/s, ce=0.1060, ear=-2.8235, loss=-0.1764]
[Train]:  33%|███▎      | 146/448 [00:14<00:29, 10.38it/s, ce=0.1065, ear=-2.8230, loss=-0.1758]
[Train]:  33%|███▎      | 146/448 [00:14<00:29, 10.38it/s, ce=0.1067, ear=-2.8235, loss=-0.1756]
[Train]:  33%|███▎      | 148/448 [00:14<00:28, 10.38it/s, ce=0.1067, ear=-2.8235, loss=-0.1756]
[Train]:  33%|███▎      | 148/448 [00:14<00:28, 10.38it/s, ce=0.1062, ear=-2.8235, loss=-0.1762]
[Train]:  33%|███▎      | 148/448 [00:14<00:28, 10.38it/s, ce=0.1058, ear=-2.8227, loss=-0.1764]
[Train]:  33%|███▎      | 150/448 [00:14<00:28, 10.50it/s, ce=0.1058, ear=-2.8227, loss=-0.1764]
[Train]:  33%|███▎      | 150/448 [00:14<00:28, 10.50it/s, ce=0.1055, ear=-2.8237, loss=-0.1769]
[Train]:  33%|███▎      | 150/448 [00:14<00:28, 10.50it/s, ce=0.1074, ear=-2.8245, loss=-0.1751]
[Train]:  34%|███▍      | 152/448 [00:14<00:28, 10.55it/s, ce=0.1074, ear=-2.8245, loss=-0.1751]
[Train]:  34%|███▍      | 152/448 [00:14<00:28, 10.55it/s, ce=0.1068, ear=-2.8245, loss=-0.1757]
[Train]:  34%|███▍      | 152/448 [00:14<00:28, 10.55it/s, ce=0.1063, ear=-2.8252, loss=-0.1762]
[Train]:  34%|███▍      | 154/448 [00:14<00:28, 10.48it/s, ce=0.1063, ear=-2.8252, loss=-0.1762]
[Train]:  34%|███▍      | 154/448 [00:14<00:28, 10.48it/s, ce=0.1073, ear=-2.8243, loss=-0.1751]
[Train]:  34%|███▍      | 154/448 [00:14<00:28, 10.48it/s, ce=0.1083, ear=-2.8249, loss=-0.1742]
[Train]:  35%|███▍      | 156/448 [00:14<00:27, 10.53it/s, ce=0.1083, ear=-2.8249, loss=-0.1742]
[Train]:  35%|███▍      | 156/448 [00:14<00:27, 10.53it/s, ce=0.1078, ear=-2.8242, loss=-0.1746]
[Train]:  35%|███▍      | 156/448 [00:15<00:27, 10.53it/s, ce=0.1079, ear=-2.8237, loss=-0.1744]
[Train]:  35%|███▌      | 158/448 [00:15<00:28, 10.30it/s, ce=0.1079, ear=-2.8237, loss=-0.1744]
[Train]:  35%|███▌      | 158/448 [00:15<00:28, 10.30it/s, ce=0.1076, ear=-2.8236, loss=-0.1748]
[Train]:  35%|███▌      | 158/448 [00:15<00:28, 10.30it/s, ce=0.1081, ear=-2.8255, loss=-0.1744]
[Train]:  36%|███▌      | 160/448 [00:15<00:27, 10.30it/s, ce=0.1081, ear=-2.8255, loss=-0.1744]
[Train]:  36%|███▌      | 160/448 [00:15<00:27, 10.30it/s, ce=0.1102, ear=-2.8259, loss=-0.1724]
[Train]:  36%|███▌      | 160/448 [00:15<00:27, 10.30it/s, ce=0.1097, ear=-2.8264, loss=-0.1730]
[Train]:  36%|███▌      | 162/448 [00:15<00:27, 10.27it/s, ce=0.1097, ear=-2.8264, loss=-0.1730]
[Train]:  36%|███▌      | 162/448 [00:15<00:27, 10.27it/s, ce=0.1090, ear=-2.8276, loss=-0.1737]
[Train]:  36%|███▌      | 162/448 [00:15<00:27, 10.27it/s, ce=0.1086, ear=-2.8267, loss=-0.1741]
[Train]:  37%|███▋      | 164/448 [00:15<00:27, 10.28it/s, ce=0.1086, ear=-2.8267, loss=-0.1741]
[Train]:  37%|███▋      | 164/448 [00:15<00:27, 10.28it/s, ce=0.1086, ear=-2.8263, loss=-0.1740]
[Train]:  37%|███▋      | 164/448 [00:15<00:27, 10.28it/s, ce=0.1082, ear=-2.8277, loss=-0.1746]
[Train]:  37%|███▋      | 166/448 [00:15<00:27, 10.21it/s, ce=0.1082, ear=-2.8277, loss=-0.1746]
[Train]:  37%|███▋      | 166/448 [00:15<00:27, 10.21it/s, ce=0.1077, ear=-2.8275, loss=-0.1751]
[Train]:  37%|███▋      | 166/448 [00:16<00:27, 10.21it/s, ce=0.1074, ear=-2.8275, loss=-0.1754]
[Train]:  38%|███▊      | 168/448 [00:16<00:27, 10.18it/s, ce=0.1074, ear=-2.8275, loss=-0.1754]
[Train]:  38%|███▊      | 168/448 [00:16<00:27, 10.18it/s, ce=0.1074, ear=-2.8274, loss=-0.1753]
[Train]:  38%|███▊      | 168/448 [00:16<00:27, 10.18it/s, ce=0.1074, ear=-2.8260, loss=-0.1752]
[Train]:  38%|███▊      | 170/448 [00:16<00:27, 10.19it/s, ce=0.1074, ear=-2.8260, loss=-0.1752]
[Train]:  38%|███▊      | 170/448 [00:16<00:27, 10.19it/s, ce=0.1073, ear=-2.8260, loss=-0.1753]
[Train]:  38%|███▊      | 170/448 [00:16<00:27, 10.19it/s, ce=0.1072, ear=-2.8253, loss=-0.1753]
[Train]:  38%|███▊      | 172/448 [00:16<00:26, 10.26it/s, ce=0.1072, ear=-2.8253, loss=-0.1753]
[Train]:  38%|███▊      | 172/448 [00:16<00:26, 10.26it/s, ce=0.1066, ear=-2.8256, loss=-0.1760]
[Train]:  38%|███▊      | 172/448 [00:16<00:26, 10.26it/s, ce=0.1075, ear=-2.8257, loss=-0.1751]
[Train]:  39%|███▉      | 174/448 [00:16<00:26, 10.41it/s, ce=0.1075, ear=-2.8257, loss=-0.1751]
[Train]:  39%|███▉      | 174/448 [00:16<00:26, 10.41it/s, ce=0.1077, ear=-2.8247, loss=-0.1748]
[Train]:  39%|███▉      | 174/448 [00:16<00:26, 10.41it/s, ce=0.1072, ear=-2.8249, loss=-0.1753]
[Train]:  39%|███▉      | 176/448 [00:16<00:25, 10.52it/s, ce=0.1072, ear=-2.8249, loss=-0.1753]
[Train]:  39%|███▉      | 176/448 [00:16<00:25, 10.52it/s, ce=0.1075, ear=-2.8244, loss=-0.1749]
[Train]:  39%|███▉      | 176/448 [00:17<00:25, 10.52it/s, ce=0.1074, ear=-2.8244, loss=-0.1751]
[Train]:  40%|███▉      | 178/448 [00:17<00:25, 10.43it/s, ce=0.1074, ear=-2.8244, loss=-0.1751]
[Train]:  40%|███▉      | 178/448 [00:17<00:25, 10.43it/s, ce=0.1074, ear=-2.8246, loss=-0.1750]
[Train]:  40%|███▉      | 178/448 [00:17<00:25, 10.43it/s, ce=0.1074, ear=-2.8244, loss=-0.1751]
[Train]:  40%|████      | 180/448 [00:17<00:25, 10.51it/s, ce=0.1074, ear=-2.8244, loss=-0.1751]
[Train]:  40%|████      | 180/448 [00:17<00:25, 10.51it/s, ce=0.1070, ear=-2.8234, loss=-0.1754]
[Train]:  40%|████      | 180/448 [00:17<00:25, 10.51it/s, ce=0.1066, ear=-2.8230, loss=-0.1757]
[Train]:  41%|████      | 182/448 [00:17<00:25, 10.63it/s, ce=0.1066, ear=-2.8230, loss=-0.1757]
[Train]:  41%|████      | 182/448 [00:17<00:25, 10.63it/s, ce=0.1061, ear=-2.8234, loss=-0.1762]
[Train]:  41%|████      | 182/448 [00:17<00:25, 10.63it/s, ce=0.1078, ear=-2.8240, loss=-0.1746]
[Train]:  41%|████      | 184/448 [00:17<00:24, 10.68it/s, ce=0.1078, ear=-2.8240, loss=-0.1746]
[Train]:  41%|████      | 184/448 [00:17<00:24, 10.68it/s, ce=0.1076, ear=-2.8241, loss=-0.1748]
[Train]:  41%|████      | 184/448 [00:17<00:24, 10.68it/s, ce=0.1072, ear=-2.8239, loss=-0.1752]
[Train]:  42%|████▏     | 186/448 [00:17<00:24, 10.71it/s, ce=0.1072, ear=-2.8239, loss=-0.1752]
[Train]:  42%|████▏     | 186/448 [00:17<00:24, 10.71it/s, ce=0.1070, ear=-2.8249, loss=-0.1755]
[Train]:  42%|████▏     | 186/448 [00:17<00:24, 10.71it/s, ce=0.1083, ear=-2.8247, loss=-0.1742]
[Train]:  42%|████▏     | 188/448 [00:17<00:24, 10.55it/s, ce=0.1083, ear=-2.8247, loss=-0.1742]
[Train]:  42%|████▏     | 188/448 [00:18<00:24, 10.55it/s, ce=0.1088, ear=-2.8238, loss=-0.1736]
[Train]:  42%|████▏     | 188/448 [00:18<00:24, 10.55it/s, ce=0.1085, ear=-2.8241, loss=-0.1739]
[Train]:  42%|████▏     | 190/448 [00:18<00:24, 10.51it/s, ce=0.1085, ear=-2.8241, loss=-0.1739]
[Train]:  42%|████▏     | 190/448 [00:18<00:24, 10.51it/s, ce=0.1095, ear=-2.8241, loss=-0.1729]
[Train]:  42%|████▏     | 190/448 [00:18<00:24, 10.51it/s, ce=0.1091, ear=-2.8236, loss=-0.1733]
[Train]:  43%|████▎     | 192/448 [00:18<00:24, 10.57it/s, ce=0.1091, ear=-2.8236, loss=-0.1733]
[Train]:  43%|████▎     | 192/448 [00:18<00:24, 10.57it/s, ce=0.1086, ear=-2.8234, loss=-0.1737]
[Train]:  43%|████▎     | 192/448 [00:18<00:24, 10.57it/s, ce=0.1081, ear=-2.8228, loss=-0.1742]
[Train]:  43%|████▎     | 194/448 [00:18<00:23, 10.70it/s, ce=0.1081, ear=-2.8228, loss=-0.1742]
[Train]:  43%|████▎     | 194/448 [00:18<00:23, 10.70it/s, ce=0.1081, ear=-2.8235, loss=-0.1743]
[Train]:  43%|████▎     | 194/448 [00:18<00:23, 10.70it/s, ce=0.1075, ear=-2.8238, loss=-0.1748]
[Train]:  44%|████▍     | 196/448 [00:18<00:23, 10.64it/s, ce=0.1075, ear=-2.8238, loss=-0.1748]
[Train]:  44%|████▍     | 196/448 [00:18<00:23, 10.64it/s, ce=0.1071, ear=-2.8249, loss=-0.1754]
[Train]:  44%|████▍     | 196/448 [00:18<00:23, 10.64it/s, ce=0.1067, ear=-2.8244, loss=-0.1757]
[Train]:  44%|████▍     | 198/448 [00:18<00:23, 10.45it/s, ce=0.1067, ear=-2.8244, loss=-0.1757]
[Train]:  44%|████▍     | 198/448 [00:19<00:23, 10.45it/s, ce=0.1074, ear=-2.8249, loss=-0.1751]
[Train]:  44%|████▍     | 198/448 [00:19<00:23, 10.45it/s, ce=0.1075, ear=-2.8253, loss=-0.1750]
[Train]:  45%|████▍     | 200/448 [00:19<00:23, 10.38it/s, ce=0.1075, ear=-2.8253, loss=-0.1750]
[Train]:  45%|████▍     | 200/448 [00:19<00:23, 10.38it/s, ce=0.1072, ear=-2.8255, loss=-0.1754]
[Train]:  45%|████▍     | 200/448 [00:19<00:23, 10.38it/s, ce=0.1068, ear=-2.8257, loss=-0.1758]
[Train]:  45%|████▌     | 202/448 [00:19<00:23, 10.38it/s, ce=0.1068, ear=-2.8257, loss=-0.1758]
[Train]:  45%|████▌     | 202/448 [00:19<00:23, 10.38it/s, ce=0.1063, ear=-2.8260, loss=-0.1763]
[Train]:  45%|████▌     | 202/448 [00:19<00:23, 10.38it/s, ce=0.1066, ear=-2.8261, loss=-0.1760]
[Train]:  46%|████▌     | 204/448 [00:19<00:23, 10.54it/s, ce=0.1066, ear=-2.8261, loss=-0.1760]
[Train]:  46%|████▌     | 204/448 [00:19<00:23, 10.54it/s, ce=0.1068, ear=-2.8260, loss=-0.1758]
[Train]:  46%|████▌     | 204/448 [00:19<00:23, 10.54it/s, ce=0.1066, ear=-2.8255, loss=-0.1759]
[Train]:  46%|████▌     | 206/448 [00:19<00:22, 10.65it/s, ce=0.1066, ear=-2.8255, loss=-0.1759]
[Train]:  46%|████▌     | 206/448 [00:19<00:22, 10.65it/s, ce=0.1063, ear=-2.8256, loss=-0.1763]
[Train]:  46%|████▌     | 206/448 [00:19<00:22, 10.65it/s, ce=0.1060, ear=-2.8252, loss=-0.1765]
[Train]:  46%|████▋     | 208/448 [00:19<00:22, 10.66it/s, ce=0.1060, ear=-2.8252, loss=-0.1765]
[Train]:  46%|████▋     | 208/448 [00:19<00:22, 10.66it/s, ce=0.1056, ear=-2.8262, loss=-0.1771]
[Train]:  46%|████▋     | 208/448 [00:20<00:22, 10.66it/s, ce=0.1053, ear=-2.8270, loss=-0.1774]
[Train]:  47%|████▋     | 210/448 [00:20<00:22, 10.58it/s, ce=0.1053, ear=-2.8270, loss=-0.1774]
[Train]:  47%|████▋     | 210/448 [00:20<00:22, 10.58it/s, ce=0.1052, ear=-2.8282, loss=-0.1776]
[Train]:  47%|████▋     | 210/448 [00:20<00:22, 10.58it/s, ce=0.1052, ear=-2.8289, loss=-0.1777]
[Train]:  47%|████▋     | 212/448 [00:20<00:22, 10.64it/s, ce=0.1052, ear=-2.8289, loss=-0.1777]
[Train]:  47%|████▋     | 212/448 [00:20<00:22, 10.64it/s, ce=0.1052, ear=-2.8288, loss=-0.1777]
[Train]:  47%|████▋     | 212/448 [00:20<00:22, 10.64it/s, ce=0.1052, ear=-2.8293, loss=-0.1777]
[Train]:  48%|████▊     | 214/448 [00:20<00:22, 10.60it/s, ce=0.1052, ear=-2.8293, loss=-0.1777]
[Train]:  48%|████▊     | 214/448 [00:20<00:22, 10.60it/s, ce=0.1048, ear=-2.8296, loss=-0.1782]
[Train]:  48%|████▊     | 214/448 [00:20<00:22, 10.60it/s, ce=0.1044, ear=-2.8294, loss=-0.1786]
[Train]:  48%|████▊     | 216/448 [00:20<00:21, 10.66it/s, ce=0.1044, ear=-2.8294, loss=-0.1786]
[Train]:  48%|████▊     | 216/448 [00:20<00:21, 10.66it/s, ce=0.1045, ear=-2.8288, loss=-0.1783]
[Train]:  48%|████▊     | 216/448 [00:20<00:21, 10.66it/s, ce=0.1045, ear=-2.8296, loss=-0.1785]
[Train]:  49%|████▊     | 218/448 [00:20<00:21, 10.68it/s, ce=0.1045, ear=-2.8296, loss=-0.1785]
[Train]:  49%|████▊     | 218/448 [00:20<00:21, 10.68it/s, ce=0.1041, ear=-2.8294, loss=-0.1788]
[Train]:  49%|████▊     | 218/448 [00:20<00:21, 10.68it/s, ce=0.1038, ear=-2.8298, loss=-0.1792]
[Train]:  49%|████▉     | 220/448 [00:20<00:21, 10.70it/s, ce=0.1038, ear=-2.8298, loss=-0.1792]
[Train]:  49%|████▉     | 220/448 [00:21<00:21, 10.70it/s, ce=0.1034, ear=-2.8302, loss=-0.1796]
[Train]:  49%|████▉     | 220/448 [00:21<00:21, 10.70it/s, ce=0.1033, ear=-2.8291, loss=-0.1796]
[Train]:  50%|████▉     | 222/448 [00:21<00:21, 10.75it/s, ce=0.1033, ear=-2.8291, loss=-0.1796]
[Train]:  50%|████▉     | 222/448 [00:21<00:21, 10.75it/s, ce=0.1030, ear=-2.8296, loss=-0.1800]
[Train]:  50%|████▉     | 222/448 [00:21<00:21, 10.75it/s, ce=0.1031, ear=-2.8300, loss=-0.1799]
[Train]:  50%|█████     | 224/448 [00:21<00:20, 10.80it/s, ce=0.1031, ear=-2.8300, loss=-0.1799]
[Train]:  50%|█████     | 224/448 [00:21<00:20, 10.80it/s, ce=0.1027, ear=-2.8303, loss=-0.1804]
[Train]:  50%|█████     | 224/448 [00:21<00:20, 10.80it/s, ce=0.1023, ear=-2.8311, loss=-0.1809]
[Train]:  50%|█████     | 226/448 [00:21<00:20, 10.83it/s, ce=0.1023, ear=-2.8311, loss=-0.1809]
[Train]:  50%|█████     | 226/448 [00:21<00:20, 10.83it/s, ce=0.1019, ear=-2.8299, loss=-0.1811]
[Train]:  50%|█████     | 226/448 [00:21<00:20, 10.83it/s, ce=0.1020, ear=-2.8296, loss=-0.1810]
[Train]:  51%|█████     | 228/448 [00:21<00:20, 10.78it/s, ce=0.1020, ear=-2.8296, loss=-0.1810]
[Train]:  51%|█████     | 228/448 [00:21<00:20, 10.78it/s, ce=0.1020, ear=-2.8296, loss=-0.1810]
[Train]:  51%|█████     | 228/448 [00:21<00:20, 10.78it/s, ce=0.1028, ear=-2.8295, loss=-0.1802]
[Train]:  51%|█████▏    | 230/448 [00:21<00:20, 10.77it/s, ce=0.1028, ear=-2.8295, loss=-0.1802]
[Train]:  51%|█████▏    | 230/448 [00:21<00:20, 10.77it/s, ce=0.1024, ear=-2.8303, loss=-0.1807]
[Train]:  51%|█████▏    | 230/448 [00:22<00:20, 10.77it/s, ce=0.1030, ear=-2.8300, loss=-0.1800]
[Train]:  52%|█████▏    | 232/448 [00:22<00:19, 10.81it/s, ce=0.1030, ear=-2.8300, loss=-0.1800]
[Train]:  52%|█████▏    | 232/448 [00:22<00:19, 10.81it/s, ce=0.1028, ear=-2.8303, loss=-0.1802]
[Train]:  52%|█████▏    | 232/448 [00:22<00:19, 10.81it/s, ce=0.1026, ear=-2.8309, loss=-0.1805]
[Train]:  52%|█████▏    | 234/448 [00:22<00:19, 10.78it/s, ce=0.1026, ear=-2.8309, loss=-0.1805]
[Train]:  52%|█████▏    | 234/448 [00:22<00:19, 10.78it/s, ce=0.1024, ear=-2.8309, loss=-0.1807]
[Train]:  52%|█████▏    | 234/448 [00:22<00:19, 10.78it/s, ce=0.1030, ear=-2.8306, loss=-0.1800]
[Train]:  53%|█████▎    | 236/448 [00:22<00:19, 10.77it/s, ce=0.1030, ear=-2.8306, loss=-0.1800]
[Train]:  53%|█████▎    | 236/448 [00:22<00:19, 10.77it/s, ce=0.1026, ear=-2.8304, loss=-0.1804]
[Train]:  53%|█████▎    | 236/448 [00:22<00:19, 10.77it/s, ce=0.1038, ear=-2.8308, loss=-0.1793]
[Train]:  53%|█████▎    | 238/448 [00:22<00:19, 10.56it/s, ce=0.1038, ear=-2.8308, loss=-0.1793]
[Train]:  53%|█████▎    | 238/448 [00:22<00:19, 10.56it/s, ce=0.1037, ear=-2.8300, loss=-0.1793]
[Train]:  53%|█████▎    | 238/448 [00:22<00:19, 10.56it/s, ce=0.1037, ear=-2.8294, loss=-0.1793]
[Train]:  54%|█████▎    | 240/448 [00:22<00:19, 10.56it/s, ce=0.1037, ear=-2.8294, loss=-0.1793]
[Train]:  54%|█████▎    | 240/448 [00:22<00:19, 10.56it/s, ce=0.1035, ear=-2.8293, loss=-0.1795]
[Train]:  54%|█████▎    | 240/448 [00:23<00:19, 10.56it/s, ce=0.1031, ear=-2.8298, loss=-0.1799]
[Train]:  54%|█████▍    | 242/448 [00:23<00:19, 10.65it/s, ce=0.1031, ear=-2.8298, loss=-0.1799]
[Train]:  54%|█████▍    | 242/448 [00:23<00:19, 10.65it/s, ce=0.1028, ear=-2.8301, loss=-0.1803]
[Train]:  54%|█████▍    | 242/448 [00:23<00:19, 10.65it/s, ce=0.1026, ear=-2.8293, loss=-0.1803]
[Train]:  54%|█████▍    | 244/448 [00:23<00:18, 10.76it/s, ce=0.1026, ear=-2.8293, loss=-0.1803]
[Train]:  54%|█████▍    | 244/448 [00:23<00:18, 10.76it/s, ce=0.1028, ear=-2.8293, loss=-0.1801]
[Train]:  54%|█████▍    | 244/448 [00:23<00:18, 10.76it/s, ce=0.1027, ear=-2.8299, loss=-0.1803]
[Train]:  55%|█████▍    | 246/448 [00:23<00:18, 10.80it/s, ce=0.1027, ear=-2.8299, loss=-0.1803]
[Train]:  55%|█████▍    | 246/448 [00:23<00:18, 10.80it/s, ce=0.1030, ear=-2.8299, loss=-0.1800]
[Train]:  55%|█████▍    | 246/448 [00:23<00:18, 10.80it/s, ce=0.1032, ear=-2.8307, loss=-0.1798]
[Train]:  55%|█████▌    | 248/448 [00:23<00:18, 10.80it/s, ce=0.1032, ear=-2.8307, loss=-0.1798]
[Train]:  55%|█████▌    | 248/448 [00:23<00:18, 10.80it/s, ce=0.1029, ear=-2.8305, loss=-0.1802]
[Train]:  55%|█████▌    | 248/448 [00:23<00:18, 10.80it/s, ce=0.1025, ear=-2.8308, loss=-0.1806]
[Train]:  56%|█████▌    | 250/448 [00:23<00:18, 10.80it/s, ce=0.1025, ear=-2.8308, loss=-0.1806]
[Train]:  56%|█████▌    | 250/448 [00:23<00:18, 10.80it/s, ce=0.1032, ear=-2.8310, loss=-0.1799]
[Train]:  56%|█████▌    | 250/448 [00:23<00:18, 10.80it/s, ce=0.1030, ear=-2.8308, loss=-0.1800]
[Train]:  56%|█████▋    | 252/448 [00:23<00:18, 10.85it/s, ce=0.1030, ear=-2.8308, loss=-0.1800]
[Train]:  56%|█████▋    | 252/448 [00:24<00:18, 10.85it/s, ce=0.1040, ear=-2.8300, loss=-0.1791]
[Train]:  56%|█████▋    | 252/448 [00:24<00:18, 10.85it/s, ce=0.1036, ear=-2.8297, loss=-0.1793]
[Train]:  57%|█████▋    | 254/448 [00:24<00:17, 10.91it/s, ce=0.1036, ear=-2.8297, loss=-0.1793]
[Train]:  57%|█████▋    | 254/448 [00:24<00:17, 10.91it/s, ce=0.1038, ear=-2.8306, loss=-0.1792]
[Train]:  57%|█████▋    | 254/448 [00:24<00:17, 10.91it/s, ce=0.1035, ear=-2.8299, loss=-0.1795]
[Train]:  57%|█████▋    | 256/448 [00:24<00:17, 10.93it/s, ce=0.1035, ear=-2.8299, loss=-0.1795]
[Train]:  57%|█████▋    | 256/448 [00:24<00:17, 10.93it/s, ce=0.1032, ear=-2.8307, loss=-0.1799]
[Train]:  57%|█████▋    | 256/448 [00:24<00:17, 10.93it/s, ce=0.1038, ear=-2.8304, loss=-0.1792]
[Train]:  58%|█████▊    | 258/448 [00:24<00:17, 10.70it/s, ce=0.1038, ear=-2.8304, loss=-0.1792]
[Train]:  58%|█████▊    | 258/448 [00:24<00:17, 10.70it/s, ce=0.1036, ear=-2.8298, loss=-0.1794]
[Train]:  58%|█████▊    | 258/448 [00:24<00:17, 10.70it/s, ce=0.1033, ear=-2.8299, loss=-0.1797]
[Train]:  58%|█████▊    | 260/448 [00:24<00:17, 10.71it/s, ce=0.1033, ear=-2.8299, loss=-0.1797]
[Train]:  58%|█████▊    | 260/448 [00:24<00:17, 10.71it/s, ce=0.1032, ear=-2.8301, loss=-0.1798]
[Train]:  58%|█████▊    | 260/448 [00:24<00:17, 10.71it/s, ce=0.1030, ear=-2.8289, loss=-0.1799]
[Train]:  58%|█████▊    | 262/448 [00:24<00:17, 10.79it/s, ce=0.1030, ear=-2.8289, loss=-0.1799]
[Train]:  58%|█████▊    | 262/448 [00:24<00:17, 10.79it/s, ce=0.1028, ear=-2.8287, loss=-0.1801]
[Train]:  58%|█████▊    | 262/448 [00:25<00:17, 10.79it/s, ce=0.1025, ear=-2.8293, loss=-0.1804]
[Train]:  59%|█████▉    | 264/448 [00:25<00:17, 10.72it/s, ce=0.1025, ear=-2.8293, loss=-0.1804]
[Train]:  59%|█████▉    | 264/448 [00:25<00:17, 10.72it/s, ce=0.1023, ear=-2.8289, loss=-0.1806]
[Train]:  59%|█████▉    | 264/448 [00:25<00:17, 10.72it/s, ce=0.1019, ear=-2.8289, loss=-0.1809]
[Train]:  59%|█████▉    | 266/448 [00:25<00:16, 10.77it/s, ce=0.1019, ear=-2.8289, loss=-0.1809]
[Train]:  59%|█████▉    | 266/448 [00:25<00:16, 10.77it/s, ce=0.1017, ear=-2.8291, loss=-0.1812]
[Train]:  59%|█████▉    | 266/448 [00:25<00:16, 10.77it/s, ce=0.1021, ear=-2.8290, loss=-0.1808]
[Train]:  60%|█████▉    | 268/448 [00:25<00:17, 10.51it/s, ce=0.1021, ear=-2.8290, loss=-0.1808]
[Train]:  60%|█████▉    | 268/448 [00:25<00:17, 10.51it/s, ce=0.1028, ear=-2.8288, loss=-0.1801]
[Train]:  60%|█████▉    | 268/448 [00:25<00:17, 10.51it/s, ce=0.1026, ear=-2.8284, loss=-0.1802]
