
>>> [1/63] EAR | hatexplain | seed=42
[Train]:  64%|██████▍   | 618/962 [00:59<00:33, 10.37it/s, ce=0.2374, ear=-3.0585, loss=-0.0685]
[Train]:  64%|██████▍   | 620/962 [00:59<00:32, 10.45it/s, ce=0.2374, ear=-3.0585, loss=-0.0685]
[Train]:  64%|██████▍   | 620/962 [00:59<00:32, 10.45it/s, ce=0.2376, ear=-3.0586, loss=-0.0683]
[Train]:  64%|██████▍   | 620/962 [00:59<00:32, 10.45it/s, ce=0.2375, ear=-3.0589, loss=-0.0684]
[Train]:  65%|██████▍   | 622/962 [00:59<00:32, 10.48it/s, ce=0.2375, ear=-3.0589, loss=-0.0684]
[Train]:  65%|██████▍   | 622/962 [00:59<00:32, 10.48it/s, ce=0.2377, ear=-3.0589, loss=-0.0682]
[Train]:  65%|██████▍   | 622/962 [00:59<00:32, 10.48it/s, ce=0.2375, ear=-3.0590, loss=-0.0684]
[Train]:  65%|██████▍   | 624/962 [00:59<00:32, 10.52it/s, ce=0.2375, ear=-3.0590, loss=-0.0684]
[Train]:  65%|██████▍   | 624/962 [00:59<00:32, 10.52it/s, ce=0.2376, ear=-3.0583, loss=-0.0683]
[Train]:  65%|██████▍   | 624/962 [00:59<00:32, 10.52it/s, ce=0.2379, ear=-3.0584, loss=-0.0680]
[Train]:  65%|██████▌   | 626/962 [00:59<00:31, 10.55it/s, ce=0.2379, ear=-3.0584, loss=-0.0680]
[Train]:  65%|██████▌   | 626/962 [01:00<00:31, 10.55it/s, ce=0.2381, ear=-3.0584, loss=-0.0677]
[Train]:  65%|██████▌   | 626/962 [01:00<00:31, 10.55it/s, ce=0.2379, ear=-3.0582, loss=-0.0680]
[Train]:  65%|██████▌   | 628/962 [01:00<00:31, 10.48it/s, ce=0.2379, ear=-3.0582, loss=-0.0680]
[Train]:  65%|██████▌   | 628/962 [01:00<00:31, 10.48it/s, ce=0.2376, ear=-3.0578, loss=-0.0682]
[Train]:  65%|██████▌   | 628/962 [01:00<00:31, 10.48it/s, ce=0.2380, ear=-3.0579, loss=-0.0678]
[Train]:  65%|██████▌   | 630/962 [01:00<00:31, 10.39it/s, ce=0.2380, ear=-3.0579, loss=-0.0678]
[Train]:  65%|██████▌   | 630/962 [01:00<00:31, 10.39it/s, ce=0.2379, ear=-3.0578, loss=-0.0679]
[Train]:  65%|██████▌   | 630/962 [01:00<00:31, 10.39it/s, ce=0.2387, ear=-3.0576, loss=-0.0670]
[Train]:  66%|██████▌   | 632/962 [01:00<00:31, 10.41it/s, ce=0.2387, ear=-3.0576, loss=-0.0670]
[Train]:  66%|██████▌   | 632/962 [01:00<00:31, 10.41it/s, ce=0.2388, ear=-3.0578, loss=-0.0670]
[Train]:  66%|██████▌   | 632/962 [01:00<00:31, 10.41it/s, ce=0.2394, ear=-3.0577, loss=-0.0664]
[Train]:  66%|██████▌   | 634/962 [01:00<00:31, 10.43it/s, ce=0.2394, ear=-3.0577, loss=-0.0664]
[Train]:  66%|██████▌   | 634/962 [01:00<00:31, 10.43it/s, ce=0.2395, ear=-3.0577, loss=-0.0663]
[Train]:  66%|██████▌   | 634/962 [01:00<00:31, 10.43it/s, ce=0.2395, ear=-3.0576, loss=-0.0663]
[Train]:  66%|██████▌   | 636/962 [01:00<00:31, 10.46it/s, ce=0.2395, ear=-3.0576, loss=-0.0663]
[Train]:  66%|██████▌   | 636/962 [01:00<00:31, 10.46it/s, ce=0.2397, ear=-3.0575, loss=-0.0661]
[Train]:  66%|██████▌   | 636/962 [01:01<00:31, 10.46it/s, ce=0.2396, ear=-3.0574, loss=-0.0661]
[Train]:  66%|██████▋   | 638/962 [01:01<00:30, 10.53it/s, ce=0.2396, ear=-3.0574, loss=-0.0661]
[Train]:  66%|██████▋   | 638/962 [01:01<00:30, 10.53it/s, ce=0.2394, ear=-3.0577, loss=-0.0664]
[Train]:  66%|██████▋   | 638/962 [01:01<00:30, 10.53it/s, ce=0.2393, ear=-3.0577, loss=-0.0665]
[Train]:  67%|██████▋   | 640/962 [01:01<00:30, 10.54it/s, ce=0.2393, ear=-3.0577, loss=-0.0665]
[Train]:  67%|██████▋   | 640/962 [01:01<00:30, 10.54it/s, ce=0.2391, ear=-3.0577, loss=-0.0666]
[Train]:  67%|██████▋   | 640/962 [01:01<00:30, 10.54it/s, ce=0.2390, ear=-3.0575, loss=-0.0667]
[Train]:  67%|██████▋   | 642/962 [01:01<00:30, 10.34it/s, ce=0.2390, ear=-3.0575, loss=-0.0667]
[Train]:  67%|██████▋   | 642/962 [01:01<00:30, 10.34it/s, ce=0.2391, ear=-3.0575, loss=-0.0667]
[Train]:  67%|██████▋   | 642/962 [01:01<00:30, 10.34it/s, ce=0.2388, ear=-3.0576, loss=-0.0669]
[Train]:  67%|██████▋   | 644/962 [01:01<00:30, 10.44it/s, ce=0.2388, ear=-3.0576, loss=-0.0669]
[Train]:  67%|██████▋   | 644/962 [01:01<00:30, 10.44it/s, ce=0.2387, ear=-3.0576, loss=-0.0671]
[Train]:  67%|██████▋   | 644/962 [01:01<00:30, 10.44it/s, ce=0.2387, ear=-3.0574, loss=-0.0670]
[Train]:  67%|██████▋   | 646/962 [01:01<00:30, 10.50it/s, ce=0.2387, ear=-3.0574, loss=-0.0670]
[Train]:  67%|██████▋   | 646/962 [01:01<00:30, 10.50it/s, ce=0.2386, ear=-3.0573, loss=-0.0672]
[Train]:  67%|██████▋   | 646/962 [01:02<00:30, 10.50it/s, ce=0.2385, ear=-3.0572, loss=-0.0672]
[Train]:  67%|██████▋   | 648/962 [01:02<00:29, 10.57it/s, ce=0.2385, ear=-3.0572, loss=-0.0672]
[Train]:  67%|██████▋   | 648/962 [01:02<00:29, 10.57it/s, ce=0.2385, ear=-3.0566, loss=-0.0671]
[Train]:  67%|██████▋   | 648/962 [01:02<00:29, 10.57it/s, ce=0.2386, ear=-3.0565, loss=-0.0671]
[Train]:  68%|██████▊   | 650/962 [01:02<00:29, 10.63it/s, ce=0.2386, ear=-3.0565, loss=-0.0671]
[Train]:  68%|██████▊   | 650/962 [01:02<00:29, 10.63it/s, ce=0.2383, ear=-3.0562, loss=-0.0673]
[Train]:  68%|██████▊   | 650/962 [01:02<00:29, 10.63it/s, ce=0.2384, ear=-3.0564, loss=-0.0673]
[Train]:  68%|██████▊   | 652/962 [01:02<00:29, 10.67it/s, ce=0.2384, ear=-3.0564, loss=-0.0673]
[Train]:  68%|██████▊   | 652/962 [01:02<00:29, 10.67it/s, ce=0.2387, ear=-3.0561, loss=-0.0669]
[Train]:  68%|██████▊   | 652/962 [01:02<00:29, 10.67it/s, ce=0.2387, ear=-3.0565, loss=-0.0670]
[Train]:  68%|██████▊   | 654/962 [01:02<00:28, 10.67it/s, ce=0.2387, ear=-3.0565, loss=-0.0670]
[Train]:  68%|██████▊   | 654/962 [01:02<00:28, 10.67it/s, ce=0.2386, ear=-3.0559, loss=-0.0669]
[Train]:  68%|██████▊   | 654/962 [01:02<00:28, 10.67it/s, ce=0.2386, ear=-3.0559, loss=-0.0670]
[Train]:  68%|██████▊   | 656/962 [01:02<00:28, 10.70it/s, ce=0.2386, ear=-3.0559, loss=-0.0670]
[Train]:  68%|██████▊   | 656/962 [01:02<00:28, 10.70it/s, ce=0.2388, ear=-3.0559, loss=-0.0667]
[Train]:  68%|██████▊   | 656/962 [01:02<00:28, 10.70it/s, ce=0.2394, ear=-3.0555, loss=-0.0662]
[Train]:  68%|██████▊   | 658/962 [01:02<00:28, 10.69it/s, ce=0.2394, ear=-3.0555, loss=-0.0662]
[Train]:  68%|██████▊   | 658/962 [01:03<00:28, 10.69it/s, ce=0.2394, ear=-3.0558, loss=-0.0662]
[Train]:  68%|██████▊   | 658/962 [01:03<00:28, 10.69it/s, ce=0.2396, ear=-3.0562, loss=-0.0660]
[Train]:  69%|██████▊   | 660/962 [01:03<00:28, 10.66it/s, ce=0.2396, ear=-3.0562, loss=-0.0660]
[Train]:  69%|██████▊   | 660/962 [01:03<00:28, 10.66it/s, ce=0.2398, ear=-3.0560, loss=-0.0658]
[Train]:  69%|██████▊   | 660/962 [01:03<00:28, 10.66it/s, ce=0.2397, ear=-3.0562, loss=-0.0659]
[Train]:  69%|██████▉   | 662/962 [01:03<00:28, 10.67it/s, ce=0.2397, ear=-3.0562, loss=-0.0659]
[Train]:  69%|██████▉   | 662/962 [01:03<00:28, 10.67it/s, ce=0.2396, ear=-3.0563, loss=-0.0661]
[Train]:  69%|██████▉   | 662/962 [01:03<00:28, 10.67it/s, ce=0.2396, ear=-3.0564, loss=-0.0661]
[Train]:  69%|██████▉   | 664/962 [01:03<00:28, 10.64it/s, ce=0.2396, ear=-3.0564, loss=-0.0661]
[Train]:  69%|██████▉   | 664/962 [01:03<00:28, 10.64it/s, ce=0.2398, ear=-3.0561, loss=-0.0658]
[Train]:  69%|██████▉   | 664/962 [01:03<00:28, 10.64it/s, ce=0.2400, ear=-3.0563, loss=-0.0656]
[Train]:  69%|██████▉   | 666/962 [01:03<00:28, 10.47it/s, ce=0.2400, ear=-3.0563, loss=-0.0656]
[Train]:  69%|██████▉   | 666/962 [01:03<00:28, 10.47it/s, ce=0.2404, ear=-3.0563, loss=-0.0652]
[Train]:  69%|██████▉   | 666/962 [01:03<00:28, 10.47it/s, ce=0.2405, ear=-3.0565, loss=-0.0652]
[Train]:  69%|██████▉   | 668/962 [01:03<00:28, 10.44it/s, ce=0.2405, ear=-3.0565, loss=-0.0652]
[Train]:  69%|██████▉   | 668/962 [01:04<00:28, 10.44it/s, ce=0.2403, ear=-3.0565, loss=-0.0654]
[Train]:  69%|██████▉   | 668/962 [01:04<00:28, 10.44it/s, ce=0.2403, ear=-3.0563, loss=-0.0653]
[Train]:  70%|██████▉   | 670/962 [01:04<00:27, 10.48it/s, ce=0.2403, ear=-3.0563, loss=-0.0653]
[Train]:  70%|██████▉   | 670/962 [01:04<00:27, 10.48it/s, ce=0.2405, ear=-3.0565, loss=-0.0651]
[Train]:  70%|██████▉   | 670/962 [01:04<00:27, 10.48it/s, ce=0.2405, ear=-3.0565, loss=-0.0651]
[Train]:  70%|██████▉   | 672/962 [01:04<00:27, 10.54it/s, ce=0.2405, ear=-3.0565, loss=-0.0651]
[Train]:  70%|██████▉   | 672/962 [01:04<00:27, 10.54it/s, ce=0.2408, ear=-3.0560, loss=-0.0648]
[Train]:  70%|██████▉   | 672/962 [01:04<00:27, 10.54it/s, ce=0.2406, ear=-3.0560, loss=-0.0650]
[Train]:  70%|███████   | 674/962 [01:04<00:27, 10.59it/s, ce=0.2406, ear=-3.0560, loss=-0.0650]
[Train]:  70%|███████   | 674/962 [01:04<00:27, 10.59it/s, ce=0.2406, ear=-3.0560, loss=-0.0650]
[Train]:  70%|███████   | 674/962 [01:04<00:27, 10.59it/s, ce=0.2408, ear=-3.0558, loss=-0.0648]
[Train]:  70%|███████   | 676/962 [01:04<00:27, 10.59it/s, ce=0.2408, ear=-3.0558, loss=-0.0648]
[Train]:  70%|███████   | 676/962 [01:04<00:27, 10.59it/s, ce=0.2407, ear=-3.0558, loss=-0.0649]
[Train]:  70%|███████   | 676/962 [01:04<00:27, 10.59it/s, ce=0.2409, ear=-3.0553, loss=-0.0646]
[Train]:  70%|███████   | 678/962 [01:04<00:26, 10.61it/s, ce=0.2409, ear=-3.0553, loss=-0.0646]
[Train]:  70%|███████   | 678/962 [01:04<00:26, 10.61it/s, ce=0.2416, ear=-3.0556, loss=-0.0640]
[Train]:  70%|███████   | 678/962 [01:05<00:26, 10.61it/s, ce=0.2415, ear=-3.0555, loss=-0.0641]
[Train]:  71%|███████   | 680/962 [01:05<00:26, 10.62it/s, ce=0.2415, ear=-3.0555, loss=-0.0641]
[Train]:  71%|███████   | 680/962 [01:05<00:26, 10.62it/s, ce=0.2412, ear=-3.0558, loss=-0.0644]
[Train]:  71%|███████   | 680/962 [01:05<00:26, 10.62it/s, ce=0.2409, ear=-3.0557, loss=-0.0646]
[Train]:  71%|███████   | 682/962 [01:05<00:26, 10.63it/s, ce=0.2409, ear=-3.0557, loss=-0.0646]
[Train]:  71%|███████   | 682/962 [01:05<00:26, 10.63it/s, ce=0.2411, ear=-3.0554, loss=-0.0645]
[Train]:  71%|███████   | 682/962 [01:05<00:26, 10.63it/s, ce=0.2408, ear=-3.0551, loss=-0.0647]
[Train]:  71%|███████   | 684/962 [01:05<00:26, 10.59it/s, ce=0.2408, ear=-3.0551, loss=-0.0647]
[Train]:  71%|███████   | 684/962 [01:05<00:26, 10.59it/s, ce=0.2408, ear=-3.0552, loss=-0.0647]
[Train]:  71%|███████   | 684/962 [01:05<00:26, 10.59it/s, ce=0.2407, ear=-3.0554, loss=-0.0648]
[Train]:  71%|███████▏  | 686/962 [01:05<00:26, 10.61it/s, ce=0.2407, ear=-3.0554, loss=-0.0648]
[Train]:  71%|███████▏  | 686/962 [01:05<00:26, 10.61it/s, ce=0.2413, ear=-3.0555, loss=-0.0643]
[Train]:  71%|███████▏  | 686/962 [01:05<00:26, 10.61it/s, ce=0.2412, ear=-3.0558, loss=-0.0644]
[Train]:  72%|███████▏  | 688/962 [01:05<00:25, 10.62it/s, ce=0.2412, ear=-3.0558, loss=-0.0644]
[Train]:  72%|███████▏  | 688/962 [01:05<00:25, 10.62it/s, ce=0.2412, ear=-3.0559, loss=-0.0644]
[Train]:  72%|███████▏  | 688/962 [01:06<00:25, 10.62it/s, ce=0.2413, ear=-3.0558, loss=-0.0643]
[Train]:  72%|███████▏  | 690/962 [01:06<00:26, 10.42it/s, ce=0.2413, ear=-3.0558, loss=-0.0643]
[Train]:  72%|███████▏  | 690/962 [01:06<00:26, 10.42it/s, ce=0.2415, ear=-3.0560, loss=-0.0641]
[Train]:  72%|███████▏  | 690/962 [01:06<00:26, 10.42it/s, ce=0.2416, ear=-3.0563, loss=-0.0640]
[Train]:  72%|███████▏  | 692/962 [01:06<00:25, 10.47it/s, ce=0.2416, ear=-3.0563, loss=-0.0640]
[Train]:  72%|███████▏  | 692/962 [01:06<00:25, 10.47it/s, ce=0.2417, ear=-3.0562, loss=-0.0639]
[Train]:  72%|███████▏  | 692/962 [01:06<00:25, 10.47it/s, ce=0.2417, ear=-3.0563, loss=-0.0639]
[Train]:  72%|███████▏  | 694/962 [01:06<00:25, 10.50it/s, ce=0.2417, ear=-3.0563, loss=-0.0639]
[Train]:  72%|███████▏  | 694/962 [01:06<00:25, 10.50it/s, ce=0.2416, ear=-3.0560, loss=-0.0640]
[Train]:  72%|███████▏  | 694/962 [01:06<00:25, 10.50it/s, ce=0.2417, ear=-3.0556, loss=-0.0639]
[Train]:  72%|███████▏  | 696/962 [01:06<00:25, 10.51it/s, ce=0.2417, ear=-3.0556, loss=-0.0639]
[Train]:  72%|███████▏  | 696/962 [01:06<00:25, 10.51it/s, ce=0.2417, ear=-3.0553, loss=-0.0638]
[Train]:  72%|███████▏  | 696/962 [01:06<00:25, 10.51it/s, ce=0.2417, ear=-3.0550, loss=-0.0638]
[Train]:  73%|███████▎  | 698/962 [01:06<00:24, 10.57it/s, ce=0.2417, ear=-3.0550, loss=-0.0638]
[Train]:  73%|███████▎  | 698/962 [01:06<00:24, 10.57it/s, ce=0.2416, ear=-3.0549, loss=-0.0639]
[Train]:  73%|███████▎  | 698/962 [01:06<00:24, 10.57it/s, ce=0.2415, ear=-3.0550, loss=-0.0640]
[Train]:  73%|███████▎  | 700/962 [01:06<00:24, 10.61it/s, ce=0.2415, ear=-3.0550, loss=-0.0640]
[Train]:  73%|███████▎  | 700/962 [01:07<00:24, 10.61it/s, ce=0.2416, ear=-3.0548, loss=-0.0639]
[Train]:  73%|███████▎  | 700/962 [01:07<00:24, 10.61it/s, ce=0.2413, ear=-3.0545, loss=-0.0641]
[Train]:  73%|███████▎  | 702/962 [01:07<00:24, 10.59it/s, ce=0.2413, ear=-3.0545, loss=-0.0641]
[Train]:  73%|███████▎  | 702/962 [01:07<00:24, 10.59it/s, ce=0.2412, ear=-3.0546, loss=-0.0643]
[Train]:  73%|███████▎  | 702/962 [01:07<00:24, 10.59it/s, ce=0.2411, ear=-3.0545, loss=-0.0644]
[Train]:  73%|███████▎  | 704/962 [01:07<00:24, 10.57it/s, ce=0.2411, ear=-3.0545, loss=-0.0644]
[Train]:  73%|███████▎  | 704/962 [01:07<00:24, 10.57it/s, ce=0.2409, ear=-3.0549, loss=-0.0646]
[Train]:  73%|███████▎  | 704/962 [01:07<00:24, 10.57it/s, ce=0.2406, ear=-3.0550, loss=-0.0649]
[Train]:  73%|███████▎  | 706/962 [01:07<00:24, 10.60it/s, ce=0.2406, ear=-3.0550, loss=-0.0649]
[Train]:  73%|███████▎  | 706/962 [01:07<00:24, 10.60it/s, ce=0.2412, ear=-3.0550, loss=-0.0643]
[Train]:  73%|███████▎  | 706/962 [01:07<00:24, 10.60it/s, ce=0.2418, ear=-3.0552, loss=-0.0637]
[Train]:  74%|███████▎  | 708/962 [01:07<00:24, 10.58it/s, ce=0.2418, ear=-3.0552, loss=-0.0637]
[Train]:  74%|███████▎  | 708/962 [01:07<00:24, 10.58it/s, ce=0.2420, ear=-3.0550, loss=-0.0635]
[Train]:  74%|███████▎  | 708/962 [01:07<00:24, 10.58it/s, ce=0.2420, ear=-3.0549, loss=-0.0635]
[Train]:  74%|███████▍  | 710/962 [01:07<00:23, 10.54it/s, ce=0.2420, ear=-3.0549, loss=-0.0635]
[Train]:  74%|███████▍  | 710/962 [01:07<00:23, 10.54it/s, ce=0.2420, ear=-3.0549, loss=-0.0635]
[Train]:  74%|███████▍  | 710/962 [01:08<00:23, 10.54it/s, ce=0.2421, ear=-3.0549, loss=-0.0634]
[Train]:  74%|███████▍  | 712/962 [01:08<00:23, 10.51it/s, ce=0.2421, ear=-3.0549, loss=-0.0634]
[Train]:  74%|███████▍  | 712/962 [01:08<00:23, 10.51it/s, ce=0.2420, ear=-3.0544, loss=-0.0635]
[Train]:  74%|███████▍  | 712/962 [01:08<00:23, 10.51it/s, ce=0.2422, ear=-3.0541, loss=-0.0632]
[Train]:  74%|███████▍  | 714/962 [01:08<00:24, 10.30it/s, ce=0.2422, ear=-3.0541, loss=-0.0632]
[Train]:  74%|███████▍  | 714/962 [01:08<00:24, 10.30it/s, ce=0.2420, ear=-3.0544, loss=-0.0634]
[Train]:  74%|███████▍  | 714/962 [01:08<00:24, 10.30it/s, ce=0.2420, ear=-3.0545, loss=-0.0634]
[Train]:  74%|███████▍  | 716/962 [01:08<00:24, 10.16it/s, ce=0.2420, ear=-3.0545, loss=-0.0634]
[Train]:  74%|███████▍  | 716/962 [01:08<00:24, 10.16it/s, ce=0.2420, ear=-3.0544, loss=-0.0635]
[Train]:  74%|███████▍  | 716/962 [01:08<00:24, 10.16it/s, ce=0.2418, ear=-3.0544, loss=-0.0636]
[Train]:  75%|███████▍  | 718/962 [01:08<00:23, 10.18it/s, ce=0.2418, ear=-3.0544, loss=-0.0636]
[Train]:  75%|███████▍  | 718/962 [01:08<00:23, 10.18it/s, ce=0.2416, ear=-3.0546, loss=-0.0638]
[Train]:  75%|███████▍  | 718/962 [01:08<00:23, 10.18it/s, ce=0.2414, ear=-3.0545, loss=-0.0641]
[Train]:  75%|███████▍  | 720/962 [01:08<00:23, 10.15it/s, ce=0.2414, ear=-3.0545, loss=-0.0641]
[Train]:  75%|███████▍  | 720/962 [01:08<00:23, 10.15it/s, ce=0.2412, ear=-3.0544, loss=-0.0642]
[Train]:  75%|███████▍  | 720/962 [01:09<00:23, 10.15it/s, ce=0.2415, ear=-3.0548, loss=-0.0640]
[Train]:  75%|███████▌  | 722/962 [01:09<00:23, 10.20it/s, ce=0.2415, ear=-3.0548, loss=-0.0640]
[Train]:  75%|███████▌  | 722/962 [01:09<00:23, 10.20it/s, ce=0.2412, ear=-3.0547, loss=-0.0643]
[Train]:  75%|███████▌  | 722/962 [01:09<00:23, 10.20it/s, ce=0.2412, ear=-3.0548, loss=-0.0642]
[Train]:  75%|███████▌  | 724/962 [01:09<00:23, 10.16it/s, ce=0.2412, ear=-3.0548, loss=-0.0642]
[Train]:  75%|███████▌  | 724/962 [01:09<00:23, 10.16it/s, ce=0.2415, ear=-3.0552, loss=-0.0640]
[Train]:  75%|███████▌  | 724/962 [01:09<00:23, 10.16it/s, ce=0.2415, ear=-3.0552, loss=-0.0640]
[Train]:  75%|███████▌  | 726/962 [01:09<00:23, 10.25it/s, ce=0.2415, ear=-3.0552, loss=-0.0640]
[Train]:  75%|███████▌  | 726/962 [01:09<00:23, 10.25it/s, ce=0.2413, ear=-3.0554, loss=-0.0643]
[Train]:  75%|███████▌  | 726/962 [01:09<00:23, 10.25it/s, ce=0.2411, ear=-3.0552, loss=-0.0644]
[Train]:  76%|███████▌  | 728/962 [01:09<00:22, 10.34it/s, ce=0.2411, ear=-3.0552, loss=-0.0644]
[Train]:  76%|███████▌  | 728/962 [01:09<00:22, 10.34it/s, ce=0.2410, ear=-3.0552, loss=-0.0645]
[Train]:  76%|███████▌  | 728/962 [01:09<00:22, 10.34it/s, ce=0.2412, ear=-3.0554, loss=-0.0644]
[Train]:  76%|███████▌  | 730/962 [01:09<00:22, 10.47it/s, ce=0.2412, ear=-3.0554, loss=-0.0644]
[Train]:  76%|███████▌  | 730/962 [01:09<00:22, 10.47it/s, ce=0.2411, ear=-3.0553, loss=-0.0644]
[Train]:  76%|███████▌  | 730/962 [01:10<00:22, 10.47it/s, ce=0.2410, ear=-3.0554, loss=-0.0645]
[Train]:  76%|███████▌  | 732/962 [01:10<00:21, 10.54it/s, ce=0.2410, ear=-3.0554, loss=-0.0645]
[Train]:  76%|███████▌  | 732/962 [01:10<00:21, 10.54it/s, ce=0.2408, ear=-3.0556, loss=-0.0648]
[Train]:  76%|███████▌  | 732/962 [01:10<00:21, 10.54it/s, ce=0.2409, ear=-3.0558, loss=-0.0647]
[Train]:  76%|███████▋  | 734/962 [01:10<00:21, 10.61it/s, ce=0.2409, ear=-3.0558, loss=-0.0647]
[Train]:  76%|███████▋  | 734/962 [01:10<00:21, 10.61it/s, ce=0.2408, ear=-3.0555, loss=-0.0647]
[Train]:  76%|███████▋  | 734/962 [01:10<00:21, 10.61it/s, ce=0.2407, ear=-3.0556, loss=-0.0648]
[Train]:  77%|███████▋  | 736/962 [01:10<00:21, 10.62it/s, ce=0.2407, ear=-3.0556, loss=-0.0648]
[Train]:  77%|███████▋  | 736/962 [01:10<00:21, 10.62it/s, ce=0.2405, ear=-3.0558, loss=-0.0651]
[Train]:  77%|███████▋  | 736/962 [01:10<00:21, 10.62it/s, ce=0.2405, ear=-3.0557, loss=-0.0651]
[Train]:  77%|███████▋  | 738/962 [01:10<00:21, 10.40it/s, ce=0.2405, ear=-3.0557, loss=-0.0651]
[Train]:  77%|███████▋  | 738/962 [01:10<00:21, 10.40it/s, ce=0.2404, ear=-3.0555, loss=-0.0652]
[Train]:  77%|███████▋  | 738/962 [01:10<00:21, 10.40it/s, ce=0.2405, ear=-3.0556, loss=-0.0651]
[Train]:  77%|███████▋  | 740/962 [01:10<00:21, 10.50it/s, ce=0.2405, ear=-3.0556, loss=-0.0651]
[Train]:  77%|███████▋  | 740/962 [01:10<00:21, 10.50it/s, ce=0.2404, ear=-3.0553, loss=-0.0651]
[Train]:  77%|███████▋  | 740/962 [01:10<00:21, 10.50it/s, ce=0.2407, ear=-3.0551, loss=-0.0648]
[Train]:  77%|███████▋  | 742/962 [01:10<00:20, 10.49it/s, ce=0.2407, ear=-3.0551, loss=-0.0648]
[Train]:  77%|███████▋  | 742/962 [01:11<00:20, 10.49it/s, ce=0.2407, ear=-3.0549, loss=-0.0648]
[Train]:  77%|███████▋  | 742/962 [01:11<00:20, 10.49it/s, ce=0.2406, ear=-3.0550, loss=-0.0649]
[Train]:  77%|███████▋  | 744/962 [01:11<00:20, 10.57it/s, ce=0.2406, ear=-3.0550, loss=-0.0649]
[Train]:  77%|███████▋  | 744/962 [01:11<00:20, 10.57it/s, ce=0.2406, ear=-3.0550, loss=-0.0649]
[Train]:  77%|███████▋  | 744/962 [01:11<00:20, 10.57it/s, ce=0.2407, ear=-3.0550, loss=-0.0648]
[Train]:  78%|███████▊  | 746/962 [01:11<00:20, 10.58it/s, ce=0.2407, ear=-3.0550, loss=-0.0648]
[Train]:  78%|███████▊  | 746/962 [01:11<00:20, 10.58it/s, ce=0.2405, ear=-3.0547, loss=-0.0650]
[Train]:  78%|███████▊  | 746/962 [01:11<00:20, 10.58it/s, ce=0.2407, ear=-3.0547, loss=-0.0648]
[Train]:  78%|███████▊  | 748/962 [01:11<00:20, 10.53it/s, ce=0.2407, ear=-3.0547, loss=-0.0648]
[Train]:  78%|███████▊  | 748/962 [01:11<00:20, 10.53it/s, ce=0.2405, ear=-3.0548, loss=-0.0650]
[Train]:  78%|███████▊  | 748/962 [01:11<00:20, 10.53it/s, ce=0.2404, ear=-3.0546, loss=-0.0651]
[Train]:  78%|███████▊  | 750/962 [01:11<00:20, 10.54it/s, ce=0.2404, ear=-3.0546, loss=-0.0651]
[Train]:  78%|███████▊  | 750/962 [01:11<00:20, 10.54it/s, ce=0.2404, ear=-3.0546, loss=-0.0650]
[Train]:  78%|███████▊  | 750/962 [01:11<00:20, 10.54it/s, ce=0.2404, ear=-3.0547, loss=-0.0650]
[Train]:  78%|███████▊  | 752/962 [01:11<00:19, 10.55it/s, ce=0.2404, ear=-3.0547, loss=-0.0650]
[Train]:  78%|███████▊  | 752/962 [01:12<00:19, 10.55it/s, ce=0.2405, ear=-3.0551, loss=-0.0650]
[Train]:  78%|███████▊  | 752/962 [01:12<00:19, 10.55it/s, ce=0.2410, ear=-3.0553, loss=-0.0645]
[Train]:  78%|███████▊  | 754/962 [01:12<00:19, 10.60it/s, ce=0.2410, ear=-3.0553, loss=-0.0645]
[Train]:  78%|███████▊  | 754/962 [01:12<00:19, 10.60it/s, ce=0.2413, ear=-3.0555, loss=-0.0643]
[Train]:  78%|███████▊  | 754/962 [01:12<00:19, 10.60it/s, ce=0.2412, ear=-3.0553, loss=-0.0643]
[Train]:  79%|███████▊  | 756/962 [01:12<00:19, 10.62it/s, ce=0.2412, ear=-3.0553, loss=-0.0643]
[Train]:  79%|███████▊  | 756/962 [01:12<00:19, 10.62it/s, ce=0.2411, ear=-3.0554, loss=-0.0644]
[Train]:  79%|███████▊  | 756/962 [01:12<00:19, 10.62it/s, ce=0.2414, ear=-3.0554, loss=-0.0641]
[Train]:  79%|███████▉  | 758/962 [01:12<00:19, 10.56it/s, ce=0.2414, ear=-3.0554, loss=-0.0641]
[Train]:  79%|███████▉  | 758/962 [01:12<00:19, 10.56it/s, ce=0.2412, ear=-3.0554, loss=-0.0644]
[Train]:  79%|███████▉  | 758/962 [01:12<00:19, 10.56it/s, ce=0.2409, ear=-3.0552, loss=-0.0647]
[Train]:  79%|███████▉  | 760/962 [01:12<00:19, 10.56it/s, ce=0.2409, ear=-3.0552, loss=-0.0647]
[Train]:  79%|███████▉  | 760/962 [01:12<00:19, 10.56it/s, ce=0.2407, ear=-3.0551, loss=-0.0648]
[Train]:  79%|███████▉  | 760/962 [01:12<00:19, 10.56it/s, ce=0.2413, ear=-3.0549, loss=-0.0642]
[Train]:  79%|███████▉  | 762/962 [01:12<00:19, 10.31it/s, ce=0.2413, ear=-3.0549, loss=-0.0642]
[Train]:  79%|███████▉  | 762/962 [01:12<00:19, 10.31it/s, ce=0.2410, ear=-3.0550, loss=-0.0645]
[Train]:  79%|███████▉  | 762/962 [01:13<00:19, 10.31it/s, ce=0.2412, ear=-3.0550, loss=-0.0643]
[Train]:  79%|███████▉  | 764/962 [01:13<00:18, 10.44it/s, ce=0.2412, ear=-3.0550, loss=-0.0643]
