
>>> [1/63] GetFair | toxigen | seed=2024
>>> Command: python3 src_script/train/train_baseline_getfair.py --dataset toxigen --seed 2024 --lambda_gf 0.5 --epochs 6 --patience 3 --batch_size 16 --grad_accum 2 --lr 2e-5 --max_len 128
>>> Start: Sun Mar 15 05:11:32 CST 2026
/root/miniconda/lib/python3.8/site-packages/torchvision/datapoints/__init__.py:12: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
/root/miniconda/lib/python3.8/site-packages/torchvision/transforms/v2/__init__.py:54: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
[Hardware] TF32 acceleration enabled for Ampere+ GPUs.
[Experiment] GetFair_toxigen_seed2024_0315_0511
[Data] Train: 7168 | Val: 896 | Test: 896
[Model] GetFair | lambda_gf=0.5

Epoch 1/6

[Train]:   0%|          | 0/448 [00:00<?, ?it/s]
[Train]:  47%|████▋     | 212/448 [00:47<00:52,  4.52it/s, ce=0.6486, gf=0.0005, loss=0.6489]
[Train]:  48%|████▊     | 213/448 [00:47<00:50,  4.62it/s, ce=0.6486, gf=0.0005, loss=0.6489]
[Train]:  48%|████▊     | 213/448 [00:47<00:50,  4.62it/s, ce=0.6468, gf=0.0005, loss=0.6470]
[Train]:  48%|████▊     | 214/448 [00:47<00:51,  4.53it/s, ce=0.6468, gf=0.0005, loss=0.6470]
[Train]:  48%|████▊     | 214/448 [00:47<00:51,  4.53it/s, ce=0.6457, gf=0.0005, loss=0.6459]
[Train]:  48%|████▊     | 215/448 [00:47<00:50,  4.63it/s, ce=0.6457, gf=0.0005, loss=0.6459]
[Train]:  48%|████▊     | 215/448 [00:47<00:50,  4.63it/s, ce=0.6444, gf=0.0005, loss=0.6446]
[Train]:  48%|████▊     | 216/448 [00:47<00:51,  4.52it/s, ce=0.6444, gf=0.0005, loss=0.6446]
[Train]:  48%|████▊     | 216/448 [00:47<00:51,  4.52it/s, ce=0.6436, gf=0.0005, loss=0.6439]
[Train]:  48%|████▊     | 217/448 [00:47<00:50,  4.61it/s, ce=0.6436, gf=0.0005, loss=0.6439]
[Train]:  48%|████▊     | 217/448 [00:48<00:50,  4.61it/s, ce=0.6429, gf=0.0005, loss=0.6431]
[Train]:  49%|████▊     | 218/448 [00:48<00:50,  4.52it/s, ce=0.6429, gf=0.0005, loss=0.6431]
[Train]:  49%|████▊     | 218/448 [00:48<00:50,  4.52it/s, ce=0.6424, gf=0.0005, loss=0.6427]
[Train]:  49%|████▉     | 219/448 [00:48<00:49,  4.60it/s, ce=0.6424, gf=0.0005, loss=0.6427]
[Train]:  49%|████▉     | 219/448 [00:48<00:49,  4.60it/s, ce=0.6419, gf=0.0005, loss=0.6422]
[Train]:  49%|████▉     | 220/448 [00:48<00:50,  4.51it/s, ce=0.6419, gf=0.0005, loss=0.6422]
[Train]:  49%|████▉     | 220/448 [00:48<00:50,  4.51it/s, ce=0.6411, gf=0.0006, loss=0.6414]
[Train]:  49%|████▉     | 221/448 [00:48<00:49,  4.57it/s, ce=0.6411, gf=0.0006, loss=0.6414]
[Train]:  49%|████▉     | 221/448 [00:49<00:49,  4.57it/s, ce=0.6398, gf=0.0006, loss=0.6401]
[Train]:  50%|████▉     | 222/448 [00:49<00:50,  4.50it/s, ce=0.6398, gf=0.0006, loss=0.6401]
[Train]:  50%|████▉     | 222/448 [00:49<00:50,  4.50it/s, ce=0.6393, gf=0.0006, loss=0.6396]
[Train]:  50%|████▉     | 223/448 [00:49<00:48,  4.61it/s, ce=0.6393, gf=0.0006, loss=0.6396]
[Train]:  50%|████▉     | 223/448 [00:49<00:48,  4.61it/s, ce=0.6391, gf=0.0006, loss=0.6394]
[Train]:  50%|█████     | 224/448 [00:49<00:49,  4.50it/s, ce=0.6391, gf=0.0006, loss=0.6394]
[Train]:  50%|█████     | 224/448 [00:49<00:49,  4.50it/s, ce=0.6380, gf=0.0009, loss=0.6384]
[Train]:  50%|█████     | 225/448 [00:49<00:48,  4.61it/s, ce=0.6380, gf=0.0009, loss=0.6384]
[Train]:  50%|█████     | 225/448 [00:49<00:48,  4.61it/s, ce=0.6366, gf=0.0009, loss=0.6371]
[Train]:  50%|█████     | 226/448 [00:49<00:49,  4.51it/s, ce=0.6366, gf=0.0009, loss=0.6371]
[Train]:  50%|█████     | 226/448 [00:50<00:49,  4.51it/s, ce=0.6350, gf=0.0009, loss=0.6354]
[Train]:  51%|█████     | 227/448 [00:50<00:47,  4.61it/s, ce=0.6350, gf=0.0009, loss=0.6354]
[Train]:  51%|█████     | 227/448 [00:50<00:47,  4.61it/s, ce=0.6342, gf=0.0009, loss=0.6347]
[Train]:  51%|█████     | 228/448 [00:50<00:48,  4.50it/s, ce=0.6342, gf=0.0009, loss=0.6347]
[Train]:  51%|█████     | 228/448 [00:50<00:48,  4.50it/s, ce=0.6333, gf=0.0009, loss=0.6337]
[Train]:  51%|█████     | 229/448 [00:50<00:47,  4.60it/s, ce=0.6333, gf=0.0009, loss=0.6337]
[Train]:  51%|█████     | 229/448 [00:50<00:47,  4.60it/s, ce=0.6324, gf=0.0009, loss=0.6328]
[Train]:  51%|█████▏    | 230/448 [00:50<00:48,  4.52it/s, ce=0.6324, gf=0.0009, loss=0.6328]
[Train]:  51%|█████▏    | 230/448 [00:51<00:48,  4.52it/s, ce=0.6312, gf=0.0009, loss=0.6316]
[Train]:  52%|█████▏    | 231/448 [00:51<00:46,  4.62it/s, ce=0.6312, gf=0.0009, loss=0.6316]
[Train]:  52%|█████▏    | 231/448 [00:51<00:46,  4.62it/s, ce=0.6303, gf=0.0009, loss=0.6307]
[Train]:  52%|█████▏    | 232/448 [00:51<00:47,  4.53it/s, ce=0.6303, gf=0.0009, loss=0.6307]
[Train]:  52%|█████▏    | 232/448 [00:51<00:47,  4.53it/s, ce=0.6295, gf=0.0009, loss=0.6300]
[Train]:  52%|█████▏    | 233/448 [00:51<00:47,  4.55it/s, ce=0.6295, gf=0.0009, loss=0.6300]
[Train]:  52%|█████▏    | 233/448 [00:51<00:47,  4.55it/s, ce=0.6287, gf=0.0009, loss=0.6292]
[Train]:  52%|█████▏    | 234/448 [00:51<00:47,  4.48it/s, ce=0.6287, gf=0.0009, loss=0.6292]
[Train]:  52%|█████▏    | 234/448 [00:51<00:47,  4.48it/s, ce=0.6281, gf=0.0013, loss=0.6287]
[Train]:  52%|█████▏    | 235/448 [00:51<00:46,  4.59it/s, ce=0.6281, gf=0.0013, loss=0.6287]
[Train]:  52%|█████▏    | 235/448 [00:52<00:46,  4.59it/s, ce=0.6272, gf=0.0013, loss=0.6279]
[Train]:  53%|█████▎    | 236/448 [00:52<00:46,  4.52it/s, ce=0.6272, gf=0.0013, loss=0.6279]
[Train]:  53%|█████▎    | 236/448 [00:52<00:46,  4.52it/s, ce=0.6270, gf=0.0013, loss=0.6277]
[Train]:  53%|█████▎    | 237/448 [00:52<00:45,  4.62it/s, ce=0.6270, gf=0.0013, loss=0.6277]
[Train]:  53%|█████▎    | 237/448 [00:52<00:45,  4.62it/s, ce=0.6267, gf=0.0013, loss=0.6273]
[Train]:  53%|█████▎    | 238/448 [00:52<00:46,  4.52it/s, ce=0.6267, gf=0.0013, loss=0.6273]
[Train]:  53%|█████▎    | 238/448 [00:52<00:46,  4.52it/s, ce=0.6247, gf=0.0013, loss=0.6253]
[Train]:  53%|█████▎    | 239/448 [00:52<00:45,  4.62it/s, ce=0.6247, gf=0.0013, loss=0.6253]
[Train]:  53%|█████▎    | 239/448 [00:53<00:45,  4.62it/s, ce=0.6243, gf=0.0013, loss=0.6250]
[Train]:  54%|█████▎    | 240/448 [00:53<00:46,  4.52it/s, ce=0.6243, gf=0.0013, loss=0.6250]
[Train]:  54%|█████▎    | 240/448 [00:53<00:46,  4.52it/s, ce=0.6226, gf=0.0013, loss=0.6233]
[Train]:  54%|█████▍    | 241/448 [00:53<00:44,  4.63it/s, ce=0.6226, gf=0.0013, loss=0.6233]
[Train]:  54%|█████▍    | 241/448 [00:53<00:44,  4.63it/s, ce=0.6217, gf=0.0013, loss=0.6224]
[Train]:  54%|█████▍    | 242/448 [00:53<00:45,  4.53it/s, ce=0.6217, gf=0.0013, loss=0.6224]
[Train]:  54%|█████▍    | 242/448 [00:53<00:45,  4.53it/s, ce=0.6217, gf=0.0013, loss=0.6224]
[Train]:  54%|█████▍    | 243/448 [00:53<00:44,  4.60it/s, ce=0.6217, gf=0.0013, loss=0.6224]
[Train]:  54%|█████▍    | 243/448 [00:53<00:44,  4.60it/s, ce=0.6207, gf=0.0013, loss=0.6214]
[Train]:  54%|█████▍    | 244/448 [00:53<00:45,  4.49it/s, ce=0.6207, gf=0.0013, loss=0.6214]
[Train]:  54%|█████▍    | 244/448 [00:54<00:45,  4.49it/s, ce=0.6206, gf=0.0013, loss=0.6213]
[Train]:  55%|█████▍    | 245/448 [00:54<00:44,  4.59it/s, ce=0.6206, gf=0.0013, loss=0.6213]
[Train]:  55%|█████▍    | 245/448 [00:54<00:44,  4.59it/s, ce=0.6205, gf=0.0013, loss=0.6212]
[Train]:  55%|█████▍    | 246/448 [00:54<00:44,  4.51it/s, ce=0.6205, gf=0.0013, loss=0.6212]
[Train]:  55%|█████▍    | 246/448 [00:54<00:44,  4.51it/s, ce=0.6201, gf=0.0013, loss=0.6207]
[Train]:  55%|█████▌    | 247/448 [00:54<00:43,  4.63it/s, ce=0.6201, gf=0.0013, loss=0.6207]
[Train]:  55%|█████▌    | 247/448 [00:54<00:43,  4.63it/s, ce=0.6192, gf=0.0013, loss=0.6198]
[Train]:  55%|█████▌    | 248/448 [00:54<00:44,  4.54it/s, ce=0.6192, gf=0.0013, loss=0.6198]
[Train]:  55%|█████▌    | 248/448 [00:55<00:44,  4.54it/s, ce=0.6180, gf=0.0013, loss=0.6187]
[Train]:  56%|█████▌    | 249/448 [00:55<00:43,  4.60it/s, ce=0.6180, gf=0.0013, loss=0.6187]
[Train]:  56%|█████▌    | 249/448 [00:55<00:43,  4.60it/s, ce=0.6176, gf=0.0013, loss=0.6183]
[Train]:  56%|█████▌    | 250/448 [00:55<00:44,  4.49it/s, ce=0.6176, gf=0.0013, loss=0.6183]
[Train]:  56%|█████▌    | 250/448 [00:55<00:44,  4.49it/s, ce=0.6181, gf=0.0013, loss=0.6187]
[Train]:  56%|█████▌    | 251/448 [00:55<00:42,  4.60it/s, ce=0.6181, gf=0.0013, loss=0.6187]
[Train]:  56%|█████▌    | 251/448 [00:55<00:42,  4.60it/s, ce=0.6174, gf=0.0013, loss=0.6181]
[Train]:  56%|█████▋    | 252/448 [00:55<00:43,  4.53it/s, ce=0.6174, gf=0.0013, loss=0.6181]
[Train]:  56%|█████▋    | 252/448 [00:55<00:43,  4.53it/s, ce=0.6181, gf=0.0013, loss=0.6188]
[Train]:  56%|█████▋    | 253/448 [00:55<00:42,  4.63it/s, ce=0.6181, gf=0.0013, loss=0.6188]
[Train]:  56%|█████▋    | 253/448 [00:56<00:42,  4.63it/s, ce=0.6186, gf=0.0013, loss=0.6193]
[Train]:  57%|█████▋    | 254/448 [00:56<00:42,  4.54it/s, ce=0.6186, gf=0.0013, loss=0.6193]
[Train]:  57%|█████▋    | 254/448 [00:56<00:42,  4.54it/s, ce=0.6179, gf=0.0013, loss=0.6185]
[Train]:  57%|█████▋    | 255/448 [00:56<00:41,  4.63it/s, ce=0.6179, gf=0.0013, loss=0.6185]
[Train]:  57%|█████▋    | 255/448 [00:56<00:41,  4.63it/s, ce=0.6168, gf=0.0013, loss=0.6175]
[Train]:  57%|█████▋    | 256/448 [00:56<00:42,  4.54it/s, ce=0.6168, gf=0.0013, loss=0.6175]
[Train]:  57%|█████▋    | 256/448 [00:56<00:42,  4.54it/s, ce=0.6156, gf=0.0013, loss=0.6163]
[Train]:  57%|█████▋    | 257/448 [00:56<00:41,  4.60it/s, ce=0.6156, gf=0.0013, loss=0.6163]
[Train]:  57%|█████▋    | 257/448 [00:56<00:41,  4.60it/s, ce=0.6145, gf=0.0013, loss=0.6152]
[Train]:  58%|█████▊    | 258/448 [00:56<00:42,  4.49it/s, ce=0.6145, gf=0.0013, loss=0.6152]
[Train]:  58%|█████▊    | 258/448 [00:57<00:42,  4.49it/s, ce=0.6135, gf=0.0013, loss=0.6142]
[Train]:  58%|█████▊    | 259/448 [00:57<00:41,  4.56it/s, ce=0.6135, gf=0.0013, loss=0.6142]
[Train]:  58%|█████▊    | 259/448 [00:57<00:41,  4.56it/s, ce=0.6128, gf=0.0013, loss=0.6134]
[Train]:  58%|█████▊    | 260/448 [00:57<00:41,  4.48it/s, ce=0.6128, gf=0.0013, loss=0.6134]
[Train]:  58%|█████▊    | 260/448 [00:57<00:41,  4.48it/s, ce=0.6121, gf=0.0013, loss=0.6128]
[Train]:  58%|█████▊    | 261/448 [00:57<00:40,  4.59it/s, ce=0.6121, gf=0.0013, loss=0.6128]
[Train]:  58%|█████▊    | 261/448 [00:57<00:40,  4.59it/s, ce=0.6116, gf=0.0013, loss=0.6123]
[Train]:  58%|█████▊    | 262/448 [00:57<00:41,  4.50it/s, ce=0.6116, gf=0.0013, loss=0.6123]
[Train]:  58%|█████▊    | 262/448 [00:58<00:41,  4.50it/s, ce=0.6105, gf=0.0013, loss=0.6112]
[Train]:  59%|█████▊    | 263/448 [00:58<00:40,  4.61it/s, ce=0.6105, gf=0.0013, loss=0.6112]
[Train]:  59%|█████▊    | 263/448 [00:58<00:40,  4.61it/s, ce=0.6097, gf=0.0013, loss=0.6104]
[Train]:  59%|█████▉    | 264/448 [00:58<00:40,  4.53it/s, ce=0.6097, gf=0.0013, loss=0.6104]
[Train]:  59%|█████▉    | 264/448 [00:58<00:40,  4.53it/s, ce=0.6088, gf=0.0013, loss=0.6095]
[Train]:  59%|█████▉    | 265/448 [00:58<00:39,  4.61it/s, ce=0.6088, gf=0.0013, loss=0.6095]
[Train]:  59%|█████▉    | 265/448 [00:58<00:39,  4.61it/s, ce=0.6080, gf=0.0013, loss=0.6086]
[Train]:  59%|█████▉    | 266/448 [00:58<00:40,  4.52it/s, ce=0.6080, gf=0.0013, loss=0.6086]
[Train]:  59%|█████▉    | 266/448 [00:58<00:40,  4.52it/s, ce=0.6078, gf=0.0013, loss=0.6084]
[Train]:  60%|█████▉    | 267/448 [00:58<00:39,  4.63it/s, ce=0.6078, gf=0.0013, loss=0.6084]
[Train]:  60%|█████▉    | 267/448 [00:59<00:39,  4.63it/s, ce=0.6068, gf=0.0013, loss=0.6075]
[Train]:  60%|█████▉    | 268/448 [00:59<00:39,  4.55it/s, ce=0.6068, gf=0.0013, loss=0.6075]
[Train]:  60%|█████▉    | 268/448 [00:59<00:39,  4.55it/s, ce=0.6061, gf=0.0013, loss=0.6067]
[Train]:  60%|██████    | 269/448 [00:59<00:38,  4.65it/s, ce=0.6061, gf=0.0013, loss=0.6067]
[Train]:  60%|██████    | 269/448 [00:59<00:38,  4.65it/s, ce=0.6048, gf=0.0013, loss=0.6054]
[Train]:  60%|██████    | 270/448 [00:59<00:39,  4.55it/s, ce=0.6048, gf=0.0013, loss=0.6054]
[Train]:  60%|██████    | 270/448 [00:59<00:39,  4.55it/s, ce=0.6043, gf=0.0013, loss=0.6050]
[Train]:  60%|██████    | 271/448 [00:59<00:38,  4.60it/s, ce=0.6043, gf=0.0013, loss=0.6050]
[Train]:  60%|██████    | 271/448 [01:00<00:38,  4.60it/s, ce=0.6040, gf=0.0013, loss=0.6047]
[Train]:  61%|██████    | 272/448 [01:00<00:39,  4.50it/s, ce=0.6040, gf=0.0013, loss=0.6047]
[Train]:  61%|██████    | 272/448 [01:00<00:39,  4.50it/s, ce=0.6029, gf=0.0013, loss=0.6036]
[Train]:  61%|██████    | 273/448 [01:00<00:38,  4.57it/s, ce=0.6029, gf=0.0013, loss=0.6036]
[Train]:  61%|██████    | 273/448 [01:00<00:38,  4.57it/s, ce=0.6031, gf=0.0013, loss=0.6037]
[Train]:  61%|██████    | 274/448 [01:00<00:38,  4.47it/s, ce=0.6031, gf=0.0013, loss=0.6037]
[Train]:  61%|██████    | 274/448 [01:00<00:38,  4.47it/s, ce=0.6017, gf=0.0013, loss=0.6023]
[Train]:  61%|██████▏   | 275/448 [01:00<00:37,  4.59it/s, ce=0.6017, gf=0.0013, loss=0.6023]
[Train]:  61%|██████▏   | 275/448 [01:00<00:37,  4.59it/s, ce=0.6011, gf=0.0013, loss=0.6018]
[Train]:  62%|██████▏   | 276/448 [01:00<00:38,  4.51it/s, ce=0.6011, gf=0.0013, loss=0.6018]
[Train]:  62%|██████▏   | 276/448 [01:01<00:38,  4.51it/s, ce=0.5994, gf=0.0013, loss=0.6001]
[Train]:  62%|██████▏   | 277/448 [01:01<00:37,  4.61it/s, ce=0.5994, gf=0.0013, loss=0.6001]
[Train]:  62%|██████▏   | 277/448 [01:01<00:37,  4.61it/s, ce=0.5984, gf=0.0013, loss=0.5991]
[Train]:  62%|██████▏   | 278/448 [01:01<00:37,  4.52it/s, ce=0.5984, gf=0.0013, loss=0.5991]
[Train]:  62%|██████▏   | 278/448 [01:01<00:37,  4.52it/s, ce=0.5975, gf=0.0013, loss=0.5982]
[Train]:  62%|██████▏   | 279/448 [01:01<00:36,  4.63it/s, ce=0.5975, gf=0.0013, loss=0.5982]
[Train]:  62%|██████▏   | 279/448 [01:01<00:36,  4.63it/s, ce=0.5969, gf=0.0014, loss=0.5976]
[Train]:  62%|██████▎   | 280/448 [01:01<00:37,  4.52it/s, ce=0.5969, gf=0.0014, loss=0.5976]
[Train]:  62%|██████▎   | 280/448 [01:02<00:37,  4.52it/s, ce=0.5972, gf=0.0014, loss=0.5979]
[Train]:  63%|██████▎   | 281/448 [01:02<00:36,  4.61it/s, ce=0.5972, gf=0.0014, loss=0.5979]
[Train]:  63%|██████▎   | 281/448 [01:02<00:36,  4.61it/s, ce=0.5963, gf=0.0014, loss=0.5970]
[Train]:  63%|██████▎   | 282/448 [01:02<00:36,  4.51it/s, ce=0.5963, gf=0.0014, loss=0.5970]
[Train]:  63%|██████▎   | 282/448 [01:02<00:36,  4.51it/s, ce=0.5964, gf=0.0014, loss=0.5971]
[Train]:  63%|██████▎   | 283/448 [01:02<00:35,  4.61it/s, ce=0.5964, gf=0.0014, loss=0.5971]
[Train]:  63%|██████▎   | 283/448 [01:02<00:35,  4.61it/s, ce=0.5986, gf=0.0014, loss=0.5993]
[Train]:  63%|██████▎   | 284/448 [01:02<00:36,  4.53it/s, ce=0.5986, gf=0.0014, loss=0.5993]
[Train]:  63%|██████▎   | 284/448 [01:02<00:36,  4.53it/s, ce=0.5974, gf=0.0014, loss=0.5981]
[Train]:  64%|██████▎   | 285/448 [01:02<00:35,  4.60it/s, ce=0.5974, gf=0.0014, loss=0.5981]
[Train]:  64%|██████▎   | 285/448 [01:03<00:35,  4.60it/s, ce=0.5963, gf=0.0014, loss=0.5970]
[Train]:  64%|██████▍   | 286/448 [01:03<00:36,  4.49it/s, ce=0.5963, gf=0.0014, loss=0.5970]
[Train]:  64%|██████▍   | 286/448 [01:03<00:36,  4.49it/s, ce=0.5952, gf=0.0014, loss=0.5959]
[Train]:  64%|██████▍   | 287/448 [01:03<00:35,  4.58it/s, ce=0.5952, gf=0.0014, loss=0.5959]
[Train]:  64%|██████▍   | 287/448 [01:03<00:35,  4.58it/s, ce=0.5944, gf=0.0014, loss=0.5950]
[Train]:  64%|██████▍   | 288/448 [01:03<00:35,  4.49it/s, ce=0.5944, gf=0.0014, loss=0.5950]
[Train]:  64%|██████▍   | 288/448 [01:03<00:35,  4.49it/s, ce=0.5934, gf=0.0014, loss=0.5941]
[Train]:  65%|██████▍   | 289/448 [01:03<00:34,  4.59it/s, ce=0.5934, gf=0.0014, loss=0.5941]
[Train]:  65%|██████▍   | 289/448 [01:04<00:34,  4.59it/s, ce=0.5923, gf=0.0014, loss=0.5930]
[Train]:  65%|██████▍   | 290/448 [01:04<00:35,  4.50it/s, ce=0.5923, gf=0.0014, loss=0.5930]
[Train]:  65%|██████▍   | 290/448 [01:04<00:35,  4.50it/s, ce=0.5909, gf=0.0014, loss=0.5916]
[Train]:  65%|██████▍   | 291/448 [01:04<00:34,  4.60it/s, ce=0.5909, gf=0.0014, loss=0.5916]
[Train]:  65%|██████▍   | 291/448 [01:04<00:34,  4.60it/s, ce=0.5900, gf=0.0014, loss=0.5908]
[Train]:  65%|██████▌   | 292/448 [01:04<00:34,  4.52it/s, ce=0.5900, gf=0.0014, loss=0.5908]
[Train]:  65%|██████▌   | 292/448 [01:04<00:34,  4.52it/s, ce=0.5909, gf=0.0014, loss=0.5916]
[Train]:  65%|██████▌   | 293/448 [01:04<00:33,  4.62it/s, ce=0.5909, gf=0.0014, loss=0.5916]
[Train]:  65%|██████▌   | 293/448 [01:04<00:33,  4.62it/s, ce=0.5916, gf=0.0014, loss=0.5923]
[Train]:  66%|██████▌   | 294/448 [01:04<00:34,  4.53it/s, ce=0.5916, gf=0.0014, loss=0.5923]
[Train]:  66%|██████▌   | 294/448 [01:05<00:34,  4.53it/s, ce=0.5905, gf=0.0014, loss=0.5912]
[Train]:  66%|██████▌   | 295/448 [01:05<00:33,  4.63it/s, ce=0.5905, gf=0.0014, loss=0.5912]
[Train]:  66%|██████▌   | 295/448 [01:05<00:33,  4.63it/s, ce=0.5902, gf=0.0014, loss=0.5909]
[Train]:  66%|██████▌   | 296/448 [01:05<00:33,  4.52it/s, ce=0.5902, gf=0.0014, loss=0.5909]
[Train]:  66%|██████▌   | 296/448 [01:05<00:33,  4.52it/s, ce=0.5904, gf=0.0014, loss=0.5911]
[Train]:  66%|██████▋   | 297/448 [01:05<00:32,  4.63it/s, ce=0.5904, gf=0.0014, loss=0.5911]
[Train]:  66%|██████▋   | 297/448 [01:05<00:32,  4.63it/s, ce=0.5917, gf=0.0014, loss=0.5924]
[Train]:  67%|██████▋   | 298/448 [01:05<00:33,  4.54it/s, ce=0.5917, gf=0.0014, loss=0.5924]
[Train]:  67%|██████▋   | 298/448 [01:05<00:33,  4.54it/s, ce=0.5919, gf=0.0014, loss=0.5926]
[Train]:  67%|██████▋   | 299/448 [01:05<00:32,  4.63it/s, ce=0.5919, gf=0.0014, loss=0.5926]
[Train]:  67%|██████▋   | 299/448 [01:06<00:32,  4.63it/s, ce=0.5916, gf=0.0014, loss=0.5923]
[Train]:  67%|██████▋   | 300/448 [01:06<00:32,  4.53it/s, ce=0.5916, gf=0.0014, loss=0.5923]
[Train]:  67%|██████▋   | 300/448 [01:06<00:32,  4.53it/s, ce=0.5918, gf=0.0014, loss=0.5925]
[Train]:  67%|██████▋   | 301/448 [01:06<00:31,  4.60it/s, ce=0.5918, gf=0.0014, loss=0.5925]
[Train]:  67%|██████▋   | 301/448 [01:06<00:31,  4.60it/s, ce=0.5913, gf=0.0015, loss=0.5920]
[Train]:  67%|██████▋   | 302/448 [01:06<00:32,  4.51it/s, ce=0.5913, gf=0.0015, loss=0.5920]
[Train]:  67%|██████▋   | 302/448 [01:06<00:32,  4.51it/s, ce=0.5901, gf=0.0015, loss=0.5909]
[Train]:  68%|██████▊   | 303/448 [01:06<00:31,  4.61it/s, ce=0.5901, gf=0.0015, loss=0.5909]
[Train]:  68%|██████▊   | 303/448 [01:07<00:31,  4.61it/s, ce=0.5895, gf=0.0015, loss=0.5902]
[Train]:  68%|██████▊   | 304/448 [01:07<00:31,  4.51it/s, ce=0.5895, gf=0.0015, loss=0.5902]
[Train]:  68%|██████▊   | 304/448 [01:07<00:31,  4.51it/s, ce=0.5881, gf=0.0015, loss=0.5888]
[Train]:  68%|██████▊   | 305/448 [01:07<00:30,  4.61it/s, ce=0.5881, gf=0.0015, loss=0.5888]
[Train]:  68%|██████▊   | 305/448 [01:07<00:30,  4.61it/s, ce=0.5877, gf=0.0015, loss=0.5885]
[Train]:  68%|██████▊   | 306/448 [01:07<00:31,  4.53it/s, ce=0.5877, gf=0.0015, loss=0.5885]
[Train]:  68%|██████▊   | 306/448 [01:07<00:31,  4.53it/s, ce=0.5865, gf=0.0015, loss=0.5872]
[Train]:  69%|██████▊   | 307/448 [01:07<00:30,  4.62it/s, ce=0.5865, gf=0.0015, loss=0.5872]
[Train]:  69%|██████▊   | 307/448 [01:07<00:30,  4.62it/s, ce=0.5858, gf=0.0015, loss=0.5865]
[Train]:  69%|██████▉   | 308/448 [01:07<00:30,  4.53it/s, ce=0.5858, gf=0.0015, loss=0.5865]
[Train]:  69%|██████▉   | 308/448 [01:08<00:30,  4.53it/s, ce=0.5853, gf=0.0015, loss=0.5860]
[Train]:  69%|██████▉   | 309/448 [01:08<00:30,  4.62it/s, ce=0.5853, gf=0.0015, loss=0.5860]
[Train]:  69%|██████▉   | 309/448 [01:08<00:30,  4.62it/s, ce=0.5850, gf=0.0015, loss=0.5857]
[Train]:  69%|██████▉   | 310/448 [01:08<00:30,  4.53it/s, ce=0.5850, gf=0.0015, loss=0.5857]
[Train]:  69%|██████▉   | 310/448 [01:08<00:30,  4.53it/s, ce=0.5847, gf=0.0015, loss=0.5855]
[Train]:  69%|██████▉   | 311/448 [01:08<00:29,  4.64it/s, ce=0.5847, gf=0.0015, loss=0.5855]
[Train]:  69%|██████▉   | 311/448 [01:08<00:29,  4.64it/s, ce=0.5838, gf=0.0015, loss=0.5845]
[Train]:  70%|██████▉   | 312/448 [01:08<00:29,  4.53it/s, ce=0.5838, gf=0.0015, loss=0.5845]
[Train]:  70%|██████▉   | 312/448 [01:09<00:29,  4.53it/s, ce=0.5843, gf=0.0015, loss=0.5851]
[Train]:  70%|██████▉   | 313/448 [01:09<00:29,  4.61it/s, ce=0.5843, gf=0.0015, loss=0.5851]
[Train]:  70%|██████▉   | 313/448 [01:09<00:29,  4.61it/s, ce=0.5837, gf=0.0015, loss=0.5844]
[Train]:  70%|███████   | 314/448 [01:09<00:29,  4.51it/s, ce=0.5837, gf=0.0015, loss=0.5844]
[Train]:  70%|███████   | 314/448 [01:09<00:29,  4.51it/s, ce=0.5829, gf=0.0015, loss=0.5836]
[Train]:  70%|███████   | 315/448 [01:09<00:28,  4.60it/s, ce=0.5829, gf=0.0015, loss=0.5836]
[Train]:  70%|███████   | 315/448 [01:09<00:28,  4.60it/s, ce=0.5830, gf=0.0015, loss=0.5838]
[Train]:  71%|███████   | 316/448 [01:09<00:29,  4.50it/s, ce=0.5830, gf=0.0015, loss=0.5838]
[Train]:  71%|███████   | 316/448 [01:09<00:29,  4.50it/s, ce=0.5822, gf=0.0015, loss=0.5830]
[Train]:  71%|███████   | 317/448 [01:09<00:28,  4.61it/s, ce=0.5822, gf=0.0015, loss=0.5830]
[Train]:  71%|███████   | 317/448 [01:10<00:28,  4.61it/s, ce=0.5822, gf=0.0015, loss=0.5829]
[Train]:  71%|███████   | 318/448 [01:10<00:28,  4.52it/s, ce=0.5822, gf=0.0015, loss=0.5829]
[Train]:  71%|███████   | 318/448 [01:10<00:28,  4.52it/s, ce=0.5819, gf=0.0015, loss=0.5826]
[Train]:  71%|███████   | 319/448 [01:10<00:27,  4.62it/s, ce=0.5819, gf=0.0015, loss=0.5826]
