
>>> [1/63] EAR | toxigen | seed=2024
[Train]:  34%|███▍      | 152/448 [00:14<00:28, 10.49it/s, ce=0.1039, ear=-2.8341, loss=-0.1795]
[Train]:  34%|███▍      | 154/448 [00:14<00:29, 10.07it/s, ce=0.1039, ear=-2.8341, loss=-0.1795]
[Train]:  34%|███▍      | 154/448 [00:14<00:29, 10.07it/s, ce=0.1044, ear=-2.8359, loss=-0.1792]
[Train]:  34%|███▍      | 154/448 [00:14<00:29, 10.07it/s, ce=0.1038, ear=-2.8361, loss=-0.1798]
[Train]:  35%|███▍      | 156/448 [00:14<00:28, 10.30it/s, ce=0.1038, ear=-2.8361, loss=-0.1798]
[Train]:  35%|███▍      | 156/448 [00:14<00:28, 10.30it/s, ce=0.1034, ear=-2.8371, loss=-0.1804]
[Train]:  35%|███▍      | 156/448 [00:14<00:28, 10.30it/s, ce=0.1029, ear=-2.8363, loss=-0.1808]
[Train]:  35%|███▌      | 158/448 [00:14<00:27, 10.46it/s, ce=0.1029, ear=-2.8363, loss=-0.1808]
[Train]:  35%|███▌      | 158/448 [00:14<00:27, 10.46it/s, ce=0.1027, ear=-2.8363, loss=-0.1809]
[Train]:  35%|███▌      | 158/448 [00:14<00:27, 10.46it/s, ce=0.1025, ear=-2.8356, loss=-0.1811]
[Train]:  36%|███▌      | 160/448 [00:14<00:27, 10.58it/s, ce=0.1025, ear=-2.8356, loss=-0.1811]
[Train]:  36%|███▌      | 160/448 [00:14<00:27, 10.58it/s, ce=0.1035, ear=-2.8356, loss=-0.1801]
[Train]:  36%|███▌      | 160/448 [00:15<00:27, 10.58it/s, ce=0.1029, ear=-2.8350, loss=-0.1806]
[Train]:  36%|███▌      | 162/448 [00:15<00:27, 10.43it/s, ce=0.1029, ear=-2.8350, loss=-0.1806]
[Train]:  36%|███▌      | 162/448 [00:15<00:27, 10.43it/s, ce=0.1031, ear=-2.8349, loss=-0.1803]
[Train]:  36%|███▌      | 162/448 [00:15<00:27, 10.43it/s, ce=0.1032, ear=-2.8362, loss=-0.1805]
[Train]:  37%|███▋      | 164/448 [00:15<00:26, 10.54it/s, ce=0.1032, ear=-2.8362, loss=-0.1805]
[Train]:  37%|███▋      | 164/448 [00:15<00:26, 10.54it/s, ce=0.1027, ear=-2.8367, loss=-0.1810]
[Train]:  37%|███▋      | 164/448 [00:15<00:26, 10.54it/s, ce=0.1032, ear=-2.8369, loss=-0.1805]
[Train]:  37%|███▋      | 166/448 [00:15<00:26, 10.62it/s, ce=0.1032, ear=-2.8369, loss=-0.1805]
[Train]:  37%|███▋      | 166/448 [00:15<00:26, 10.62it/s, ce=0.1051, ear=-2.8365, loss=-0.1785]
[Train]:  37%|███▋      | 166/448 [00:15<00:26, 10.62it/s, ce=0.1059, ear=-2.8358, loss=-0.1776]
[Train]:  38%|███▊      | 168/448 [00:15<00:26, 10.67it/s, ce=0.1059, ear=-2.8358, loss=-0.1776]
[Train]:  38%|███▊      | 168/448 [00:15<00:26, 10.67it/s, ce=0.1056, ear=-2.8361, loss=-0.1780]
[Train]:  38%|███▊      | 168/448 [00:15<00:26, 10.67it/s, ce=0.1052, ear=-2.8361, loss=-0.1784]
[Train]:  38%|███▊      | 170/448 [00:15<00:25, 10.69it/s, ce=0.1052, ear=-2.8361, loss=-0.1784]
[Train]:  38%|███▊      | 170/448 [00:15<00:25, 10.69it/s, ce=0.1050, ear=-2.8364, loss=-0.1787]
[Train]:  38%|███▊      | 170/448 [00:16<00:25, 10.69it/s, ce=0.1055, ear=-2.8359, loss=-0.1781]
[Train]:  38%|███▊      | 172/448 [00:16<00:26, 10.59it/s, ce=0.1055, ear=-2.8359, loss=-0.1781]
[Train]:  38%|███▊      | 172/448 [00:16<00:26, 10.59it/s, ce=0.1064, ear=-2.8363, loss=-0.1772]
[Train]:  38%|███▊      | 172/448 [00:16<00:26, 10.59it/s, ce=0.1060, ear=-2.8370, loss=-0.1777]
[Train]:  39%|███▉      | 174/448 [00:16<00:25, 10.77it/s, ce=0.1060, ear=-2.8370, loss=-0.1777]
[Train]:  39%|███▉      | 174/448 [00:16<00:25, 10.77it/s, ce=0.1055, ear=-2.8370, loss=-0.1782]
[Train]:  39%|███▉      | 174/448 [00:16<00:25, 10.77it/s, ce=0.1051, ear=-2.8359, loss=-0.1785]
[Train]:  39%|███▉      | 176/448 [00:16<00:25, 10.87it/s, ce=0.1051, ear=-2.8359, loss=-0.1785]
[Train]:  39%|███▉      | 176/448 [00:16<00:25, 10.87it/s, ce=0.1052, ear=-2.8354, loss=-0.1784]
[Train]:  39%|███▉      | 176/448 [00:16<00:25, 10.87it/s, ce=0.1048, ear=-2.8351, loss=-0.1788]
[Train]:  40%|███▉      | 178/448 [00:16<00:25, 10.74it/s, ce=0.1048, ear=-2.8351, loss=-0.1788]
[Train]:  40%|███▉      | 178/448 [00:16<00:25, 10.74it/s, ce=0.1042, ear=-2.8354, loss=-0.1793]
[Train]:  40%|███▉      | 178/448 [00:16<00:25, 10.74it/s, ce=0.1040, ear=-2.8351, loss=-0.1795]
[Train]:  40%|████      | 180/448 [00:16<00:25, 10.64it/s, ce=0.1040, ear=-2.8351, loss=-0.1795]
[Train]:  40%|████      | 180/448 [00:16<00:25, 10.64it/s, ce=0.1053, ear=-2.8363, loss=-0.1784]
[Train]:  40%|████      | 180/448 [00:16<00:25, 10.64it/s, ce=0.1052, ear=-2.8357, loss=-0.1784]
[Train]:  41%|████      | 182/448 [00:16<00:25, 10.46it/s, ce=0.1052, ear=-2.8357, loss=-0.1784]
[Train]:  41%|████      | 182/448 [00:17<00:25, 10.46it/s, ce=0.1051, ear=-2.8356, loss=-0.1785]
[Train]:  41%|████      | 182/448 [00:17<00:25, 10.46it/s, ce=0.1046, ear=-2.8359, loss=-0.1790]
[Train]:  41%|████      | 184/448 [00:17<00:25, 10.48it/s, ce=0.1046, ear=-2.8359, loss=-0.1790]
[Train]:  41%|████      | 184/448 [00:17<00:25, 10.48it/s, ce=0.1042, ear=-2.8348, loss=-0.1792]
[Train]:  41%|████      | 184/448 [00:17<00:25, 10.48it/s, ce=0.1038, ear=-2.8350, loss=-0.1797]
[Train]:  42%|████▏     | 186/448 [00:17<00:24, 10.55it/s, ce=0.1038, ear=-2.8350, loss=-0.1797]
[Train]:  42%|████▏     | 186/448 [00:17<00:24, 10.55it/s, ce=0.1038, ear=-2.8359, loss=-0.1798]
[Train]:  42%|████▏     | 186/448 [00:17<00:24, 10.55it/s, ce=0.1035, ear=-2.8363, loss=-0.1802]
[Train]:  42%|████▏     | 188/448 [00:17<00:24, 10.59it/s, ce=0.1035, ear=-2.8363, loss=-0.1802]
[Train]:  42%|████▏     | 188/448 [00:17<00:24, 10.59it/s, ce=0.1031, ear=-2.8360, loss=-0.1805]
[Train]:  42%|████▏     | 188/448 [00:17<00:24, 10.59it/s, ce=0.1033, ear=-2.8367, loss=-0.1803]
[Train]:  42%|████▏     | 190/448 [00:17<00:24, 10.38it/s, ce=0.1033, ear=-2.8367, loss=-0.1803]
[Train]:  42%|████▏     | 190/448 [00:17<00:24, 10.38it/s, ce=0.1049, ear=-2.8368, loss=-0.1788]
[Train]:  42%|████▏     | 190/448 [00:17<00:24, 10.38it/s, ce=0.1048, ear=-2.8373, loss=-0.1789]
[Train]:  43%|████▎     | 192/448 [00:17<00:25,  9.95it/s, ce=0.1048, ear=-2.8373, loss=-0.1789]
[Train]:  43%|████▎     | 192/448 [00:18<00:25,  9.95it/s, ce=0.1046, ear=-2.8368, loss=-0.1791]
[Train]:  43%|████▎     | 192/448 [00:18<00:25,  9.95it/s, ce=0.1044, ear=-2.8368, loss=-0.1793]
[Train]:  43%|████▎     | 194/448 [00:18<00:25,  9.90it/s, ce=0.1044, ear=-2.8368, loss=-0.1793]
[Train]:  43%|████▎     | 194/448 [00:18<00:25,  9.90it/s, ce=0.1051, ear=-2.8358, loss=-0.1785]
[Train]:  43%|████▎     | 194/448 [00:18<00:25,  9.90it/s, ce=0.1048, ear=-2.8360, loss=-0.1788]
[Train]:  44%|████▍     | 196/448 [00:18<00:24, 10.18it/s, ce=0.1048, ear=-2.8360, loss=-0.1788]
[Train]:  44%|████▍     | 196/448 [00:18<00:24, 10.18it/s, ce=0.1050, ear=-2.8368, loss=-0.1786]
[Train]:  44%|████▍     | 196/448 [00:18<00:24, 10.18it/s, ce=0.1050, ear=-2.8372, loss=-0.1788]
[Train]:  44%|████▍     | 198/448 [00:18<00:23, 10.47it/s, ce=0.1050, ear=-2.8372, loss=-0.1788]
[Train]:  44%|████▍     | 198/448 [00:18<00:23, 10.47it/s, ce=0.1059, ear=-2.8368, loss=-0.1778]
[Train]:  44%|████▍     | 198/448 [00:18<00:23, 10.47it/s, ce=0.1061, ear=-2.8370, loss=-0.1776]
[Train]:  45%|████▍     | 200/448 [00:18<00:23, 10.67it/s, ce=0.1061, ear=-2.8370, loss=-0.1776]
[Train]:  45%|████▍     | 200/448 [00:18<00:23, 10.67it/s, ce=0.1066, ear=-2.8369, loss=-0.1771]
[Train]:  45%|████▍     | 200/448 [00:18<00:23, 10.67it/s, ce=0.1067, ear=-2.8372, loss=-0.1770]
[Train]:  45%|████▌     | 202/448 [00:18<00:22, 10.74it/s, ce=0.1067, ear=-2.8372, loss=-0.1770]
[Train]:  45%|████▌     | 202/448 [00:18<00:22, 10.74it/s, ce=0.1062, ear=-2.8367, loss=-0.1774]
[Train]:  45%|████▌     | 202/448 [00:19<00:22, 10.74it/s, ce=0.1059, ear=-2.8379, loss=-0.1779]
[Train]:  46%|████▌     | 204/448 [00:19<00:22, 10.79it/s, ce=0.1059, ear=-2.8379, loss=-0.1779]
[Train]:  46%|████▌     | 204/448 [00:19<00:22, 10.79it/s, ce=0.1057, ear=-2.8375, loss=-0.1781]
[Train]:  46%|████▌     | 204/448 [00:19<00:22, 10.79it/s, ce=0.1058, ear=-2.8386, loss=-0.1780]
[Train]:  46%|████▌     | 206/448 [00:19<00:22, 10.89it/s, ce=0.1058, ear=-2.8386, loss=-0.1780]
[Train]:  46%|████▌     | 206/448 [00:19<00:22, 10.89it/s, ce=0.1059, ear=-2.8392, loss=-0.1781]
[Train]:  46%|████▌     | 206/448 [00:19<00:22, 10.89it/s, ce=0.1056, ear=-2.8394, loss=-0.1784]
[Train]:  46%|████▋     | 208/448 [00:19<00:21, 10.91it/s, ce=0.1056, ear=-2.8394, loss=-0.1784]
[Train]:  46%|████▋     | 208/448 [00:19<00:21, 10.91it/s, ce=0.1052, ear=-2.8397, loss=-0.1788]
[Train]:  46%|████▋     | 208/448 [00:19<00:21, 10.91it/s, ce=0.1047, ear=-2.8405, loss=-0.1794]
[Train]:  47%|████▋     | 210/448 [00:19<00:21, 10.93it/s, ce=0.1047, ear=-2.8405, loss=-0.1794]
[Train]:  47%|████▋     | 210/448 [00:19<00:21, 10.93it/s, ce=0.1049, ear=-2.8413, loss=-0.1793]
[Train]:  47%|████▋     | 210/448 [00:19<00:21, 10.93it/s, ce=0.1045, ear=-2.8405, loss=-0.1796]
[Train]:  47%|████▋     | 212/448 [00:19<00:21, 10.79it/s, ce=0.1045, ear=-2.8405, loss=-0.1796]
[Train]:  47%|████▋     | 212/448 [00:19<00:21, 10.79it/s, ce=0.1045, ear=-2.8402, loss=-0.1795]
[Train]:  47%|████▋     | 212/448 [00:19<00:21, 10.79it/s, ce=0.1062, ear=-2.8404, loss=-0.1779]
[Train]:  48%|████▊     | 214/448 [00:19<00:21, 10.75it/s, ce=0.1062, ear=-2.8404, loss=-0.1779]
[Train]:  48%|████▊     | 214/448 [00:20<00:21, 10.75it/s, ce=0.1060, ear=-2.8394, loss=-0.1780]
[Train]:  48%|████▊     | 214/448 [00:20<00:21, 10.75it/s, ce=0.1079, ear=-2.8394, loss=-0.1760]
[Train]:  48%|████▊     | 216/448 [00:20<00:21, 10.87it/s, ce=0.1079, ear=-2.8394, loss=-0.1760]
[Train]:  48%|████▊     | 216/448 [00:20<00:21, 10.87it/s, ce=0.1090, ear=-2.8398, loss=-0.1750]
[Train]:  48%|████▊     | 216/448 [00:20<00:21, 10.87it/s, ce=0.1087, ear=-2.8398, loss=-0.1753]
[Train]:  49%|████▊     | 218/448 [00:20<00:20, 10.98it/s, ce=0.1087, ear=-2.8398, loss=-0.1753]
[Train]:  49%|████▊     | 218/448 [00:20<00:20, 10.98it/s, ce=0.1090, ear=-2.8400, loss=-0.1750]
[Train]:  49%|████▊     | 218/448 [00:20<00:20, 10.98it/s, ce=0.1092, ear=-2.8403, loss=-0.1749]
[Train]:  49%|████▉     | 220/448 [00:20<00:20, 11.04it/s, ce=0.1092, ear=-2.8403, loss=-0.1749]
[Train]:  49%|████▉     | 220/448 [00:20<00:20, 11.04it/s, ce=0.1088, ear=-2.8407, loss=-0.1753]
[Train]:  49%|████▉     | 220/448 [00:20<00:20, 11.04it/s, ce=0.1084, ear=-2.8405, loss=-0.1756]
[Train]:  50%|████▉     | 222/448 [00:20<00:20, 11.06it/s, ce=0.1084, ear=-2.8405, loss=-0.1756]
[Train]:  50%|████▉     | 222/448 [00:20<00:20, 11.06it/s, ce=0.1085, ear=-2.8411, loss=-0.1756]
[Train]:  50%|████▉     | 222/448 [00:20<00:20, 11.06it/s, ce=0.1083, ear=-2.8414, loss=-0.1759]
[Train]:  50%|█████     | 224/448 [00:20<00:20, 10.95it/s, ce=0.1083, ear=-2.8414, loss=-0.1759]
[Train]:  50%|█████     | 224/448 [00:20<00:20, 10.95it/s, ce=0.1079, ear=-2.8421, loss=-0.1763]
[Train]:  50%|█████     | 224/448 [00:21<00:20, 10.95it/s, ce=0.1075, ear=-2.8423, loss=-0.1767]
[Train]:  50%|█████     | 226/448 [00:21<00:20, 11.01it/s, ce=0.1075, ear=-2.8423, loss=-0.1767]
[Train]:  50%|█████     | 226/448 [00:21<00:20, 11.01it/s, ce=0.1081, ear=-2.8426, loss=-0.1762]
[Train]:  50%|█████     | 226/448 [00:21<00:20, 11.01it/s, ce=0.1076, ear=-2.8433, loss=-0.1767]
[Train]:  51%|█████     | 228/448 [00:21<00:19, 11.06it/s, ce=0.1076, ear=-2.8433, loss=-0.1767]
[Train]:  51%|█████     | 228/448 [00:21<00:19, 11.06it/s, ce=0.1077, ear=-2.8434, loss=-0.1766]
[Train]:  51%|█████     | 228/448 [00:21<00:19, 11.06it/s, ce=0.1077, ear=-2.8431, loss=-0.1766]
[Train]:  51%|█████▏    | 230/448 [00:21<00:19, 11.11it/s, ce=0.1077, ear=-2.8431, loss=-0.1766]
[Train]:  51%|█████▏    | 230/448 [00:21<00:19, 11.11it/s, ce=0.1074, ear=-2.8438, loss=-0.1770]
[Train]:  51%|█████▏    | 230/448 [00:21<00:19, 11.11it/s, ce=0.1075, ear=-2.8434, loss=-0.1768]
[Train]:  52%|█████▏    | 232/448 [00:21<00:19, 11.10it/s, ce=0.1075, ear=-2.8434, loss=-0.1768]
[Train]:  52%|█████▏    | 232/448 [00:21<00:19, 11.10it/s, ce=0.1072, ear=-2.8434, loss=-0.1771]
[Train]:  52%|█████▏    | 232/448 [00:21<00:19, 11.10it/s, ce=0.1074, ear=-2.8428, loss=-0.1769]
[Train]:  52%|█████▏    | 234/448 [00:21<00:19, 10.94it/s, ce=0.1074, ear=-2.8428, loss=-0.1769]
[Train]:  52%|█████▏    | 234/448 [00:21<00:19, 10.94it/s, ce=0.1070, ear=-2.8423, loss=-0.1773]
[Train]:  52%|█████▏    | 234/448 [00:21<00:19, 10.94it/s, ce=0.1067, ear=-2.8419, loss=-0.1775]
[Train]:  53%|█████▎    | 236/448 [00:21<00:19, 10.90it/s, ce=0.1067, ear=-2.8419, loss=-0.1775]
[Train]:  53%|█████▎    | 236/448 [00:22<00:19, 10.90it/s, ce=0.1065, ear=-2.8413, loss=-0.1776]
[Train]:  53%|█████▎    | 236/448 [00:22<00:19, 10.90it/s, ce=0.1065, ear=-2.8417, loss=-0.1777]
[Train]:  53%|█████▎    | 238/448 [00:22<00:19, 10.89it/s, ce=0.1065, ear=-2.8417, loss=-0.1777]
[Train]:  53%|█████▎    | 238/448 [00:22<00:19, 10.89it/s, ce=0.1064, ear=-2.8418, loss=-0.1778]
[Train]:  53%|█████▎    | 238/448 [00:22<00:19, 10.89it/s, ce=0.1061, ear=-2.8418, loss=-0.1781]
[Train]:  54%|█████▎    | 240/448 [00:22<00:18, 10.98it/s, ce=0.1061, ear=-2.8418, loss=-0.1781]
[Train]:  54%|█████▎    | 240/448 [00:22<00:18, 10.98it/s, ce=0.1057, ear=-2.8413, loss=-0.1784]
[Train]:  54%|█████▎    | 240/448 [00:22<00:18, 10.98it/s, ce=0.1054, ear=-2.8409, loss=-0.1787]
[Train]:  54%|█████▍    | 242/448 [00:22<00:18, 10.97it/s, ce=0.1054, ear=-2.8409, loss=-0.1787]
[Train]:  54%|█████▍    | 242/448 [00:22<00:18, 10.97it/s, ce=0.1050, ear=-2.8413, loss=-0.1792]
[Train]:  54%|█████▍    | 242/448 [00:22<00:18, 10.97it/s, ce=0.1049, ear=-2.8416, loss=-0.1793]
[Train]:  54%|█████▍    | 244/448 [00:22<00:18, 10.86it/s, ce=0.1049, ear=-2.8416, loss=-0.1793]
[Train]:  54%|█████▍    | 244/448 [00:22<00:18, 10.86it/s, ce=0.1047, ear=-2.8418, loss=-0.1795]
[Train]:  54%|█████▍    | 244/448 [00:22<00:18, 10.86it/s, ce=0.1063, ear=-2.8416, loss=-0.1779]
[Train]:  55%|█████▍    | 246/448 [00:22<00:18, 10.96it/s, ce=0.1063, ear=-2.8416, loss=-0.1779]
[Train]:  55%|█████▍    | 246/448 [00:22<00:18, 10.96it/s, ce=0.1062, ear=-2.8418, loss=-0.1780]
[Train]:  55%|█████▍    | 246/448 [00:23<00:18, 10.96it/s, ce=0.1059, ear=-2.8417, loss=-0.1783]
[Train]:  55%|█████▌    | 248/448 [00:23<00:18, 11.02it/s, ce=0.1059, ear=-2.8417, loss=-0.1783]
[Train]:  55%|█████▌    | 248/448 [00:23<00:18, 11.02it/s, ce=0.1062, ear=-2.8416, loss=-0.1780]
[Train]:  55%|█████▌    | 248/448 [00:23<00:18, 11.02it/s, ce=0.1059, ear=-2.8411, loss=-0.1782]
[Train]:  56%|█████▌    | 250/448 [00:23<00:17, 11.09it/s, ce=0.1059, ear=-2.8411, loss=-0.1782]
[Train]:  56%|█████▌    | 250/448 [00:23<00:17, 11.09it/s, ce=0.1055, ear=-2.8407, loss=-0.1785]
[Train]:  56%|█████▌    | 250/448 [00:23<00:17, 11.09it/s, ce=0.1057, ear=-2.8404, loss=-0.1783]
[Train]:  56%|█████▋    | 252/448 [00:23<00:17, 11.08it/s, ce=0.1057, ear=-2.8404, loss=-0.1783]
[Train]:  56%|█████▋    | 252/448 [00:23<00:17, 11.08it/s, ce=0.1054, ear=-2.8410, loss=-0.1787]
[Train]:  56%|█████▋    | 252/448 [00:23<00:17, 11.08it/s, ce=0.1051, ear=-2.8410, loss=-0.1790]
[Train]:  57%|█████▋    | 254/448 [00:23<00:17, 10.91it/s, ce=0.1051, ear=-2.8410, loss=-0.1790]
[Train]:  57%|█████▋    | 254/448 [00:23<00:17, 10.91it/s, ce=0.1047, ear=-2.8409, loss=-0.1794]
[Train]:  57%|█████▋    | 254/448 [00:23<00:17, 10.91it/s, ce=0.1044, ear=-2.8407, loss=-0.1797]
[Train]:  57%|█████▋    | 256/448 [00:23<00:17, 11.00it/s, ce=0.1044, ear=-2.8407, loss=-0.1797]
[Train]:  57%|█████▋    | 256/448 [00:23<00:17, 11.00it/s, ce=0.1044, ear=-2.8404, loss=-0.1796]
[Train]:  57%|█████▋    | 256/448 [00:23<00:17, 11.00it/s, ce=0.1042, ear=-2.8403, loss=-0.1798]
[Train]:  58%|█████▊    | 258/448 [00:23<00:17, 11.05it/s, ce=0.1042, ear=-2.8403, loss=-0.1798]
[Train]:  58%|█████▊    | 258/448 [00:24<00:17, 11.05it/s, ce=0.1039, ear=-2.8405, loss=-0.1801]
[Train]:  58%|█████▊    | 258/448 [00:24<00:17, 11.05it/s, ce=0.1038, ear=-2.8416, loss=-0.1804]
[Train]:  58%|█████▊    | 260/448 [00:24<00:16, 11.09it/s, ce=0.1038, ear=-2.8416, loss=-0.1804]
[Train]:  58%|█████▊    | 260/448 [00:24<00:16, 11.09it/s, ce=0.1037, ear=-2.8421, loss=-0.1805]
[Train]:  58%|█████▊    | 260/448 [00:24<00:16, 11.09it/s, ce=0.1042, ear=-2.8418, loss=-0.1800]
[Train]:  58%|█████▊    | 262/448 [00:24<00:16, 10.98it/s, ce=0.1042, ear=-2.8418, loss=-0.1800]
[Train]:  58%|█████▊    | 262/448 [00:24<00:16, 10.98it/s, ce=0.1041, ear=-2.8419, loss=-0.1801]
[Train]:  58%|█████▊    | 262/448 [00:24<00:16, 10.98it/s, ce=0.1037, ear=-2.8407, loss=-0.1804]
[Train]:  59%|█████▉    | 264/448 [00:24<00:16, 10.84it/s, ce=0.1037, ear=-2.8407, loss=-0.1804]
[Train]:  59%|█████▉    | 264/448 [00:24<00:16, 10.84it/s, ce=0.1034, ear=-2.8409, loss=-0.1807]
[Train]:  59%|█████▉    | 264/448 [00:24<00:16, 10.84it/s, ce=0.1030, ear=-2.8409, loss=-0.1811]
[Train]:  59%|█████▉    | 266/448 [00:24<00:16, 10.94it/s, ce=0.1030, ear=-2.8409, loss=-0.1811]
[Train]:  59%|█████▉    | 266/448 [00:24<00:16, 10.94it/s, ce=0.1032, ear=-2.8408, loss=-0.1809]
[Train]:  59%|█████▉    | 266/448 [00:24<00:16, 10.94it/s, ce=0.1032, ear=-2.8412, loss=-0.1809]
[Train]:  60%|█████▉    | 268/448 [00:24<00:16, 11.03it/s, ce=0.1032, ear=-2.8412, loss=-0.1809]
[Train]:  60%|█████▉    | 268/448 [00:24<00:16, 11.03it/s, ce=0.1033, ear=-2.8411, loss=-0.1808]
[Train]:  60%|█████▉    | 268/448 [00:25<00:16, 11.03it/s, ce=0.1032, ear=-2.8411, loss=-0.1809]
[Train]:  60%|██████    | 270/448 [00:25<00:16, 11.08it/s, ce=0.1032, ear=-2.8411, loss=-0.1809]
[Train]:  60%|██████    | 270/448 [00:25<00:16, 11.08it/s, ce=0.1029, ear=-2.8406, loss=-0.1812]
[Train]:  60%|██████    | 270/448 [00:25<00:16, 11.08it/s, ce=0.1027, ear=-2.8398, loss=-0.1812]
[Train]:  61%|██████    | 272/448 [00:25<00:15, 11.09it/s, ce=0.1027, ear=-2.8398, loss=-0.1812]
[Train]:  61%|██████    | 272/448 [00:25<00:15, 11.09it/s, ce=0.1028, ear=-2.8396, loss=-0.1811]
[Train]:  61%|██████    | 272/448 [00:25<00:15, 11.09it/s, ce=0.1034, ear=-2.8401, loss=-0.1806]
[Train]:  61%|██████    | 274/448 [00:25<00:15, 10.93it/s, ce=0.1034, ear=-2.8401, loss=-0.1806]
[Train]:  61%|██████    | 274/448 [00:25<00:15, 10.93it/s, ce=0.1033, ear=-2.8404, loss=-0.1807]
[Train]:  61%|██████    | 274/448 [00:25<00:15, 10.93it/s, ce=0.1031, ear=-2.8407, loss=-0.1809]
[Train]:  62%|██████▏   | 276/448 [00:25<00:15, 10.88it/s, ce=0.1031, ear=-2.8407, loss=-0.1809]
[Train]:  62%|██████▏   | 276/448 [00:25<00:15, 10.88it/s, ce=0.1029, ear=-2.8409, loss=-0.1812]
[Train]:  62%|██████▏   | 276/448 [00:25<00:15, 10.88it/s, ce=0.1027, ear=-2.8401, loss=-0.1813]
[Train]:  62%|██████▏   | 278/448 [00:25<00:15, 10.96it/s, ce=0.1027, ear=-2.8401, loss=-0.1813]
[Train]:  62%|██████▏   | 278/448 [00:25<00:15, 10.96it/s, ce=0.1025, ear=-2.8399, loss=-0.1815]
[Train]:  62%|██████▏   | 278/448 [00:25<00:15, 10.96it/s, ce=0.1027, ear=-2.8402, loss=-0.1814]
[Train]:  62%|██████▎   | 280/448 [00:25<00:15, 11.05it/s, ce=0.1027, ear=-2.8402, loss=-0.1814]
[Train]:  62%|██████▎   | 280/448 [00:26<00:15, 11.05it/s, ce=0.1024, ear=-2.8400, loss=-0.1816]
[Train]:  62%|██████▎   | 280/448 [00:26<00:15, 11.05it/s, ce=0.1032, ear=-2.8400, loss=-0.1808]
[Train]:  63%|██████▎   | 282/448 [00:26<00:15, 11.02it/s, ce=0.1032, ear=-2.8400, loss=-0.1808]
[Train]:  63%|██████▎   | 282/448 [00:26<00:15, 11.02it/s, ce=0.1029, ear=-2.8388, loss=-0.1810]
[Train]:  63%|██████▎   | 282/448 [00:26<00:15, 11.02it/s, ce=0.1026, ear=-2.8390, loss=-0.1813]
[Train]:  63%|██████▎   | 284/448 [00:26<00:15, 10.76it/s, ce=0.1026, ear=-2.8390, loss=-0.1813]
[Train]:  63%|██████▎   | 284/448 [00:26<00:15, 10.76it/s, ce=0.1024, ear=-2.8390, loss=-0.1815]
[Train]:  63%|██████▎   | 284/448 [00:26<00:15, 10.76it/s, ce=0.1021, ear=-2.8381, loss=-0.1817]
[Train]:  64%|██████▍   | 286/448 [00:26<00:15, 10.69it/s, ce=0.1021, ear=-2.8381, loss=-0.1817]
[Train]:  64%|██████▍   | 286/448 [00:26<00:15, 10.69it/s, ce=0.1019, ear=-2.8379, loss=-0.1818]
[Train]:  64%|██████▍   | 286/448 [00:26<00:15, 10.69it/s, ce=0.1025, ear=-2.8382, loss=-0.1813]
[Train]:  64%|██████▍   | 288/448 [00:26<00:14, 10.83it/s, ce=0.1025, ear=-2.8382, loss=-0.1813]
[Train]:  64%|██████▍   | 288/448 [00:26<00:14, 10.83it/s, ce=0.1027, ear=-2.8382, loss=-0.1811]
[Train]:  64%|██████▍   | 288/448 [00:26<00:14, 10.83it/s, ce=0.1028, ear=-2.8387, loss=-0.1811]
[Train]:  65%|██████▍   | 290/448 [00:26<00:14, 10.94it/s, ce=0.1028, ear=-2.8387, loss=-0.1811]
[Train]:  65%|██████▍   | 290/448 [00:26<00:14, 10.94it/s, ce=0.1026, ear=-2.8389, loss=-0.1813]
[Train]:  65%|██████▍   | 290/448 [00:27<00:14, 10.94it/s, ce=0.1027, ear=-2.8384, loss=-0.1812]
[Train]:  65%|██████▌   | 292/448 [00:27<00:14, 11.00it/s, ce=0.1027, ear=-2.8384, loss=-0.1812]
[Train]:  65%|██████▌   | 292/448 [00:27<00:14, 11.00it/s, ce=0.1026, ear=-2.8381, loss=-0.1812]
[Train]:  65%|██████▌   | 292/448 [00:27<00:14, 11.00it/s, ce=0.1029, ear=-2.8379, loss=-0.1809]
[Train]:  66%|██████▌   | 294/448 [00:27<00:14, 10.87it/s, ce=0.1029, ear=-2.8379, loss=-0.1809]
[Train]:  66%|██████▌   | 294/448 [00:27<00:14, 10.87it/s, ce=0.1032, ear=-2.8379, loss=-0.1806]
[Train]:  66%|██████▌   | 294/448 [00:27<00:14, 10.87it/s, ce=0.1030, ear=-2.8375, loss=-0.1808]
[Train]:  66%|██████▌   | 296/448 [00:27<00:13, 10.94it/s, ce=0.1030, ear=-2.8375, loss=-0.1808]
[Train]:  66%|██████▌   | 296/448 [00:27<00:13, 10.94it/s, ce=0.1028, ear=-2.8378, loss=-0.1809]
[Train]:  66%|██████▌   | 296/448 [00:27<00:13, 10.94it/s, ce=0.1026, ear=-2.8375, loss=-0.1812]
[Train]:  67%|██████▋   | 298/448 [00:27<00:13, 11.02it/s, ce=0.1026, ear=-2.8375, loss=-0.1812]
[Train]:  67%|██████▋   | 298/448 [00:27<00:13, 11.02it/s, ce=0.1024, ear=-2.8377, loss=-0.1814]
[Train]:  67%|██████▋   | 298/448 [00:27<00:13, 11.02it/s, ce=0.1022, ear=-2.8380, loss=-0.1816]
