
>>> [1/63] GetFair | dynahate | seed=2024
>>> Command: python3 src_script/train/train_baseline_getfair.py --dataset dynahate --seed 2024 --lambda_gf 0.5 --epochs 6 --patience 3 --batch_size 16 --grad_accum 2 --lr 2e-5 --max_len 128
>>> Start: Sun Mar 15 07:12:21 CST 2026
/root/miniconda/lib/python3.8/site-packages/torchvision/datapoints/__init__.py:12: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
/root/miniconda/lib/python3.8/site-packages/torchvision/transforms/v2/__init__.py:54: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
[Hardware] TF32 acceleration enabled for Ampere+ GPUs.
[Experiment] GetFair_dynahate_seed2024_0315_0712
[Data] Train: 8844 | Val: 1091 | Test: 1111
[Model] GetFair | lambda_gf=0.5

Epoch 1/6

[Train]:   0%|          | 0/553 [00:00<?, ?it/s]
[Train]:  39%|███▊      | 213/553 [00:47<01:13,  4.62it/s, ce=0.6298, gf=0.0003, loss=0.6300]
[Train]:  39%|███▊      | 213/553 [00:47<01:13,  4.62it/s, ce=0.6287, gf=0.0003, loss=0.6289]
[Train]:  39%|███▊      | 214/553 [00:47<01:14,  4.52it/s, ce=0.6287, gf=0.0003, loss=0.6289]
[Train]:  39%|███▊      | 214/553 [00:47<01:14,  4.52it/s, ce=0.6270, gf=0.0003, loss=0.6272]
[Train]:  39%|███▉      | 215/553 [00:47<01:13,  4.61it/s, ce=0.6270, gf=0.0003, loss=0.6272]
[Train]:  39%|███▉      | 215/553 [00:47<01:13,  4.61it/s, ce=0.6254, gf=0.0003, loss=0.6255]
[Train]:  39%|███▉      | 216/553 [00:47<01:14,  4.52it/s, ce=0.6254, gf=0.0003, loss=0.6255]
[Train]:  39%|███▉      | 216/553 [00:48<01:14,  4.52it/s, ce=0.6249, gf=0.0003, loss=0.6250]
[Train]:  39%|███▉      | 217/553 [00:48<01:12,  4.62it/s, ce=0.6249, gf=0.0003, loss=0.6250]
[Train]:  39%|███▉      | 217/553 [00:48<01:12,  4.62it/s, ce=0.6232, gf=0.0004, loss=0.6234]
[Train]:  39%|███▉      | 218/553 [00:48<01:13,  4.53it/s, ce=0.6232, gf=0.0004, loss=0.6234]
[Train]:  39%|███▉      | 218/553 [00:48<01:13,  4.53it/s, ce=0.6208, gf=0.0004, loss=0.6210]
[Train]:  40%|███▉      | 219/553 [00:48<01:12,  4.62it/s, ce=0.6208, gf=0.0004, loss=0.6210]
[Train]:  40%|███▉      | 219/553 [00:48<01:12,  4.62it/s, ce=0.6208, gf=0.0004, loss=0.6210]
[Train]:  40%|███▉      | 220/553 [00:48<01:13,  4.53it/s, ce=0.6208, gf=0.0004, loss=0.6210]
[Train]:  40%|███▉      | 220/553 [00:48<01:13,  4.53it/s, ce=0.6197, gf=0.0004, loss=0.6199]
[Train]:  40%|███▉      | 221/553 [00:48<01:11,  4.62it/s, ce=0.6197, gf=0.0004, loss=0.6199]
[Train]:  40%|███▉      | 221/553 [00:49<01:11,  4.62it/s, ce=0.6178, gf=0.0004, loss=0.6180]
[Train]:  40%|████      | 222/553 [00:49<01:13,  4.53it/s, ce=0.6178, gf=0.0004, loss=0.6180]
[Train]:  40%|████      | 222/553 [00:49<01:13,  4.53it/s, ce=0.6161, gf=0.0004, loss=0.6163]
[Train]:  40%|████      | 223/553 [00:49<01:11,  4.63it/s, ce=0.6161, gf=0.0004, loss=0.6163]
[Train]:  40%|████      | 223/553 [00:49<01:11,  4.63it/s, ce=0.6139, gf=0.0004, loss=0.6142]
[Train]:  41%|████      | 224/553 [00:49<01:13,  4.50it/s, ce=0.6139, gf=0.0004, loss=0.6142]
[Train]:  41%|████      | 224/553 [00:49<01:13,  4.50it/s, ce=0.6129, gf=0.0004, loss=0.6131]
[Train]:  41%|████      | 225/553 [00:49<01:11,  4.61it/s, ce=0.6129, gf=0.0004, loss=0.6131]
[Train]:  41%|████      | 225/553 [00:49<01:11,  4.61it/s, ce=0.6107, gf=0.0004, loss=0.6109]
[Train]:  41%|████      | 226/553 [00:49<01:12,  4.49it/s, ce=0.6107, gf=0.0004, loss=0.6109]
[Train]:  41%|████      | 226/553 [00:50<01:12,  4.49it/s, ce=0.6085, gf=0.0004, loss=0.6087]
[Train]:  41%|████      | 227/553 [00:50<01:10,  4.61it/s, ce=0.6085, gf=0.0004, loss=0.6087]
[Train]:  41%|████      | 227/553 [00:50<01:10,  4.61it/s, ce=0.6079, gf=0.0004, loss=0.6081]
[Train]:  41%|████      | 228/553 [00:50<01:11,  4.53it/s, ce=0.6079, gf=0.0004, loss=0.6081]
[Train]:  41%|████      | 228/553 [00:50<01:11,  4.53it/s, ce=0.6060, gf=0.0005, loss=0.6062]
[Train]:  41%|████▏     | 229/553 [00:50<01:10,  4.57it/s, ce=0.6060, gf=0.0005, loss=0.6062]
[Train]:  41%|████▏     | 229/553 [00:50<01:10,  4.57it/s, ce=0.6068, gf=0.0005, loss=0.6071]
[Train]:  42%|████▏     | 230/553 [00:50<01:12,  4.46it/s, ce=0.6068, gf=0.0005, loss=0.6071]
[Train]:  42%|████▏     | 230/553 [00:51<01:12,  4.46it/s, ce=0.6048, gf=0.0005, loss=0.6051]
[Train]:  42%|████▏     | 231/553 [00:51<01:10,  4.57it/s, ce=0.6048, gf=0.0005, loss=0.6051]
[Train]:  42%|████▏     | 231/553 [00:51<01:10,  4.57it/s, ce=0.6033, gf=0.0005, loss=0.6036]
[Train]:  42%|████▏     | 232/553 [00:51<01:11,  4.49it/s, ce=0.6033, gf=0.0005, loss=0.6036]
[Train]:  42%|████▏     | 232/553 [00:51<01:11,  4.49it/s, ce=0.6011, gf=0.0005, loss=0.6014]
[Train]:  42%|████▏     | 233/553 [00:51<01:09,  4.60it/s, ce=0.6011, gf=0.0005, loss=0.6014]
[Train]:  42%|████▏     | 233/553 [00:51<01:09,  4.60it/s, ce=0.5998, gf=0.0005, loss=0.6001]
[Train]:  42%|████▏     | 234/553 [00:51<01:10,  4.50it/s, ce=0.5998, gf=0.0005, loss=0.6001]
[Train]:  42%|████▏     | 234/553 [00:51<01:10,  4.50it/s, ce=0.5983, gf=0.0005, loss=0.5986]
[Train]:  42%|████▏     | 235/553 [00:51<01:09,  4.59it/s, ce=0.5983, gf=0.0005, loss=0.5986]
[Train]:  42%|████▏     | 235/553 [00:52<01:09,  4.59it/s, ce=0.5963, gf=0.0005, loss=0.5966]
[Train]:  43%|████▎     | 236/553 [00:52<01:10,  4.52it/s, ce=0.5963, gf=0.0005, loss=0.5966]
[Train]:  43%|████▎     | 236/553 [00:52<01:10,  4.52it/s, ce=0.5949, gf=0.0005, loss=0.5951]
[Train]:  43%|████▎     | 237/553 [00:52<01:08,  4.63it/s, ce=0.5949, gf=0.0005, loss=0.5951]
[Train]:  43%|████▎     | 237/553 [00:52<01:08,  4.63it/s, ce=0.5932, gf=0.0005, loss=0.5935]
[Train]:  43%|████▎     | 238/553 [00:52<01:09,  4.52it/s, ce=0.5932, gf=0.0005, loss=0.5935]
[Train]:  43%|████▎     | 238/553 [00:52<01:09,  4.52it/s, ce=0.5920, gf=0.0006, loss=0.5922]
[Train]:  43%|████▎     | 239/553 [00:52<01:08,  4.59it/s, ce=0.5920, gf=0.0006, loss=0.5922]
[Train]:  43%|████▎     | 239/553 [00:53<01:08,  4.59it/s, ce=0.5916, gf=0.0006, loss=0.5918]
[Train]:  43%|████▎     | 240/553 [00:53<01:09,  4.51it/s, ce=0.5916, gf=0.0006, loss=0.5918]
[Train]:  43%|████▎     | 240/553 [00:53<01:09,  4.51it/s, ce=0.5907, gf=0.0006, loss=0.5910]
[Train]:  44%|████▎     | 241/553 [00:53<01:07,  4.62it/s, ce=0.5907, gf=0.0006, loss=0.5910]
[Train]:  44%|████▎     | 241/553 [00:53<01:07,  4.62it/s, ce=0.5894, gf=0.0006, loss=0.5897]
[Train]:  44%|████▍     | 242/553 [00:53<01:08,  4.54it/s, ce=0.5894, gf=0.0006, loss=0.5897]
[Train]:  44%|████▍     | 242/553 [00:53<01:08,  4.54it/s, ce=0.5909, gf=0.0006, loss=0.5912]
[Train]:  44%|████▍     | 243/553 [00:53<01:07,  4.56it/s, ce=0.5909, gf=0.0006, loss=0.5912]
[Train]:  44%|████▍     | 243/553 [00:53<01:07,  4.56it/s, ce=0.5898, gf=0.0006, loss=0.5901]
[Train]:  44%|████▍     | 244/553 [00:53<01:09,  4.46it/s, ce=0.5898, gf=0.0006, loss=0.5901]
[Train]:  44%|████▍     | 244/553 [00:54<01:09,  4.46it/s, ce=0.5878, gf=0.0006, loss=0.5881]
[Train]:  44%|████▍     | 245/553 [00:54<01:07,  4.54it/s, ce=0.5878, gf=0.0006, loss=0.5881]
[Train]:  44%|████▍     | 245/553 [00:54<01:07,  4.54it/s, ce=0.5875, gf=0.0006, loss=0.5878]
[Train]:  44%|████▍     | 246/553 [00:54<01:08,  4.47it/s, ce=0.5875, gf=0.0006, loss=0.5878]
[Train]:  44%|████▍     | 246/553 [00:54<01:08,  4.47it/s, ce=0.5857, gf=0.0006, loss=0.5860]
[Train]:  45%|████▍     | 247/553 [00:54<01:07,  4.56it/s, ce=0.5857, gf=0.0006, loss=0.5860]
[Train]:  45%|████▍     | 247/553 [00:54<01:07,  4.56it/s, ce=0.5848, gf=0.0006, loss=0.5851]
[Train]:  45%|████▍     | 248/553 [00:54<01:07,  4.49it/s, ce=0.5848, gf=0.0006, loss=0.5851]
[Train]:  45%|████▍     | 248/553 [00:55<01:07,  4.49it/s, ce=0.5834, gf=0.0006, loss=0.5837]
[Train]:  45%|████▌     | 249/553 [00:55<01:06,  4.58it/s, ce=0.5834, gf=0.0006, loss=0.5837]
[Train]:  45%|████▌     | 249/553 [00:55<01:06,  4.58it/s, ce=0.5813, gf=0.0006, loss=0.5816]
[Train]:  45%|████▌     | 250/553 [00:55<01:07,  4.50it/s, ce=0.5813, gf=0.0006, loss=0.5816]
[Train]:  45%|████▌     | 250/553 [00:55<01:07,  4.50it/s, ce=0.5802, gf=0.0006, loss=0.5805]
[Train]:  45%|████▌     | 251/553 [00:55<01:05,  4.59it/s, ce=0.5802, gf=0.0006, loss=0.5805]
[Train]:  45%|████▌     | 251/553 [00:55<01:05,  4.59it/s, ce=0.5788, gf=0.0006, loss=0.5791]
[Train]:  46%|████▌     | 252/553 [00:55<01:06,  4.50it/s, ce=0.5788, gf=0.0006, loss=0.5791]
[Train]:  46%|████▌     | 252/553 [00:55<01:06,  4.50it/s, ce=0.5775, gf=0.0006, loss=0.5778]
[Train]:  46%|████▌     | 253/553 [00:55<01:05,  4.61it/s, ce=0.5775, gf=0.0006, loss=0.5778]
[Train]:  46%|████▌     | 253/553 [00:56<01:05,  4.61it/s, ce=0.5754, gf=0.0006, loss=0.5757]
[Train]:  46%|████▌     | 254/553 [00:56<01:06,  4.52it/s, ce=0.5754, gf=0.0006, loss=0.5757]
[Train]:  46%|████▌     | 254/553 [00:56<01:06,  4.52it/s, ce=0.5762, gf=0.0009, loss=0.5766]
[Train]:  46%|████▌     | 255/553 [00:56<01:04,  4.61it/s, ce=0.5762, gf=0.0009, loss=0.5766]
[Train]:  46%|████▌     | 255/553 [00:56<01:04,  4.61it/s, ce=0.5766, gf=0.0009, loss=0.5771]
[Train]:  46%|████▋     | 256/553 [00:56<01:05,  4.51it/s, ce=0.5766, gf=0.0009, loss=0.5771]
[Train]:  46%|████▋     | 256/553 [00:56<01:05,  4.51it/s, ce=0.5763, gf=0.0010, loss=0.5768]
[Train]:  46%|████▋     | 257/553 [00:56<01:04,  4.61it/s, ce=0.5763, gf=0.0010, loss=0.5768]
[Train]:  46%|████▋     | 257/553 [00:57<01:04,  4.61it/s, ce=0.5750, gf=0.0011, loss=0.5756]
[Train]:  47%|████▋     | 258/553 [00:57<01:05,  4.50it/s, ce=0.5750, gf=0.0011, loss=0.5756]
[Train]:  47%|████▋     | 258/553 [00:57<01:05,  4.50it/s, ce=0.5747, gf=0.0011, loss=0.5752]
[Train]:  47%|████▋     | 259/553 [00:57<01:03,  4.60it/s, ce=0.5747, gf=0.0011, loss=0.5752]
[Train]:  47%|████▋     | 259/553 [00:57<01:03,  4.60it/s, ce=0.5729, gf=0.0011, loss=0.5735]
[Train]:  47%|████▋     | 260/553 [00:57<01:05,  4.47it/s, ce=0.5729, gf=0.0011, loss=0.5735]
[Train]:  47%|████▋     | 260/553 [00:57<01:05,  4.47it/s, ce=0.5714, gf=0.0012, loss=0.5720]
[Train]:  47%|████▋     | 261/553 [00:57<01:03,  4.58it/s, ce=0.5714, gf=0.0012, loss=0.5720]
[Train]:  47%|████▋     | 261/553 [00:57<01:03,  4.58it/s, ce=0.5705, gf=0.0012, loss=0.5711]
[Train]:  47%|████▋     | 262/553 [00:57<01:04,  4.51it/s, ce=0.5705, gf=0.0012, loss=0.5711]
[Train]:  47%|████▋     | 262/553 [00:58<01:04,  4.51it/s, ce=0.5690, gf=0.0012, loss=0.5696]
[Train]:  48%|████▊     | 263/553 [00:58<01:02,  4.61it/s, ce=0.5690, gf=0.0012, loss=0.5696]
[Train]:  48%|████▊     | 263/553 [00:58<01:02,  4.61it/s, ce=0.5674, gf=0.0012, loss=0.5679]
[Train]:  48%|████▊     | 264/553 [00:58<01:04,  4.50it/s, ce=0.5674, gf=0.0012, loss=0.5679]
[Train]:  48%|████▊     | 264/553 [00:58<01:04,  4.50it/s, ce=0.5664, gf=0.0012, loss=0.5670]
[Train]:  48%|████▊     | 265/553 [00:58<01:02,  4.59it/s, ce=0.5664, gf=0.0012, loss=0.5670]
[Train]:  48%|████▊     | 265/553 [00:58<01:02,  4.59it/s, ce=0.5649, gf=0.0012, loss=0.5655]
[Train]:  48%|████▊     | 266/553 [00:58<01:03,  4.51it/s, ce=0.5649, gf=0.0012, loss=0.5655]
[Train]:  48%|████▊     | 266/553 [00:58<01:03,  4.51it/s, ce=0.5644, gf=0.0012, loss=0.5650]
[Train]:  48%|████▊     | 267/553 [00:58<01:02,  4.59it/s, ce=0.5644, gf=0.0012, loss=0.5650]
[Train]:  48%|████▊     | 267/553 [00:59<01:02,  4.59it/s, ce=0.5638, gf=0.0012, loss=0.5644]
[Train]:  48%|████▊     | 268/553 [00:59<01:03,  4.48it/s, ce=0.5638, gf=0.0012, loss=0.5644]
[Train]:  48%|████▊     | 268/553 [00:59<01:03,  4.48it/s, ce=0.5629, gf=0.0012, loss=0.5636]
[Train]:  49%|████▊     | 269/553 [00:59<01:02,  4.57it/s, ce=0.5629, gf=0.0012, loss=0.5636]
[Train]:  49%|████▊     | 269/553 [00:59<01:02,  4.57it/s, ce=0.5623, gf=0.0012, loss=0.5629]
[Train]:  49%|████▉     | 270/553 [00:59<01:03,  4.47it/s, ce=0.5623, gf=0.0012, loss=0.5629]
[Train]:  49%|████▉     | 270/553 [00:59<01:03,  4.47it/s, ce=0.5609, gf=0.0012, loss=0.5616]
[Train]:  49%|████▉     | 271/553 [00:59<01:01,  4.57it/s, ce=0.5609, gf=0.0012, loss=0.5616]
[Train]:  49%|████▉     | 271/553 [01:00<01:01,  4.57it/s, ce=0.5596, gf=0.0012, loss=0.5602]
[Train]:  49%|████▉     | 272/553 [01:00<01:02,  4.48it/s, ce=0.5596, gf=0.0012, loss=0.5602]
[Train]:  49%|████▉     | 272/553 [01:00<01:02,  4.48it/s, ce=0.5584, gf=0.0012, loss=0.5590]
[Train]:  49%|████▉     | 273/553 [01:00<01:01,  4.59it/s, ce=0.5584, gf=0.0012, loss=0.5590]
[Train]:  49%|████▉     | 273/553 [01:00<01:01,  4.59it/s, ce=0.5567, gf=0.0012, loss=0.5573]
[Train]:  50%|████▉     | 274/553 [01:00<01:01,  4.51it/s, ce=0.5567, gf=0.0012, loss=0.5573]
[Train]:  50%|████▉     | 274/553 [01:00<01:01,  4.51it/s, ce=0.5557, gf=0.0012, loss=0.5563]
[Train]:  50%|████▉     | 275/553 [01:00<01:00,  4.58it/s, ce=0.5557, gf=0.0012, loss=0.5563]
[Train]:  50%|████▉     | 275/553 [01:00<01:00,  4.58it/s, ce=0.5540, gf=0.0012, loss=0.5547]
[Train]:  50%|████▉     | 276/553 [01:00<01:01,  4.49it/s, ce=0.5540, gf=0.0012, loss=0.5547]
[Train]:  50%|████▉     | 276/553 [01:01<01:01,  4.49it/s, ce=0.5522, gf=0.0012, loss=0.5528]
[Train]:  50%|█████     | 277/553 [01:01<01:00,  4.57it/s, ce=0.5522, gf=0.0012, loss=0.5528]
[Train]:  50%|█████     | 277/553 [01:01<01:00,  4.57it/s, ce=0.5510, gf=0.0012, loss=0.5517]
[Train]:  50%|█████     | 278/553 [01:01<01:01,  4.50it/s, ce=0.5510, gf=0.0012, loss=0.5517]
[Train]:  50%|█████     | 278/553 [01:01<01:01,  4.50it/s, ce=0.5509, gf=0.0013, loss=0.5515]
[Train]:  50%|█████     | 279/553 [01:01<00:59,  4.61it/s, ce=0.5509, gf=0.0013, loss=0.5515]
[Train]:  50%|█████     | 279/553 [01:01<00:59,  4.61it/s, ce=0.5495, gf=0.0013, loss=0.5501]
[Train]:  51%|█████     | 280/553 [01:01<01:00,  4.51it/s, ce=0.5495, gf=0.0013, loss=0.5501]
[Train]:  51%|█████     | 280/553 [01:02<01:00,  4.51it/s, ce=0.5479, gf=0.0013, loss=0.5485]
[Train]:  51%|█████     | 281/553 [01:02<00:58,  4.62it/s, ce=0.5479, gf=0.0013, loss=0.5485]
[Train]:  51%|█████     | 281/553 [01:02<00:58,  4.62it/s, ce=0.5471, gf=0.0013, loss=0.5477]
[Train]:  51%|█████     | 282/553 [01:02<00:59,  4.53it/s, ce=0.5471, gf=0.0013, loss=0.5477]
[Train]:  51%|█████     | 282/553 [01:02<00:59,  4.53it/s, ce=0.5456, gf=0.0013, loss=0.5462]
[Train]:  51%|█████     | 283/553 [01:02<00:58,  4.62it/s, ce=0.5456, gf=0.0013, loss=0.5462]
[Train]:  51%|█████     | 283/553 [01:02<00:58,  4.62it/s, ce=0.5443, gf=0.0013, loss=0.5449]
[Train]:  51%|█████▏    | 284/553 [01:02<00:59,  4.51it/s, ce=0.5443, gf=0.0013, loss=0.5449]
[Train]:  51%|█████▏    | 284/553 [01:02<00:59,  4.51it/s, ce=0.5432, gf=0.0013, loss=0.5438]
[Train]:  52%|█████▏    | 285/553 [01:02<00:58,  4.58it/s, ce=0.5432, gf=0.0013, loss=0.5438]
[Train]:  52%|█████▏    | 285/553 [01:03<00:58,  4.58it/s, ce=0.5437, gf=0.0013, loss=0.5443]
[Train]:  52%|█████▏    | 286/553 [01:03<00:59,  4.48it/s, ce=0.5437, gf=0.0013, loss=0.5443]
[Train]:  52%|█████▏    | 286/553 [01:03<00:59,  4.48it/s, ce=0.5423, gf=0.0013, loss=0.5430]
[Train]:  52%|█████▏    | 287/553 [01:03<00:57,  4.59it/s, ce=0.5423, gf=0.0013, loss=0.5430]
[Train]:  52%|█████▏    | 287/553 [01:03<00:57,  4.59it/s, ce=0.5411, gf=0.0013, loss=0.5417]
[Train]:  52%|█████▏    | 288/553 [01:03<00:58,  4.50it/s, ce=0.5411, gf=0.0013, loss=0.5417]
[Train]:  52%|█████▏    | 288/553 [01:03<00:58,  4.50it/s, ce=0.5396, gf=0.0013, loss=0.5402]
[Train]:  52%|█████▏    | 289/553 [01:03<00:57,  4.58it/s, ce=0.5396, gf=0.0013, loss=0.5402]
[Train]:  52%|█████▏    | 289/553 [01:04<00:57,  4.58it/s, ce=0.5382, gf=0.0013, loss=0.5389]
[Train]:  52%|█████▏    | 290/553 [01:04<00:58,  4.50it/s, ce=0.5382, gf=0.0013, loss=0.5389]
[Train]:  52%|█████▏    | 290/553 [01:04<00:58,  4.50it/s, ce=0.5369, gf=0.0013, loss=0.5375]
[Train]:  53%|█████▎    | 291/553 [01:04<00:57,  4.59it/s, ce=0.5369, gf=0.0013, loss=0.5375]
[Train]:  53%|█████▎    | 291/553 [01:04<00:57,  4.59it/s, ce=0.5357, gf=0.0013, loss=0.5363]
[Train]:  53%|█████▎    | 292/553 [01:04<00:57,  4.51it/s, ce=0.5357, gf=0.0013, loss=0.5363]
[Train]:  53%|█████▎    | 292/553 [01:04<00:57,  4.51it/s, ce=0.5347, gf=0.0013, loss=0.5354]
[Train]:  53%|█████▎    | 293/553 [01:04<00:56,  4.59it/s, ce=0.5347, gf=0.0013, loss=0.5354]
[Train]:  53%|█████▎    | 293/553 [01:04<00:56,  4.59it/s, ce=0.5342, gf=0.0014, loss=0.5349]
[Train]:  53%|█████▎    | 294/553 [01:04<00:57,  4.50it/s, ce=0.5342, gf=0.0014, loss=0.5349]
[Train]:  53%|█████▎    | 294/553 [01:05<00:57,  4.50it/s, ce=0.5336, gf=0.0014, loss=0.5343]
[Train]:  53%|█████▎    | 295/553 [01:05<00:56,  4.61it/s, ce=0.5336, gf=0.0014, loss=0.5343]
[Train]:  53%|█████▎    | 295/553 [01:05<00:56,  4.61it/s, ce=0.5336, gf=0.0015, loss=0.5343]
[Train]:  54%|█████▎    | 296/553 [01:05<00:57,  4.51it/s, ce=0.5336, gf=0.0015, loss=0.5343]
[Train]:  54%|█████▎    | 296/553 [01:05<00:57,  4.51it/s, ce=0.5339, gf=0.0016, loss=0.5347]
[Train]:  54%|█████▎    | 297/553 [01:05<00:55,  4.58it/s, ce=0.5339, gf=0.0016, loss=0.5347]
[Train]:  54%|█████▎    | 297/553 [01:05<00:55,  4.58it/s, ce=0.5327, gf=0.0016, loss=0.5335]
[Train]:  54%|█████▍    | 298/553 [01:05<00:57,  4.46it/s, ce=0.5327, gf=0.0016, loss=0.5335]
[Train]:  54%|█████▍    | 298/553 [01:06<00:57,  4.46it/s, ce=0.5314, gf=0.0016, loss=0.5322]
[Train]:  54%|█████▍    | 299/553 [01:06<00:55,  4.56it/s, ce=0.5314, gf=0.0016, loss=0.5322]
[Train]:  54%|█████▍    | 299/553 [01:06<00:55,  4.56it/s, ce=0.5302, gf=0.0016, loss=0.5310]
[Train]:  54%|█████▍    | 300/553 [01:06<00:56,  4.48it/s, ce=0.5302, gf=0.0016, loss=0.5310]
[Train]:  54%|█████▍    | 300/553 [01:06<00:56,  4.48it/s, ce=0.5294, gf=0.0016, loss=0.5302]
[Train]:  54%|█████▍    | 301/553 [01:06<00:55,  4.55it/s, ce=0.5294, gf=0.0016, loss=0.5302]
[Train]:  54%|█████▍    | 301/553 [01:06<00:55,  4.55it/s, ce=0.5283, gf=0.0022, loss=0.5295]
[Train]:  55%|█████▍    | 302/553 [01:06<00:56,  4.47it/s, ce=0.5283, gf=0.0022, loss=0.5295]
[Train]:  55%|█████▍    | 302/553 [01:06<00:56,  4.47it/s, ce=0.5267, gf=0.0022, loss=0.5279]
[Train]:  55%|█████▍    | 303/553 [01:06<00:54,  4.56it/s, ce=0.5267, gf=0.0022, loss=0.5279]
[Train]:  55%|█████▍    | 303/553 [01:07<00:54,  4.56it/s, ce=0.5256, gf=0.0022, loss=0.5267]
[Train]:  55%|█████▍    | 304/553 [01:07<00:55,  4.48it/s, ce=0.5256, gf=0.0022, loss=0.5267]
[Train]:  55%|█████▍    | 304/553 [01:07<00:55,  4.48it/s, ce=0.5247, gf=0.0022, loss=0.5258]
[Train]:  55%|█████▌    | 305/553 [01:07<00:54,  4.58it/s, ce=0.5247, gf=0.0022, loss=0.5258]
[Train]:  55%|█████▌    | 305/553 [01:07<00:54,  4.58it/s, ce=0.5234, gf=0.0022, loss=0.5245]
[Train]:  55%|█████▌    | 306/553 [01:07<00:55,  4.48it/s, ce=0.5234, gf=0.0022, loss=0.5245]
[Train]:  55%|█████▌    | 306/553 [01:07<00:55,  4.48it/s, ce=0.5226, gf=0.0028, loss=0.5240]
[Train]:  56%|█████▌    | 307/553 [01:07<00:53,  4.59it/s, ce=0.5226, gf=0.0028, loss=0.5240]
[Train]:  56%|█████▌    | 307/553 [01:08<00:53,  4.59it/s, ce=0.5213, gf=0.0028, loss=0.5227]
[Train]:  56%|█████▌    | 308/553 [01:08<00:54,  4.51it/s, ce=0.5213, gf=0.0028, loss=0.5227]
[Train]:  56%|█████▌    | 308/553 [01:08<00:54,  4.51it/s, ce=0.5208, gf=0.0028, loss=0.5222]
[Train]:  56%|█████▌    | 309/553 [01:08<00:53,  4.57it/s, ce=0.5208, gf=0.0028, loss=0.5222]
[Train]:  56%|█████▌    | 309/553 [01:08<00:53,  4.57it/s, ce=0.5203, gf=0.0028, loss=0.5217]
[Train]:  56%|█████▌    | 310/553 [01:08<00:54,  4.43it/s, ce=0.5203, gf=0.0028, loss=0.5217]
[Train]:  56%|█████▌    | 310/553 [01:08<00:54,  4.43it/s, ce=0.5193, gf=0.0028, loss=0.5207]
[Train]:  56%|█████▌    | 311/553 [01:08<00:53,  4.52it/s, ce=0.5193, gf=0.0028, loss=0.5207]
[Train]:  56%|█████▌    | 311/553 [01:08<00:53,  4.52it/s, ce=0.5180, gf=0.0028, loss=0.5194]
[Train]:  56%|█████▋    | 312/553 [01:08<00:54,  4.45it/s, ce=0.5180, gf=0.0028, loss=0.5194]
[Train]:  56%|█████▋    | 312/553 [01:09<00:54,  4.45it/s, ce=0.5171, gf=0.0032, loss=0.5187]
[Train]:  57%|█████▋    | 313/553 [01:09<00:52,  4.56it/s, ce=0.5171, gf=0.0032, loss=0.5187]
[Train]:  57%|█████▋    | 313/553 [01:09<00:52,  4.56it/s, ce=0.5163, gf=0.0032, loss=0.5179]
[Train]:  57%|█████▋    | 314/553 [01:09<00:53,  4.44it/s, ce=0.5163, gf=0.0032, loss=0.5179]
[Train]:  57%|█████▋    | 314/553 [01:09<00:53,  4.44it/s, ce=0.5148, gf=0.0032, loss=0.5164]
[Train]:  57%|█████▋    | 315/553 [01:09<00:52,  4.56it/s, ce=0.5148, gf=0.0032, loss=0.5164]
[Train]:  57%|█████▋    | 315/553 [01:09<00:52,  4.56it/s, ce=0.5134, gf=0.0032, loss=0.5150]
[Train]:  57%|█████▋    | 316/553 [01:09<00:52,  4.48it/s, ce=0.5134, gf=0.0032, loss=0.5150]
[Train]:  57%|█████▋    | 316/553 [01:10<00:52,  4.48it/s, ce=0.5122, gf=0.0032, loss=0.5137]
[Train]:  57%|█████▋    | 317/553 [01:10<00:51,  4.58it/s, ce=0.5122, gf=0.0032, loss=0.5137]
[Train]:  57%|█████▋    | 317/553 [01:10<00:51,  4.58it/s, ce=0.5113, gf=0.0034, loss=0.5130]
[Train]:  58%|█████▊    | 318/553 [01:10<00:52,  4.46it/s, ce=0.5113, gf=0.0034, loss=0.5130]
[Train]:  58%|█████▊    | 318/553 [01:10<00:52,  4.46it/s, ce=0.5103, gf=0.0034, loss=0.5120]
[Train]:  58%|█████▊    | 319/553 [01:10<00:51,  4.55it/s, ce=0.5103, gf=0.0034, loss=0.5120]
[Train]:  58%|█████▊    | 319/553 [01:10<00:51,  4.55it/s, ce=0.5096, gf=0.0034, loss=0.5113]
[Train]:  58%|█████▊    | 320/553 [01:10<00:52,  4.43it/s, ce=0.5096, gf=0.0034, loss=0.5113]
[Train]:  58%|█████▊    | 320/553 [01:10<00:52,  4.43it/s, ce=0.5087, gf=0.0034, loss=0.5104]
